Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
ASUS ROG Strix B360-I Gaming,,ASUS,90MB0WH0-M0EAY0,4712900966084,,1151,B360,False,Mini-ITX,DDR4,32 GB,2,4,0,0,1,1,False,False,
Asus ROG STRIX B360-I GAMING,$130.08 USD,Asus,ROG STRIX B360-I GAMING,0889349966082,889349966082,1151,B360,False,Mini-ITX,DDR4,32 GB,2,4,,,1,1,False,False,https://www.amazon.ca/LGA1151-Mini-ITX-Motherboard-B360-I-Gaming/dp/B07C95YKVT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C95YKVT
"ASUS ROG Strix B450-E Gaming, AMD B450",,ASUS,90MB1070-M0EAY0,4718017132879,,AM4,B450,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
"ASUS ROG Strix B450-F Gaming, AMD B450",$126.93 USD,ASUS,90MB0YS0-M0EAY0,4718017080279,192876080276,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B07FKTZC4M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix B450-F II Gaming,,ASUS,90MB15V0-M0EAY0,4718017924054,,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
Asus ROG STRIX B450-I GAMING,$204.44 USD,Asus,ROG STRIX B450-I GAMING,0192876080276,192876081112,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,,,,1,False,False,https://www.amazon.ca/dp/B07FKTSWNG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASUS ROG Strix B450-I Gaming, AMD B450",$204.44 USD,ASUS,90MB0Z50-M0EAY0,4718017081115,,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07FKTSWNG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix B460-F Gaming,,ASUS,90MB13R0-M0EAY0,4718017715072,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS ROG Strix B460-G Gaming,,ASUS,90MB1460-M0EAY0,4718017718691,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS ROG Strix B460-H Gaming,,ASUS,90MB13Q0-M0EAY0,4718017715140,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS ROG Strix B460-I Gaming,,ASUS,90MB13X0-M0EAY0,4718017694483,192876694480,1200,B460,False,Mini-ITX,DDR4,64 GB,2,4,0,0,0,0,False,False,
ASUS ROG STRIX B550-E Gaming,,ASUS,90MB1470-M0EAY0,4718017750264,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG STRIX B550-F Gaming,,ASUS,90MB14S0-M0EAY0,4718017749688,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS ROG STRIX B550-F Gaming (Wi-Fi),,ASUS,90MB14F0-M0EAY0,4718017748773,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG STRIX B550-F Gaming WiFi II,,ASUS,90MB19V0-M0EAY0,4711081453314,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG STRIX B550-I Gaming,,ASUS,90MB14L0-M0EAY0,4718017786379,,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,
ASUS ROG Strix B550-XE Gaming Wifi,,ASUS,90MB17B0-M0EAY0,4718017964883,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix B560-A Gaming (WI-FI) Gaming,,ASUS,90MB16V0-M0EAY0,4711081128373,195553128377,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix B560-E Gaming Wi-Fi,,ASUS,90MB1880-M0EAY0,4711081212775,,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix B560-G Gaming (Wi-Fi),,ASUS,90MB1750-M0EAY0,4711081108689,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix B560-I Gaming (Wi-Fi),,ASUS,90MB16Y0-M0EAY0,4711081123224,,1200,B560,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,
ASUS ROG STRIX B660-A Gaming WiFi D4,,ASUS,90MB18S0-M0EAY0,4711081521501,195553521505,1700,B660,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG STRIX B660-F Gaming WiFi,,ASUS,90MB18R0-M0EAY0,4711081552185,,1700,B660,False,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG STRIX B660-G Gaming WiFi,,ASUS,90MB18Y0-M0EAY0,4711081549505,,1700,B660,False,Micro-ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG STRIX B660-I Gaming WiFi,,ASUS,90MB19C0-M0EAY0,4711081514961,,1700,B660,False,Mini-ITX,DDR5,64 GB,2,4,0,0,1,1,True,False,
ASUS ROG Strix B760-A Gaming WiFi D4,,ASUS,90MB1DD0-M0EAY0,4711081995043,,1700,B760,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG Strix B760-F Gaming WiFi,,ASUS,90MB1CT0-M0EAY0,4711081974666,,1700,B760,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG Strix B760-G Gaming WiFi D4,,ASUS,90MB1DE0-M0EAY0,4711387002896,,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG Strix B760-I Gaming WiFi,,ASUS,90MB1D90-M0EAY0,4711081997658,,1700,B760,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,
Asus ROG STRIX H270F GAMING,$128.42 USD,Asus,ROG STRIX H270F GAMING,0889349600061,889349600061,1151,H270,False,ATX,DDR4,64 GB,4,6,,1,1,1,False,False,https://www.amazon.ca/ROG-STRIX-H270F-GAMING-Motherboard/dp/B01N1PND67?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N1PND67
Asus ROG STRIX H270I GAMING,$36.14 USD,Asus,ROG STRIX H270I GAMING,0889349677049,889349677049,1151,H270,False,Mini-ITX,DDR4,32 GB,2,4,,,1,1,False,False,https://www.amazon.ca/dp/B071FD4Z1T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix H370-F Gaming,,ASUS,90MB0WF0-M0EAY0,4712900906073,,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
Asus ROG STRIX H370-F GAMING,$108.8 USD,Asus,ROG STRIX H370-F GAMING,0889349906071,889349906071,1151,H370,False,ATX,DDR4,64 GB,4,6,,1,1,1,False,False,https://www.amazon.ca/Strix-H370-F-Gaming-LGA1151-Motherboard/dp/B07CDMQ7YP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CDMQ7YP
ASUS ROG Strix H370-I Gaming,,ASUS,90MB0WE0-M0EAY0,4712900975369,,1151,H370,False,Mini-ITX,DDR4,32 GB,2,4,0,0,1,1,False,False,
ASUS ROG Strix H470-I Gaming,,ASUS,90MB12U0-M0EAY0,4718017694315,,1200,H470,False,Mini-ITX,DDR4,64 GB,2,4,0,0,0,0,False,False,
ASUS ROG Strix TRX40-E Gaming,,ASUS,90MB12E0-M0EAY0,4718017537100,,TRX40,TRX40,False,ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,
ASUS ROG STRIX TRX40-XE Gaming,,ASUS,90MB14M0-M0EAY0,4718017621564,,TRX40,TRX40,False,ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,
ASUS ROG Strix X299-E Gaming,$316.51 USD,ASUS,90MB0U50-M0EAY0,4712900773095,889349773093,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/dp/B072MCN1FD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix X299-E Gaming II,,ASUS,90MB11A0-M0EAY0,4718017473231,,2066,X299,True,ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,
Asus ROG STRIX X299-XE GAMING,$316.51 USD,Asus,ROG STRIX X299-XE GAMING,0889349773093,,2066,X299,True,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/dp/B072MCN1FD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG STRIX X370-F Gaming,,ASUS,90MB0UI0-M0EAY0,4712900697100,,AM4,X370,True,ATX,DDR4,64 GB,4,8,0,0,0,0,False,False,
Asus ROG STRIX X370-F GAMING,$194.39 USD,Asus,ROG STRIX X370-F GAMING,0889349697108,889349697108,AM4,X370,True,ATX,DDR4,64 GB,4,8,,,1,1,False,False,https://www.amazon.ca/dp/B071ZHCF41?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus ROG STRIX X370-I GAMING,,Asus,ROG STRIX X370-I GAMING,0889349889220,889349889220,AM4,X370,True,Mini-ITX,DDR4,32 GB,2,4,,,,,False,False,
ASUS ROG STRIX X399-E,,ASUS,90MB0V70-M0EAY0,4712900843460,,TR4,X399,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
Asus ROG STRIX X470-F GAMING,$180.94 USD,Asus,ROG STRIX X470-F GAMING,0889349939789,889349939789,AM4,X470,True,ATX,DDR4,64 GB,4,6,,,1,1,False,False,https://www.amazon.ca/dp/B07C4PH429?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASUS ROG Strix X470-F Gaming, AMD X470",,ASUS,90MB0XH0-MVEAY0,4712900939781,,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0,1,0,False,False,
ASUS ROG Strix X570-E Gaming Wifi II,,ASUS,90MB19W0-M0EAY0,4711081453444,,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,1,1,True,False,
"ASUS ROG Strix X570-E Gaming, AMD X570",,ASUS,90MB1150-M0EAY0,4718017380515,,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,0,0,False,False,
"ASUS ROG Strix X570-F Gaming, AMD X570",$291.59 USD,ASUS,90MB1160-M0EAY0,4718017378956,192876378953,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,0,0,False,False,https://www.amazon.ca/dp/B07SXDR2LJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASUS ROG Strix X570-I Gaming, AMD X570",,ASUS,90MB1140-M0EAY0,4718017487597,,AM4,X570,True,Mini-ITX,DDR4,64 GB,2,4,0,0,0,0,False,False,
ASUS ROG Strix X670E-A Gaming WiFi,,ASUS,90MB1BM0-M0EAY0,4711081897323,,AM5,X670E,False,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG Strix X670E-E Gaming,,ASUS,90MB1BR0-M0EAY0,4711081891703,,AM5,X670E,False,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG Strix X670E-F Gaming WiFi,,ASUS,90MB1BA0-M0EAY0,4711081891147,,AM5,X670E,False,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
ASUS ROG Strix X670E-I Gaming WiFi,,ASUS,90MB1B70-M0EAY0,4711081905578,,AM5,X670E,False,Mini-ITX,DDR5,64 GB,2,2,0,0,0,1,True,False,
Asus ROG STRIX X99 GAMING,$300.08 USD,Asus,ROG STRIX X99 GAMING,6950031422576,889349403327,2011-v3,X99,False,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/Optimization-ROG-STRIX-X99-GAMING/dp/B01F854U8E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F854U8E
Asus ROG STRIX Z270E GAMING,$248.64 USD,Asus,ROG STRIX Z270E GAMING,0889349571972,889349571972,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1,1,1,False,False,https://www.amazon.ca/ROG-STRIX-Z270E-GAMING-Motherboard/dp/B01NGTJNSZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NGTJNSZ
Asus ROG STRIX Z270F GAMING,,Asus,ROG STRIX Z270F GAMING,0889349572016,889349572016,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1,1,1,False,False,
Asus ROG STRIX Z270G GAMING,$189.08 USD,Asus,ROG STRIX Z270G GAMING,0889349587188,889349587188,1151,Z270,True,ATX,DDR4,64 GB,4,6,,,1,1,False,False,https://www.amazon.ca/ROG-STRIX-Z270G-GAMING-Motherboard/dp/B01MTXYAB8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTXYAB8
Asus ROG STRIX Z270H GAMING,$165.52 USD,Asus,ROG STRIX Z270H GAMING,0889349587065,889349587065,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/ROG-STRIX-Z270H-GAMING-Motherboard/dp/B01MRUR9LE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MRUR9LE
Asus ROG Strix Z270I Gaming,,Asus,ROG Strix Z270I Gaming,0889349651452,889349651452,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,4,,,1,1,False,False,
ASUS ROG STRIX Z370-F Gaming,,ASUS,90MB0V50-M0EAY0,4712900854909,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus ROG STRIX Z370-F GAMING,$176.8 USD,Asus,ROG STRIX Z370-F GAMING,0889349854907,889349854907,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1,1,1,False,False,https://www.amazon.ca/Strix-Z370-F-Gaming-Motherboard-Generation/dp/B075RHWLF2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RHWLF2
ASUS ROG STRIX Z370-G Gaming,,ASUS,90MB0W00-M0EAY0,4712900882902,,1151,Z370,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus ROG STRIX Z370-G GAMING (WI-FI AC),$180.15 USD,Asus,ROG STRIX Z370-G GAMING (WI-FI AC),0889349877319,889349877319,1151,Z370,True,ATX,DDR4,64 GB,4,6,,,1,1,False,False,https://www.amazon.ca/Strix-Z370-G-Gaming-Wi-Fi-Motherboard/dp/B075RHWCBT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RHWCBT
ASUS ROG STRIX Z370-G Wi-Fi Gaming,,ASUS,90MB0VZ0-M0EAY0,4712900877311,,1151,Z370,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS ROG STRIX Z370-H Gaming,,ASUS,90MB0VJ0-M0EAY0,4712900811223,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus ROG STRIX Z370-H GAMING,$158.96 USD,Asus,ROG STRIX Z370-H GAMING,0889349811221,889349811221,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/Strix-Z370-H-Gaming-Motherboard-Generation/dp/B075RJHLBC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJHLBC
ASUS ROG STRIX Z370-I Gaming,,ASUS,90MB0VK0-M0EAY0,4712900854664,,1151,Z370,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
Asus ROG STRIX Z370-I GAMING,$191.13 USD,Asus,ROG STRIX Z370-I GAMING,0889349854662,889349854662,1151,Z370,True,Mini-ITX,DDR4,32 GB,2,4,,,1,1,False,False,https://www.amazon.ca/Strix-Z370-I-Gaming-Motherboard-Generation/dp/B075RJ16BQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJ16BQ
ASUS ROG Strix Z390-E Gaming,$253.87 USD,ASUS,90MB0YF0-M0EAY1,4718017122832,192876122839,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07HCPLQ2H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix Z390-F Gaming,$215.73 USD,ASUS,90MB0YG0-M0EAY0,4718017051767,,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07J53J483?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix Z390-H Gaming,$195.81 USD,ASUS,90MB0YU0-M0EAY0,4718017122429,192876122426,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07HM3FMRB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix Z390-I Gaming,$232.29 USD,ASUS,90MB0YB0-M0EAY0,4718017052412,192876052419,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07HM57LVH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix Z490-A Gaming,,ASUS,90MB12Y0-M0EAY0,4718017676007,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS ROG Strix Z490-E Gaming,,ASUS,90MB12P0-M0EAY0,4718017671620,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS ROG Strix Z490-F Gaming,$338.91 USD,ASUS,90MB12Q0-M0EAY0,4718017674300,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B08829644W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix Z490-G Gaming WifI,,ASUS,90MB1300-M0EAY0,4718017680400,192876680407,1200,Z490,True,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix Z490-H Gaming,$229.78 USD,ASUS,90MB12S0-M0EAY0,4718017674287,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B087YYJKF3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS ROG Strix Z490-I Gaming,,ASUS,90MB13A0-M0EAY0,4718017683425,,1200,Z490,True,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,
ASUS ROG Strix Z590-A Gaming WiFi,,ASUS,90MB1660-M0EAY0,4711081099659,195553099653,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix Z590-E Gaming WiFi,,ASUS,90MB1640-M0EAY0,4711081093923,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix Z590-F Gaming WiFi,,ASUS,90MB1630-M0EAY0,4711081094883,195553094887,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG Strix Z590-I Gaming WiFi,,ASUS,90MB1680-M0EAY0,4711081097952,,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0,0,0,True,False,
ASUS ROG STRIX Z690-A GAMING WIFI D4,,ASUS,90MB18K0-M0EAY0,4711081446460,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG STRIX Z690-E GAMING WIFI,,ASUS,90MB18J0-M0EAY0,4711081494638,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,False,False,
ASUS ROG STRIX Z690-F GAMING WIFI,,ASUS,90MB18M0-M0EAY0,4711081441762,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG STRIX Z690-G GAMING WIFI,,ASUS,90MB19G0-M0EAY0,4711081455417,,1700,Z690,True,Micro-ATX,DDR5,128 GB,4,6,0,0,1,1,True,False,
ASUS ROG STRIX Z690-I GAMING WIFI,,ASUS,90MB1910-M0EAY0,4711081460961,,1700,Z690,True,Mini-ITX,DDR5,64 GB,2,4,0,0,2,1,True,False,
ASUS ROG WS Z390 PRO,,ASUS,90SW00L0-M0EAY0,4718017024693,,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
ASUS ROG Zenith II Extreme,,ASUS,90MB12C0-M0EAY0,4718017456470,,TRX40,TRX40,False,E-ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,
ASUS ROG Zenith II Extreme ALPHA,,ASUS,90MB14K0-M0EAY0,4718017619684,,TRX40,TRX40,False,E-ATX,DDR4,256 GB,8,8,0,0,0,0,False,False,
ASUS Sabertooth 990FX R2.0 USB3.0/SATA600/R/eSATA 990FX,,Asus,90-MIBJA0-G0EAY0VZ,4719543187708,,AM3+,990FX,False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS Sabertooth MARK 2 USB 3.1,,ASUS,90MB0MH0-M0EAY0,4712900039429,,1150,Z97,True,ATX,DDR3, GB,4,6,,,,,False,False,
Asus SABERTOOTH X99,,Asus,SABERTOOTH X99,0801947366828,809396065217,2011-v3,X99,False,ATX,DDR4,64 GB,8,"1 x AAFP connector 2 x USB 3.1 Gen 1 connector(s) support(s) additional 4 USB 3.1 Gen 1 port(s) (19-pin) 2 x USB 2.0 connector(s) support(s) additional 4 USB 2.0 port(s) 1 x SATA Express connector: gray, compatible with 2 x SATA 6.0 Gb/s ports 1 x TPM header 1 x COM port(s) connector(s) 1 x CPU Fan connector(s) (1 x 4 -pin) 1 x CPU OPT Fan connector(s) (1 x 4 -pin) 1 x CPU fan with PWM control 4 x Chassis Fan connector(s) (4 x 4 -pin) 5 x Assistant Fan connector(s) (5 x 4 -pin) 1 x S/PDIF out header(s) 1 x Thunderbolt header(s) 1 x 24-pin EATX Power connector(s) 1 x 8-pin ATX 12V Power connector(s) 1 x 4-pin ATX 12V Power connector(s) 1 x System panel(s) (Q-Connector) 1 x Chassis Intrusion connector(s) 1 x MemOK! button(s) 3 x Thermal sensor connector(s) 1 x Clear CMOS jumper(s)",,,,,False,False,
ASUS Sabertooth Z170 Mark 1,,ASUS,90MB0MG0-M0EAY0,4712900192995,,1151,Z170,True,ATX,DDR4,64 GB,4,8,0,0,1,1,False,False,
ASUS SABERTOOTH Z170 S USB3.1/SATA600/SATAe/M.2/DP/HDMI,,Asus,90MB0PT0-M0EAY0,4712900298055,,1151,Z170,True,ATX,DDR4, GB,4,,,,,,False,False,
ASUS STRIX B250I Gaming,,ASUS,90MB0U20-M0EAY0,4712900677089,,1151,B250,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"ASUS STRIX B350-I Gaming, Rog",,ASUS,90MB0VD0-M0EAY0,4712900892482,,AM4,B350,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS STRIX H270F Gaming,,ASUS,90MB0S70-M0EAY0,4712900600063,,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS STRIX H270I Gaming,,ASUS,90MB0U10-M0EAY0,4712900677041,,1151,H270,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"ASUS STRIX X370-I Gaming, RoG",,ASUS,90MB0VE0-M0EAY0,4712900889222,,AM4,X370,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"ASUS Strix X470-I Gaming, RoG",,ASUS,90MB0XE0-M0EAY0,4718017018524,,AM4,X470,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"ASUS STRIX Z270E Gaming, RoG",,ASUS,90MB0RN0-M0EAY0,4712900571974,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
"ASUS STRIX Z270F Gaming, RoG",,ASUS,90MB0SV0-M0EAY0,4712900572018,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
"ASUS STRIX Z270H Gaming, RoG",,ASUS,90MB0SS0-M0EAY0,4712900587067,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS STRIX Z270I Gaming ROG,,ASUS,90MB0SD0-M0EAY0,4712900651454,,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
"ASUS STRIX Z370-E Gaming, RoG",,ASUS,90MB0V40-M0EAY0,4712900854961,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS Trooper B85 GL/USB3.0/SATA600/DVI/VGA B85,,Asus,90MB0M40-M0EAY0,4712900057478,,1150,B85,False,ATX,DDR3, GB,2,,,,,,False,False,
ASUS TUF B350M-PLUS Gaming,,ASUS,90MB0UU0-M0EAY0,4712900741827,,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus TUF B350M-PLUS GAMING,$105.59 USD,Asus,TUF B350M-PLUS GAMING,0889349741825,889349741825,AM4,B350,True,ATX,DDR4,64 GB,4,6,1,1,,1,False,False,https://www.amazon.ca/MicroATX-Motherboard-TUF-B350M-PLUS-Gaming/dp/B075KCB65S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075KCB65S
Asus TUF B360-PLUS GAMING,,Asus,TUF B360-PLUS GAMING,0889349975329,889349975329,1151,B360,False,ATX,DDR4,64 GB,4,6,1,,,1,False,False,
ASUS TUF B360-Plus Gaming,,ASUS,90MB0X10-M0EAY0,4712900975321,,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
ASUS TUF B360-Pro Gaming,,ASUS,90MB0X00-M0EAY0,4712900974713,889349974711,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
ASUS TUF B360-Pro Gaming (Wi-Fi),,ASUS,90MB0XI0-M0EAY0,4712900974850,889349974858,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus TUF B360-PRO GAMING (WI-FI),$133.51 USD,Asus,TUF B360-PRO GAMING (WI-FI),0889349974858,889349974858,1151,B360,False,ATX,DDR4,64 GB,4,6,1,,,1,False,False,https://www.amazon.ca/TUF-B360-Pro-Motherboard-B360-PRO-WI-FI/dp/B07BP9QHF4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BP9QHF4
ASUS TUF B360M-E Gaming,,ASUS,90MB0WK0-M0EAY0,4712900989953,889349989951,1151,B360,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,1,False,False,
