Name,Price,Producer,MPN,EAN,UPC,Watt,Size,Efficiency Rating,Product Page
Corsair VS600,$49.13 USD,Corsair,CP-9020119-NA,0843591073042,843591073042,600 W,ATX,80 Plus,https://www.amazon.ca/Corsair-CP-9020119-NA-Active-Certified-Supply/dp/B01MXM83A3?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MXM83A3
Cougar CMD 500 digitales,,Cougar,CGR R-500,4715302445980,,500 W,ATX,80 Plus Bronze,
Cougar CMD 600 digitales,,Cougar,CMD600,4715302445997,,600 W,ATX,80 Plus Bronze,
Cougar GX 1050 V3,,Cougar,31TG105.0046,4710918405441,,1050 W,ATX,80 Plus Gold,
Cougar GX 600 V3,,Cougar,GX600V3/R,4710918405427,,600 W,ATX,80 Plus Gold,
Cougar GX 800 V3,,Cougar,31TG080.0038,4710918405434,,800 W,ATX,80 Plus Gold,
Cougar GX-F,,Cougar,31TP065.0005,4715302449568,,650 W,ATX,80 Plus Gold,
Cougar GX-F,$93.72 USD,Cougar,31TP055.0008,4715302449551,871520007141,550 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B07BFBD21F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Cougar GX-F,$109.81 USD,Cougar,31TP075.0002,4715302449575,871520007165,750 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B07G7CJKQZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Cougar GX-S,,Cougar,31GS075.0002P,4715302448028,,750 W,ATX,80 Plus Gold,
Cougar GX-S,,Cougar,31GS065.0003P,4715302448011,,650 W,ATX,80 Plus Gold,
Cougar GX-S,,Cougar,31GS055.0003P,4715302448004,,550 W,ATX,80 Plus Gold,
Cougar GX-S,,Cougar,CG-GX-S450EU,4715302447991,,450 W,ATX,80 Plus Gold,
Cougar LX500,,Cougar,LX500EU,4715302447571,,500 W,ATX,80 Plus Bronze,
Cougar LX600,,Cougar,LX600EU,4715302447588,,600 W,ATX,80 Plus Bronze,
Cougar STX,,Cougar,31TD075.0009,4715302447878,,750 W,ATX,80 Plus,
Cougar STX,,Cougar,31TC055.0061,4715302446260,,550 W,ATX,80 Plus,
Cougar STX,,Cougar,31TC065.0035,4715302446277,,650 W,ATX,80 Plus,
Cougar STX,,Cougar,31TC045.0037,4715302446253,,450 W,ATX,80 Plus,
Cougar STX,,Cougar,31TC035.0049,4715302446246,,350 W,ATX,80 Plus,
Cougar VTX,,Cougar,31TD070.0012,4715302447830,,700 W,ATX,80 Plus Bronze,
Cougar VTX,,Cougar,VTX600EU,4715302447823,,600 W,ATX,80 Plus Bronze,
Cougar VTX,,Cougar,31TC050.0124,4715302447915,,500 W,ATX,80 Plus Bronze,
Cougar VTX,,Cougar,31TC040.0069,4715302447892,,400 W,ATX,80 Plus Bronze,
Enermax Digifanless digitales,,Enermax,EDF550AWN,4713157721631,,550 W,ATX,80 Plus Platinum,
Enermax Maxpro,,Enermax,EMP500AGT,4713157721747,,500 W,ATX,80 Plus,
Enermax Platimax,,Enermax,EPM750AWT,4713157720788,,750 W,ATX,80 Plus Platinum,
Enermax Platimax,,Enermax,EPM1000EWT,4713157720856,,1000 W,ATX,80 Plus Platinum,
Enermax Platimax,,Enermax,EPM1700EGT,4713157721150,,1700 W,ATX,80 Plus Platinum,
Enermax Platimax,$181.34 USD,Enermax,EPM850EWT,4713157720771,,850 W,ATX,80 Plus Platinum,https://www.amazon.ca/Enermax-Platimax-Multiple-Platinum-EPM850EWT/dp/B006X6VTR8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B006X6VTR8
Enermax Platimax D.F.,$151.71 USD,Enermax,EPF600AWT,4713157722300,,600 W,ATX,80 Plus Platinum,https://www.amazon.ca/Platimax-Platinum-Certified-Technology-EPF600AWT/dp/B01NCLCU62?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NCLCU62
Enermax Platimax D.F. 80 PLUS Platin,,Enermax,PF500AWT,4713157722294,,500 W,ATX,80 PLUS Platinum,
Enermax Revolution87+,,Enermax,ERV850EWT-G,4713157720863,,850 W,ATX,80 Plus Gold,
EVGA,,EVGA,100-W1-0430-K2,4250812404619,,430 W,ATX,80 Plus,
EVGA 1000GQ,$192.22 USD,EVGA,210-GQ-1000-V1,0792745451321,843368035662,1000 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B017ICWP82?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 400 N1,$36.26 USD,EVGA,100-N1-0400-L1,0846830070406,843368031114,400 W,ATX,80 Plus,https://www.amazon.ca/dp/B00LV8TZAG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 430 W1,$37.02 USD,EVGA,100-W1-0430-KR,7426801753786,731215283987,430 W,ATX,80 Plus,https://www.amazon.ca/EVGA-White-Warranty-Supply-100-W1-0430-KR/dp/B00H33SDR4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00H33SDR4
EVGA 450 B3,$58.02 USD,EVGA,220-B3-0450-V1,0843368045043,00843368045043,450 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Modular-Warranty-Compact-220-B3-0450-V1/dp/B06ZY55HPT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZY55HPT
EVGA 450 BT,$54.4 USD,EVGA,100-BT-0450-K1,0843368046071,843368046071,450 W,ATX,80 Plus Bronze,https://www.amazon.ca/dp/B01N9X3F8F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 450 BV,,EVGA,100-BV-0450-K1,0843368038250,843368038250,450 W,ATX,80 Plus Bronze,
EVGA 500 B1,$48.2 USD,EVGA,100-B1-0500-KR,0803982895851,807030509783,500 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Bronze-Supply-Warranty-100-B1-0500-KR/dp/B00DZ6R9GE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00DZ6R9GE
EVGA 500 BQ,$54.89 USD,EVGA,110-BQ-0500-K1,0843368043346,00843368043346,500 W,ATX,80 Plus,https://www.amazon.ca/EVGA-Bronze-Modular-Warranty-110-BQ-0500-K1/dp/B01N3OAFHD?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N3OAFHD
EVGA 500 BV,,EVGA,100-BV-0500-K1,0843368047023,843368047023,500 W,ATX,80 Plus Bronze,
EVGA 500 W1,$25.38 USD,EVGA,100-W1-0500-KR,0843368026318,843368026318,500 W,ATX,80 Plus,https://www.amazon.ca/dp/B00H33SFJU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 550 B3,$77.46 USD,EVGA,220-B3-0550-V1,0843368045098,843368045098,550 W,ATX,80 Plus Bronze,https://www.amazon.ca/dp/B071XS597S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 550 N1,$64.54 USD,EVGA,100-N1-0550-L1,0843368040246,843368040246,550 W,ATX,80 Plus,https://www.amazon.ca/dp/B01LYGJL0E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 600 BQ,$66.15 USD,EVGA,110-BQ-0600-K1,0843368043292,843368043292,600 W,ATX,80 Plus,https://www.amazon.ca/EVGA-BRONZE-Modular-Warranty-110-BQ-0600-K1/dp/B01MTJTO2O?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTJTO2O
EVGA 600 W1,$49.31 USD,EVGA,100-W1-0600-KR,0843368043667,843368043667,600 W,ATX,80 Plus,https://www.amazon.ca/EVGA-100-W1-0600-KR-Power-Supply/dp/B01M0DTRCO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M0DTRCO
EVGA 600B,$56.56 USD,EVGA,100-B1-0600-KR,4250812404497,,600 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Bronze-Warranty-Tester-100-B1-0600-KR/dp/B00EON40CS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00EON40CS
EVGA 650 B3,$78.3 USD,EVGA,220-B3-0650-V1,0843368045142,843368045142,650 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Modular-Warranty-Compact-220-B3-0650-V1/dp/B071R9Z77W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071R9Z77W
EVGA 650 BQ,$54.4 USD,EVGA,110-BQ-0650-V1,0843368036553,843368036553,650 W,ATX,80 Plus,https://www.amazon.ca/dp/B01FYDU8X6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 650 GQ,$61.65 USD,EVGA,210-GQ-0650-V1,0843368035709,843368035709,650 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B017HA3SQ8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 650 N1,$54.4 USD,EVGA,100-N1-0650-L1,0843368040277,843368040277,650 W,ATX,80 Plus,https://www.amazon.ca/dp/B01LYRXRDI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 700 B1,$58.02 USD,EVGA,100-B1-0700-K1,0734911129979,843368035075,700 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Bronze-Warranty-Supply-100-B1-0700-K1/dp/B018JYHBE6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B018JYHBE6
EVGA 700B,,EVGA,100-B1-0700-K2,4250812408648,,700 W,ATX,80 Plus Bronze,
EVGA 750 B3,$91.83 USD,EVGA,220-B3-0750-V1,0843368045197,843368045197,750 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Modular-Warranty-Compact-220-B3-0750-V1/dp/B071Y1NLZR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071Y1NLZR
EVGA 750 GQ,$134.97 USD,EVGA,210-GQ-0750-V1,0734911493582,843368035754,750 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B017HA3RGE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 750 N1,$61.65 USD,EVGA,100-N1-0750-L1,0843368040314,843368040314,750 W,ATX,80 Plus,https://www.amazon.ca/dp/B01LZ3WDQG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 850 B3,$117.34 USD,EVGA,220-B3-0850-V1,0843368045241,843368045241,850 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-Modular-Warranty-Compact-220-B3-0850-V1/dp/B071YB4RNM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071YB4RNM
EVGA 850 BQ,$65.28 USD,EVGA,110-BQ-0850-V1,0843368036607,843368036607,850 W,ATX,80 Plus,https://www.amazon.ca/dp/B01FYDUCA0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA 850 GQ,$137.08 USD,EVGA,210-GQ-0850-V1,0843368035624,843368035624,850 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B017HA3SO0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA B3,,EVGA,220-B3-0850-V2,4250812417305,,850 W,ATX,80 Plus Bronze,
EVGA B3,,EVGA,220-B3-0750-V2,4250812417251,,750 W,ATX,80 Plus Bronze,
EVGA B3,,EVGA,220-B3-0650-V2,4250812417206,,650 W,ATX,80 Plus Bronze,
EVGA B3,,EVGA,220-B3-0550-V2,4250812417152,,550 W,ATX,80 Plus Bronze,
EVGA B3,,EVGA,220-B3-0450-V2,4250812417114,,450 W,ATX,80 Plus Bronze,
EVGA BQ,,EVGA,110-BQ-0850-V2,4250812409812,,850 W,ATX,80 Plus Bronze,
EVGA BQ,,EVGA,110-BQ-0750-V2,4250812409881,,750 W,ATX,80 Plus Bronze,
EVGA BQ,,EVGA,110-BQ-0650-V2,4250812409751,,650 W,ATX,80 Plus Bronze,
EVGA BQ,,EVGA,110-BQ-0600-K2,4250812415547,,600 W,ATX,80 Plus Bronze,
EVGA BQ,,EVGA,110-BQ-0500-K2,4250812415592,,500 W,ATX,80 Plus Bronze,
EVGA SuperNOVA 1000 G2,$158.86 USD,EVGA,120-G2-1000-XR,0843368042707,843368023515,1000 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-SuperNPVA-Modular-Warranty-220-G3-1000-X1/dp/B01LZ3SFB3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LZ3SFB3
EVGA SuperNOVA 1000 P2,$282.89 USD,EVGA,220-P2-1000-XR,0803982723055,843368023881,1000 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B00EKJQM5E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 1000 PS,,EVGA,220-PS-1000-V1,0843368031923,,1000 W,ATX,80 Plus Platinum,
EVGA SuperNOVA 1000 T2,$295.21 USD,EVGA,220-T2-1000-X1,0843368035136,843368035136,1000 W,ATX,80 Plus Titanium,https://www.amazon.ca/dp/B018JYHGQE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 1050 GS,$84.92 USD,EVGA,220-GS-1050-V1,0843368037628,843368037628,1050 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B019WAQQGU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 1200 P2,$308.28 USD,EVGA,220-P2-1200-X1,0792745453769,843368030490,1200 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B00KYK1CKI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 1300 G2,,EVGA,120-G2-1300-XR,0044111235777,843368024550,1300 W,ATX,80 Plus Gold,
EVGA SuperNOVA 1600 G2,$377.97 USD,EVGA,120-G2-1600-X1,0801940127136,843368030414,1600 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-Supernova-Modular-Warranty-120-G2-1600-X1/dp/B00MMLUIE8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MMLUIE8
EVGA SuperNOVA 1600 P2,$401.09 USD,EVGA,220-P2-1600-X1,0804067299502,843368030452,1600 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-Supernova-Platinum-Warranty-220-P2-1600-X1/dp/B00NJG61JQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NJG61JQ
EVGA SuperNOVA 1600 T2,$391.7 USD,EVGA,220-T2-1600-X1,0843368032722,,1600 W,ATX,80 Plus Titanium,https://www.amazon.ca/dp/B00R33ZBQU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 550 G2,$97.92 USD,EVGA,220-G2-0550-Y1,0843368034801,843368034801,550 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-SuperNOVA-Modular-Tester-220-G2-0550-Y1/dp/B0106RDI3W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0106RDI3W
EVGA SuperNOVA 550 GS,,EVGA,220-GS-0550-V1,0801947366927,843368033484,550 W,ATX,80 Plus Gold,
EVGA SuperNOVA 650 G1,$101.55 USD,EVGA,120-G1-0650-XR,9126603897913,012302734729,650 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-SuperNOVA-Modular-Warranty-120-G1-0650-XR/dp/B00K85X2AW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00K85X2AW
EVGA SuperNOVA 650 G2,$108.8 USD,EVGA,220-G2-0650-Y1,0843368034894,,650 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-Supernova-Modular-Warranty-220-G2-0650-Y1/dp/B0106RDIN2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0106RDIN2
EVGA SuperNOVA 650 P2,$145.03 USD,EVGA,220-P2-0650-X1,0843368034719,843368034719,650 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B010HWDPKW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 750 B1,,EVGA,110-B1-0750-VR,8805191364687,780746699347,750 W,ATX,80 Plus,
EVGA SuperNOVA 750 B2,$90.66 USD,EVGA,110-B2-0750-VR,0843368027483,780746692126,750 W,ATX,80 Plus Bronze,https://www.amazon.ca/EVGA-SuperNOVA-Modular-Warranty-110-B2-0750-VR/dp/B00KFAFRW6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00KFAFRW6
EVGA SuperNOVA 750 G1,,EVGA,120-G1-0750-XR,0787255678245,803982715388,750 W,ATX,80 Plus Gold,
EVGA SuperNOVA 750 P2,$191.27 USD,EVGA,220-P2-0750-X1,0843368034726,843368034726,750 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B010HWDP48?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 750 T2,,EVGA,220-T2-0750-X1,0843368035112,843368035112,750 W,ATX,80 Plus Titanium,
EVGA SuperNOVA 850 B2,,EVGA,110-B2-0850-V1,0808113971800,734911137738,850 W,ATX,80 Plus Bronze,
EVGA Supernova 850 G2L,,EVGA,220-GL-0850-X1,0843368042455,843368042455,850 W,ATX,80 Plus Gold,
EVGA SuperNOVA 850 G3,$172.63 USD,EVGA,220-G3-0850-X1,0843368042660,843368042660,850 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B01LY4OJYJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 850 GS,,EVGA,220-GS-0850-V1,7426901121102,843368031947,850 W,ATX,80 Plus Gold,
EVGA SuperNOVA 850 P2,$130.56 USD,EVGA,220-P2-0850-X1,0843368034733,843368034733,850 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B010HWDOH6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA 850 T2,$279.26 USD,EVGA,220-T2-0850-X1,0843368035129,843368035129,850 W,ATX,80 Plus Titanium,https://www.amazon.ca/dp/B018JYHGOQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA SuperNOVA G1,,EVGA,120-G1-1000-VR,4250812404138,,1000 W,ATX,80 Plus Gold,
EVGA SuperNOVA G1,,EVGA,120-G1-0650-X2,4250812404015,,650 W,ATX,80 Plus Gold,
EVGA SuperNOVA G2,,EVGA,220-G2-0850-X2,4250812404374,,850 W,ATX,80 Plus Gold,
EVGA SuperNOVA G2L,,EVGA,220-GL-0850-X2,4250812414847,,850 W,ATX,80 Plus Gold,
EVGA SuperNOVA G2L 80 PLUS Gold,,EVGA,220-GL-0750-X2,4250812414793,,750 W,ATX,80 PLUS Gold,
EVGA SuperNOVA G3,,EVGA,220-G3-0550-Y2,4250812414946,,550 W,ATX,80 Plus Gold,
EVGA SuperNOVA G3,$94.29 USD,EVGA,220-G3-0650-Y2,4250812414984,,650 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-SuperNOVA-Modular-Warranty-220-G3-0650-Y1/dp/B01LYGFRL6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LYGFRL6
EVGA SuperNOVA G3,$116.05 USD,EVGA,220-G3-0850-X2,4250812415066,,850 W,ATX,80 Plus Gold,https://www.amazon.ca/EVGA-SuperNOVA-Modular-Warranty-220-G3-0850-X1/dp/B01LY4OJYJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LY4OJYJ
EVGA SuperNOVA GQ,,EVGA,210-GQ-1000-V2,4250812409102,,1000 W,ATX,80 Plus Gold,
EVGA SuperNOVA GQ,,EVGA,210-GQ-0850-V2,4250812409065,,850 W,ATX,80 Plus Gold,
EVGA SuperNOVA GQ,,EVGA,210-GQ-0750-V2,4250812409232,,750 W,ATX,80 Plus Gold,
EVGA SuperNOVA GQ,,EVGA,210-GQ-0650-V2,4250812409195,,650 W,ATX,80 Plus Gold,
EVGA SuperNOVA GS 550,,EVGA,220-GS-0550-V2,4250812407214,,550 W,ATX,80 Plus Gold,
EVGA SuperNOVA P2,,EVGA,220-P2-1200-X2,4250812405081,,1200 W,ATX,80 Plus Platinum,
EVGA SuperNOVA P2,,EVGA,220-P2-1600-X2,4250812405036,,1600 W,ATX,80 Plus Platinum,
EVGA SuperNOVA T2,,EVGA,220-T2-1600-X2,4250812406866,,1600 W,ATX,80 Plus Titanium,
EVGA SuperNOVA T2,,EVGA,220-T2-1000-X2,4250812408853,,1000 W,ATX,80 Plus Titanium,
EVGA SuperNOVA T2,,EVGA,220-T2-0850-X2,4250812408860,,850 W,ATX,80 Plus Titanium,
EVGA W1,,EVGA,100-W1-0600-K2,4250812407689,,600 W,ATX,80 Plus,
Fractal Design Ion SFX,,Fractal Design,FD-PSU-ION-SFX-650G-EU,0843276102029,,650 W,SFX-L,80 PLUS Gold,
Fractal Design Ion SFX,,Fractal Design,FD-PSU-ION-SFX-500G-EU,0843276102012,,500 W,SFX-L,80 PLUS Gold,
Fractal Design Ion+ Platinum,,Fractal Design,FD-PSU-IONP-660P-BK-EU,7340172701941,,660 W,ATX,80 PLUS Platinum,
Fractal Design Ion+ Platinum,,Fractal Design,FD-PSU-IONP-760P-BK-EU,7340172701934,,760 W,ATX,80 PLUS Platinum,
Fractal Design Ion+ Platinum,,Fractal Design,FD-PSU-IONP-560P-BK-EU,7340172701958,,560 W,ATX,80 PLUS Platinum,
Fractal Design Ion+ Platinum,,Fractal Design,FD-PSU-IONP-860P-BK-EU,7340172701927,,860 W,ATX,80 PLUS Platinum,
Gigabyte Aorus P750W,,Gigabyte,GP-AP750GM,4719331551025,,750 W,ATX,80 PLUS Gold,
Gigabyte Aorus P850W,,Gigabyte,GP-AP850GM,4719331550912,,850 W,ATX,80 PLUS Gold,
Gigabyte B700H 80 PLUS Bronze,,Gigabyte,GP-B700H,4719331548926,,700 W,ATX,80 PLUS Bronze,
Gigabyte G750H 80 PLUS Gold,,Gigabyte,GP-G750H,4719331548865,,750 W,ATX,80 PLUS Gold,
Gigabyte P450B,,Gigabyte,GP-P450B,4719331551612,,450 W,ATX,80 PLUS Bronze,
Gigabyte P550B,,Gigabyte,GP-P550B,4719331551490,,550 W,ATX,80 PLUS Bronze,
Gigabyte P850GM,,Gigabyte,GP-P850GM,4719331551865,,850 W,ATX,80 PLUS Gold,
Gigabyte PB500,,Gigabyte,GP-PB500,4719331549688,,500 W,ATX,80 Plus Bronze,
Gigabyte PW400,,Gigabyte,GP-PW400,4719331549770,,400 W,ATX,80 Plus,
Gigabyte UD1000GM PG5,,Gigabyte,GP-UD1000GM PG5,4719331552275,,1000 W,ATX,80 PLUS Gold,
Gigabyte UD1000GM PG5 2.0,,Gigabyte,GP-UD1000GM PG5 2.0,4719331553234,,1000 W,ATX,80 PLUS Gold,
Gigabyte UD850GM PG5 2.0,,Gigabyte,GP-UD850GM PG5 2.0,4719331553104,,850 W,ATX,80 PLUS Gold,
Gigabyte XP1200M,,Gigabyte,GP-XP1200M,4719331549237,,1200 W,ATX,80 Plus Platinum,
Impactics 65 Watt AC-DC Adapter für D1NU-Serie,,Impactics,IACDC65_19_1,4260238270118,,65 W,external,,
Impactics 84 Watt AC-DC Adapter inkl. 130 Watt Wandlerplatine,,Impactics,INTS84130_1,4260238270101,,84 W,external,,
IN WIN Classic C750 80Plus Platinum,,IN WIN,C750,4710474940073,,750 W,ATX,80 Plus Platinum,
IN WIN Classic C900 80Plus Platinum,,IN WIN,C900,4710474940028,,900 W,ATX,80 Plus Platinum,
IN WIN GreenMe,,IN WIN,GREENME 750W,4710635199548,,750 W,ATX,80 Plus Bronze,
IN WIN GreenMe,,IN WIN,GREENME 550W,4710635199562,,550 W,ATX,80 Plus Bronze,
IN WIN GreenMe,,IN WIN,GREENME 650W,4710635199555,,650 W,ATX,80 Plus Bronze,
IN WIN Power Man IP-P1K0BK7-2,,IN WIN,IP-P1K0BK7-2,4710474937745,,1000 W,ATX,80 Plus Bronze,
IN WIN Power Man IP-P1K2BK7-2,,IN WIN,IP-P1K2BK7-2,4710474937738,,1200 W,ATX,80 Plus Bronze,
InWin DESERT FOX Commander III 80 PLUS Gold,,IN WIN,Commander III 600W,4710474930623,,600 W,ATX,80 PLUS Gold,
InWin IP-AD180-2 H 80 Plus Bronze,,InWin,IP-AD180-2 H,2000001003817,,180 W,ITX,80 PLUS Bronze,
"InWin Power Man IP-S550HQ3-2, 80 PLUS Bronze",,IN WIN,IP-S550HQ3-2,4710474937639,,550 W,ATX,80 PLUS Bronze,
"InWin Power Man IP-S650HQ3-2, 80 PLUS Bronze",,IN WIN,IP-S650HQ3-2,4710474937622,,650 W,ATX,80 PLUS Bronze,
Kolink Classic Power 80 PLUS Bronze,,Kolink,KL-700v2,5999094002883,,700 W,ATX,80 PLUS Bronze,
Kolink Classic Power 80 PLUS Bronze,,Kolink,KL-600v2,5999094002876,,600 W,ATX,80 PLUS Bronze,
Kolink Classic Power 80 PLUS Bronze,,Kolink,KL-500v2,5999094002869,,500 W,ATX,80 PLUS Bronze,
Kolink Classic Power 80 PLUS Bronze,,Kolink,KL-400v2,5999094002852,,400 W,ATX,80 PLUS Bronze,
Kolink Continuum 80 PLUS Platinum,,Kolink,KL-C1200PL,5999094001275,,1200 W,ATX,80 PLUS Platinum,
Kolink Continuum 80 PLUS Platinum,,Kolink,KL-C1050PL,5999094001411,,1050 W,ATX,80 PLUS Platinum,
Kolink Continuum 80 PLUS Platinum,,Kolink,KL-C1500PL,5999094002029,,1500 W,ATX,80 PLUS Platinum,
Kolink Continuum 80 PLUS Platinum,,Kolink,KL-C850PL,5999094002098,,850 W,ATX,80 PLUS Platinum,
Kolink Continuum 80 PLUS Platinum,,Kolink,KL-C1050PL-B,5999094002791,,1050 W,ATX,80 PLUS Platinum,
Kolink Continuum 80 PLUS Platinum,,Kolink,KL-C1200PL-B,5999094002807,,1200 W,ATX,80 PLUS Platinum,
Kolink Core 80 PLUS,,Kolink,KL-C400,5999094001336,,400 W,ATX,80 PLUS,
Kolink Core 80 PLUS,,Kolink,KL-C500,5999094001312,,500 W,ATX,80 PLUS,
Kolink Core 80 PLUS,,Kolink,KL-C300,5999094001350,,300 W,ATX,80 PLUS,
