Entity,Code,Day,cumulative_estimated_daily_excess_deaths,Total confirmed deaths due to COVID-19,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot
New Zealand,NZL,2023-08-28,362.25336,,362.25336,362.25336
New Zealand,NZL,2023-09-04,422.19888,,422.19888,422.19888
New Zealand,NZL,2023-09-11,417.14438,,417.14438,417.14438
New Zealand,NZL,2023-09-18,455.68988,,455.68988,455.68988
New Zealand,NZL,2023-09-25,439.8354,,439.8354,439.8354
New Zealand,NZL,2023-10-02,445.9809,,445.9809,445.9809
New Zealand,NZL,2023-10-09,463.5264,,463.5264,463.5264
New Zealand,NZL,2023-10-16,511.6719,,511.6719,511.6719
New Zealand,NZL,2023-10-23,461.41742,,461.41742,461.41742
New Zealand,NZL,2023-10-30,460.39365,,592.15045,419.0274
New Zealand,NZL,2023-11-06,447.98138,,618.8685,365.1928
New Zealand,NZL,2023-11-13,435.5691,,661.88495,310.2314
New Zealand,NZL,2023-11-18,428.72922,,697.9352,273.80093
New Zealand,NZL,2020-03-29,,1,,
New Zealand,NZL,2020-04-05,,1,,
New Zealand,NZL,2020-04-12,,4,,
New Zealand,NZL,2020-04-19,,11,,
New Zealand,NZL,2020-04-26,,18,,
New Zealand,NZL,2020-05-03,,20,,
New Zealand,NZL,2020-05-10,,21,,
New Zealand,NZL,2020-05-17,,21,,
New Zealand,NZL,2020-05-24,,21,,
New Zealand,NZL,2020-05-31,,22,,
New Zealand,NZL,2020-06-07,,22,,
New Zealand,NZL,2020-06-14,,22,,
New Zealand,NZL,2020-06-21,,22,,
New Zealand,NZL,2020-06-28,,22,,
New Zealand,NZL,2020-07-05,,22,,
New Zealand,NZL,2020-07-12,,22,,
New Zealand,NZL,2020-07-19,,22,,
New Zealand,NZL,2020-07-26,,22,,
New Zealand,NZL,2020-08-02,,22,,
New Zealand,NZL,2020-08-09,,22,,
New Zealand,NZL,2020-08-16,,22,,
New Zealand,NZL,2020-08-23,,22,,
New Zealand,NZL,2020-08-30,,22,,
New Zealand,NZL,2020-09-06,,24,,
New Zealand,NZL,2020-09-13,,24,,
New Zealand,NZL,2020-09-20,,25,,
New Zealand,NZL,2020-09-27,,25,,
New Zealand,NZL,2020-10-04,,25,,
New Zealand,NZL,2020-10-11,,25,,
New Zealand,NZL,2020-10-18,,25,,
New Zealand,NZL,2020-10-25,,25,,
New Zealand,NZL,2020-11-01,,25,,
New Zealand,NZL,2020-11-08,,25,,
New Zealand,NZL,2020-11-15,,25,,
New Zealand,NZL,2020-11-22,,25,,
New Zealand,NZL,2020-11-29,,25,,
New Zealand,NZL,2020-12-06,,25,,
New Zealand,NZL,2020-12-13,,25,,
New Zealand,NZL,2020-12-20,,25,,
New Zealand,NZL,2020-12-27,,25,,
New Zealand,NZL,2021-01-03,,25,,
New Zealand,NZL,2021-01-10,,25,,
New Zealand,NZL,2021-01-17,,25,,
New Zealand,NZL,2021-01-24,,25,,
New Zealand,NZL,2021-01-31,,25,,
New Zealand,NZL,2021-02-07,,25,,
New Zealand,NZL,2021-02-14,,25,,
New Zealand,NZL,2021-02-21,,26,,
New Zealand,NZL,2021-02-28,,26,,
New Zealand,NZL,2021-03-07,,26,,
New Zealand,NZL,2021-03-14,,26,,
New Zealand,NZL,2021-03-21,,26,,
New Zealand,NZL,2021-03-28,,26,,
New Zealand,NZL,2021-04-04,,26,,
New Zealand,NZL,2021-04-11,,26,,
New Zealand,NZL,2021-04-18,,26,,
New Zealand,NZL,2021-04-25,,26,,
New Zealand,NZL,2021-05-02,,26,,
New Zealand,NZL,2021-05-09,,26,,
New Zealand,NZL,2021-05-16,,26,,
New Zealand,NZL,2021-05-23,,26,,
New Zealand,NZL,2021-05-30,,26,,
New Zealand,NZL,2021-06-06,,26,,
New Zealand,NZL,2021-06-13,,26,,
New Zealand,NZL,2021-06-20,,26,,
New Zealand,NZL,2021-06-27,,26,,
New Zealand,NZL,2021-07-04,,26,,
New Zealand,NZL,2021-07-11,,26,,
New Zealand,NZL,2021-07-18,,26,,
New Zealand,NZL,2021-07-25,,26,,
New Zealand,NZL,2021-08-01,,26,,
New Zealand,NZL,2021-08-08,,26,,
New Zealand,NZL,2021-08-15,,26,,
New Zealand,NZL,2021-08-22,,26,,
New Zealand,NZL,2021-08-29,,26,,
New Zealand,NZL,2021-09-05,,27,,
New Zealand,NZL,2021-09-12,,27,,
New Zealand,NZL,2021-09-19,,27,,
New Zealand,NZL,2021-09-26,,27,,
New Zealand,NZL,2021-10-03,,27,,
New Zealand,NZL,2021-10-10,,28,,
New Zealand,NZL,2021-10-17,,28,,
New Zealand,NZL,2021-10-24,,28,,
New Zealand,NZL,2021-10-31,,28,,
New Zealand,NZL,2021-11-07,,32,,
New Zealand,NZL,2021-11-14,,33,,
New Zealand,NZL,2021-11-21,,40,,
New Zealand,NZL,2021-11-28,,43,,
New Zealand,NZL,2021-12-05,,44,,
New Zealand,NZL,2021-12-12,,47,,
New Zealand,NZL,2021-12-19,,49,,
New Zealand,NZL,2021-12-26,,50,,
New Zealand,NZL,2022-01-02,,51,,
New Zealand,NZL,2022-01-09,,51,,
New Zealand,NZL,2022-01-16,,52,,
New Zealand,NZL,2022-01-23,,52,,
New Zealand,NZL,2022-01-30,,52,,
New Zealand,NZL,2022-02-06,,53,,
New Zealand,NZL,2022-02-13,,53,,
New Zealand,NZL,2022-02-20,,53,,
New Zealand,NZL,2022-02-27,,56,,
New Zealand,NZL,2022-03-06,,65,,
New Zealand,NZL,2022-03-13,,102,,
New Zealand,NZL,2022-03-20,,163,,
New Zealand,NZL,2022-03-27,,231,,
New Zealand,NZL,2022-04-03,,363,,
New Zealand,NZL,2022-04-10,,469,,
New Zealand,NZL,2022-04-17,,564,,
New Zealand,NZL,2022-04-24,,644,,
New Zealand,NZL,2022-05-01,,713,,
New Zealand,NZL,2022-05-08,,812,,
New Zealand,NZL,2022-05-15,,929,,
New Zealand,NZL,2022-05-22,,1017,,
New Zealand,NZL,2022-05-29,,1112,,
New Zealand,NZL,2022-06-05,,1194,,
New Zealand,NZL,2022-06-12,,1286,,
New Zealand,NZL,2022-06-19,,1350,,
New Zealand,NZL,2022-06-26,,1437,,
New Zealand,NZL,2022-07-03,,1534,,
New Zealand,NZL,2022-07-10,,1645,,
New Zealand,NZL,2022-07-17,,1803,,
New Zealand,NZL,2022-07-24,,2039,,
New Zealand,NZL,2022-07-31,,2095,,
New Zealand,NZL,2022-08-07,,2095,,
New Zealand,NZL,2022-08-14,,2095,,
New Zealand,NZL,2022-08-21,,2095,,
New Zealand,NZL,2022-08-28,,2095,,
New Zealand,NZL,2022-09-04,,2095,,
New Zealand,NZL,2022-09-11,,2095,,
New Zealand,NZL,2022-09-18,,2095,,
New Zealand,NZL,2022-09-25,,2095,,
New Zealand,NZL,2022-10-02,,2095,,
New Zealand,NZL,2022-10-09,,2095,,
New Zealand,NZL,2022-10-16,,2095,,
New Zealand,NZL,2022-10-23,,2095,,
New Zealand,NZL,2022-10-30,,2119,,
New Zealand,NZL,2022-11-06,,2119,,
New Zealand,NZL,2022-11-13,,2182,,
New Zealand,NZL,2022-11-20,,2182,,
New Zealand,NZL,2022-11-27,,2212,,
New Zealand,NZL,2022-12-04,,2235,,
New Zealand,NZL,2022-12-11,,2257,,
New Zealand,NZL,2022-12-18,,2288,,
New Zealand,NZL,2022-12-25,,2288,,
New Zealand,NZL,2023-01-01,,2331,,
New Zealand,NZL,2023-01-08,,2331,,
New Zealand,NZL,2023-01-15,,2331,,
New Zealand,NZL,2023-01-22,,2331,,
New Zealand,NZL,2023-01-29,,2331,,
New Zealand,NZL,2023-02-05,,2477,,
New Zealand,NZL,2023-02-12,,2513,,
New Zealand,NZL,2023-02-19,,2534,,
New Zealand,NZL,2023-02-26,,2542,,
New Zealand,NZL,2023-03-05,,2548,,
New Zealand,NZL,2023-03-12,,2560,,
New Zealand,NZL,2023-03-19,,2586,,
New Zealand,NZL,2023-03-26,,2662,,
New Zealand,NZL,2023-04-02,,2687,,
New Zealand,NZL,2023-04-09,,2687,,
New Zealand,NZL,2023-04-16,,2716,,
New Zealand,NZL,2023-04-23,,2716,,
New Zealand,NZL,2023-04-30,,2736,,
New Zealand,NZL,2023-05-07,,2792,,
New Zealand,NZL,2023-05-14,,2792,,
New Zealand,NZL,2023-05-21,,2893,,
New Zealand,NZL,2023-05-28,,2942,,
New Zealand,NZL,2023-06-04,,2942,,
New Zealand,NZL,2023-06-11,,3038,,
New Zealand,NZL,2023-06-18,,3077,,
New Zealand,NZL,2023-06-25,,3077,,
New Zealand,NZL,2023-07-02,,3138,,
New Zealand,NZL,2023-07-09,,3159,,
New Zealand,NZL,2023-07-16,,3172,,
New Zealand,NZL,2023-07-23,,3188,,
New Zealand,NZL,2023-07-30,,3219,,
New Zealand,NZL,2023-08-06,,3229,,
New Zealand,NZL,2023-08-13,,3249,,
New Zealand,NZL,2023-08-20,,3249,,
New Zealand,NZL,2023-08-27,,3283,,
New Zealand,NZL,2023-09-03,,3283,,
New Zealand,NZL,2023-09-10,,3294,,
New Zealand,NZL,2023-09-17,,3309,,
New Zealand,NZL,2023-09-24,,3329,,
New Zealand,NZL,2023-10-01,,3347,,
New Zealand,NZL,2023-10-08,,3361,,
New Zealand,NZL,2023-10-15,,3376,,
New Zealand,NZL,2023-10-22,,3416,,
New Zealand,NZL,2023-10-29,,3416,,
New Zealand,NZL,2023-11-05,,3445,,
New Zealand,NZL,2023-11-12,,3464,,
New Zealand,NZL,2023-11-19,,3502,,
New Zealand,NZL,2023-11-26,,3522,,
New Zealand,NZL,2023-12-03,,3549,,
New Zealand,NZL,2023-12-10,,3569,,
New Zealand,NZL,2023-12-17,,3596,,
New Zealand,NZL,2023-12-24,,3623,,
New Zealand,NZL,2023-12-31,,3623,,
Nicaragua,NIC,2020-01-01,0,,0,0
Nicaragua,NIC,2020-01-06,0,,0,0
Nicaragua,NIC,2020-01-13,0,,0,0
Nicaragua,NIC,2020-01-20,0,,0,0
Nicaragua,NIC,2020-01-27,-8.307949,,-8.307949,-8.307949
Nicaragua,NIC,2020-02-03,0.23819882,,0.23819882,0.23819882
Nicaragua,NIC,2020-02-10,8.784347,,8.784347,8.784347
Nicaragua,NIC,2020-02-17,17.330494,,17.330494,17.330494
Nicaragua,NIC,2020-02-24,25.876642,,25.876642,25.876642
Nicaragua,NIC,2020-03-02,7.73291,,7.73291,7.73291
Nicaragua,NIC,2020-03-09,-10.410822,,-10.410822,-10.410822
Nicaragua,NIC,2020-03-16,-28.554554,,-28.554554,-28.554554
Nicaragua,NIC,2020-03-23,-46.698288,,-46.698288,-46.698288
Nicaragua,NIC,2020-03-30,-64.84202,,-64.84202,-64.84202
Nicaragua,NIC,2020-04-06,-51.559517,,-51.559517,-51.559517
Nicaragua,NIC,2020-04-13,-38.27701,,-38.27701,-38.27701
Nicaragua,NIC,2020-04-20,-24.994509,,-24.994509,-24.994509
Nicaragua,NIC,2020-04-27,-11.712004,,-11.712004,-11.712004
Nicaragua,NIC,2020-05-04,785.8475,,785.8475,785.8475
Nicaragua,NIC,2020-05-11,1583.407,,1583.407,1583.407
Nicaragua,NIC,2020-05-18,2380.9666,,2380.9666,2380.9666
Nicaragua,NIC,2020-05-25,3178.526,,3178.526,3178.526
Nicaragua,NIC,2020-06-01,3991.675,,3991.675,3991.675
Nicaragua,NIC,2020-06-08,4804.824,,4804.824,4804.824
Nicaragua,NIC,2020-06-15,5617.9736,,5617.9736,5617.9736
Nicaragua,NIC,2020-06-22,6431.1226,,6431.1226,6431.1226
Nicaragua,NIC,2020-06-29,7244.272,,7244.272,7244.272
Nicaragua,NIC,2020-07-06,7468.644,,7468.644,7468.644
Nicaragua,NIC,2020-07-13,7693.0166,,7693.0166,7693.0166
Nicaragua,NIC,2020-07-20,7917.389,,7917.389,7917.389
Nicaragua,NIC,2020-07-27,8141.761,,8141.761,8141.761
Nicaragua,NIC,2020-08-03,8175.6885,,8175.6885,8175.6885
Nicaragua,NIC,2020-08-10,8209.616,,8209.616,8209.616
Nicaragua,NIC,2020-08-17,8243.543,,8243.543,8243.543
Nicaragua,NIC,2020-08-24,8277.471,,8277.471,8277.471
Nicaragua,NIC,2020-08-31,8311.397,,8311.397,8311.397
Nicaragua,NIC,2020-09-07,8280.16,,8280.16,8280.16
Nicaragua,NIC,2020-09-14,8248.923,,8248.923,8248.923
Nicaragua,NIC,2020-09-21,8217.686,,8217.686,8217.686
Nicaragua,NIC,2020-09-28,8186.4478,,8186.4478,8186.4478
Nicaragua,NIC,2020-10-05,8164.7812,,8164.7812,8164.7812
Nicaragua,NIC,2020-10-12,8143.1147,,8143.1147,8143.1147
Nicaragua,NIC,2020-10-19,8121.4487,,8121.4487,8121.4487
Nicaragua,NIC,2020-10-26,8099.782,,8099.782,8099.782
Nicaragua,NIC,2020-11-02,8117.4517,,8117.4517,8117.4517
Nicaragua,NIC,2020-11-09,8135.1206,,8135.1206,8135.1206
Nicaragua,NIC,2020-11-16,8152.79,,8152.79,8152.79
Nicaragua,NIC,2020-11-23,8170.459,,8170.459,8170.459
Nicaragua,NIC,2020-11-30,8188.1284,,8188.1284,8188.1284
Nicaragua,NIC,2020-12-07,8218.487,,8218.487,8218.487
Nicaragua,NIC,2020-12-14,8248.848,,8248.848,8248.848
Nicaragua,NIC,2020-12-21,8279.207,,8279.207,8279.207
Nicaragua,NIC,2020-12-28,8309.566,,8309.566,8309.566
Nicaragua,NIC,2021-01-04,8331.535,,8331.535,8331.535
Nicaragua,NIC,2021-01-11,8353.504,,8353.504,8353.504
Nicaragua,NIC,2021-01-18,8375.473,,8375.473,8375.473
Nicaragua,NIC,2021-01-25,8397.441,,8397.441,8397.441
Nicaragua,NIC,2021-02-01,8409.619,,8409.619,8409.619
Nicaragua,NIC,2021-02-08,8421.796,,8421.796,8421.796
Nicaragua,NIC,2021-02-15,8433.974,,8433.974,8433.974
Nicaragua,NIC,2021-02-22,8446.15,,8446.15,8446.15
Nicaragua,NIC,2021-03-01,8456.252,,8456.252,8456.252
Nicaragua,NIC,2021-03-08,8466.353,,8466.353,8466.353
Nicaragua,NIC,2021-03-15,8476.453,,8476.453,8476.453
Nicaragua,NIC,2021-03-22,8486.554,,8486.554,8486.554
Nicaragua,NIC,2021-03-29,8496.655,,8496.655,8496.655
Nicaragua,NIC,2021-04-05,8521.193,,8521.193,8521.193
Nicaragua,NIC,2021-04-12,8545.732,,8545.732,8545.732
Nicaragua,NIC,2021-04-19,8570.271,,8570.271,8570.271
Nicaragua,NIC,2021-04-26,8594.811,,8594.811,8594.811
Nicaragua,NIC,2021-05-03,8682.904,,8682.904,8682.904
Nicaragua,NIC,2021-05-10,8770.999,,8770.999,8770.999
Nicaragua,NIC,2021-05-17,8859.094,,8859.094,8859.094
Nicaragua,NIC,2021-05-24,8947.1875,,8947.1875,8947.1875
Nicaragua,NIC,2021-05-31,9035.282,,9035.282,9035.282
Nicaragua,NIC,2021-06-07,9165.988,,9165.988,9165.988
Nicaragua,NIC,2021-06-14,9296.693,,9296.693,9296.693
Nicaragua,NIC,2021-06-21,9427.399,,9427.399,9427.399
Nicaragua,NIC,2021-06-28,9558.1045,,9558.1045,9558.1045
Nicaragua,NIC,2021-07-05,9749.9795,,9749.9795,9749.9795
Nicaragua,NIC,2021-07-12,9941.8545,,9941.8545,9941.8545
Nicaragua,NIC,2021-07-19,10133.7295,,10133.7295,10133.7295
Nicaragua,NIC,2021-07-26,10325.6045,,10325.6045,10325.6045
Nicaragua,NIC,2021-08-02,10637.293,,10637.293,10637.293
Nicaragua,NIC,2021-08-09,10948.98,,10948.98,10948.98
Nicaragua,NIC,2021-08-16,11260.668,,11260.668,11260.668
Nicaragua,NIC,2021-08-23,11572.356,,11572.356,11572.356
Nicaragua,NIC,2021-08-30,11884.044,,11884.044,11884.044
Nicaragua,NIC,2021-09-06,12809.53,,12809.53,12809.53
Nicaragua,NIC,2021-09-13,13735.016,,13735.016,13735.016
Nicaragua,NIC,2021-09-20,14660.501,,14660.501,14660.501
Nicaragua,NIC,2021-09-27,15585.986,,15585.986,15585.986
Nicaragua,NIC,2021-10-04,15969.436,,15969.436,15969.436
Nicaragua,NIC,2021-10-11,16352.885,,16352.885,16352.885
Nicaragua,NIC,2021-10-18,16736.334,,16736.334,16736.334
Nicaragua,NIC,2021-10-25,17119.783,,17119.783,17119.783
Nicaragua,NIC,2021-11-01,17137.275,,17137.275,17137.275
Nicaragua,NIC,2021-11-08,17154.768,,17154.768,17154.768
Nicaragua,NIC,2021-11-15,17172.26,,17172.26,17172.26
Nicaragua,NIC,2021-11-22,17189.752,,17189.752,17189.752
Nicaragua,NIC,2021-11-29,17207.244,,17207.244,17207.244
Nicaragua,NIC,2021-12-06,17175.979,,17175.979,17175.979
Nicaragua,NIC,2021-12-13,17144.71,,17144.71,17144.71
Nicaragua,NIC,2021-12-20,17113.443,,17113.443,17113.443
Nicaragua,NIC,2021-12-27,17082.178,,17082.178,17082.178
Nicaragua,NIC,2022-01-03,17159.002,,17364.973,17058.775
Nicaragua,NIC,2022-01-10,17224.969,,17694.715,17023.885
Nicaragua,NIC,2022-01-17,17305.62,,18091.43,16959.162
Nicaragua,NIC,2022-01-24,17378.861,,18400.74,16940.676
Nicaragua,NIC,2022-01-31,17518.307,,18720.842,16921.914
Nicaragua,NIC,2022-02-07,17684.93,,18977.678,16929.248
Nicaragua,NIC,2022-02-14,17791.525,,19150.209,16940.873
Nicaragua,NIC,2022-02-21,17894.678,,19377.592,16980.367
Nicaragua,NIC,2022-02-28,17949.82,,19466.78,16960.572
Nicaragua,NIC,2022-03-07,17992.463,,19521.66,16917.701
Nicaragua,NIC,2022-03-14,18029.373,,19568.21,16952.916
Nicaragua,NIC,2022-03-21,18060.416,,19603.166,16985.553
Nicaragua,NIC,2022-03-28,18082.541,,19622.93,17013.928
Nicaragua,NIC,2022-04-04,18106.756,,19698.012,17011.928
Nicaragua,NIC,2022-04-11,18132.242,,19825.879,17028.3
Nicaragua,NIC,2022-04-18,18161.33,,19963.635,17029.238
Nicaragua,NIC,2022-04-25,18180.555,,19975.178,17033.879
Nicaragua,NIC,2022-05-02,18210.219,,20251.77,17060.496
Nicaragua,NIC,2022-05-09,18256.562,,20365.332,17058.887
Nicaragua,NIC,2022-05-16,18291.465,,20534.445,17041.46
Nicaragua,NIC,2022-05-23,18327.787,,20700.379,16928.03
Nicaragua,NIC,2022-05-30,18426.688,,20938.645,16913.014
Nicaragua,NIC,2022-06-06,18524.646,,21173.945,16908.21
Nicaragua,NIC,2022-06-13,18624.068,,21386.121,16900.225
Nicaragua,NIC,2022-06-20,18723.355,,21598.338,16890.576
Nicaragua,NIC,2022-06-27,18833.643,,21809.053,16931.803
Nicaragua,NIC,2022-07-04,18956.373,,21958.064,16855.203
Nicaragua,NIC,2022-07-11,19089.695,,22077.65,16776.537
Nicaragua,NIC,2022-07-18,19218.611,,22196.104,16759.87
Nicaragua,NIC,2022-07-25,19340.955,,22320.094,16741.604
Nicaragua,NIC,2022-08-01,19437.605,,22391.102,16755.623
Nicaragua,NIC,2022-08-08,19539.143,,22461.637,16746.262
Nicaragua,NIC,2022-08-15,19640.443,,22537.672,16736.941
Nicaragua,NIC,2022-08-22,19741.004,,22611.652,16727.705
Nicaragua,NIC,2022-08-29,19831.37,,22661.193,16721.764
Nicaragua,NIC,2022-09-05,19911.287,,22711.117,16720.258
Nicaragua,NIC,2022-09-12,19990.898,,22761.373,16699.014
Nicaragua,NIC,2022-09-19,20068.416,,22811.29,16675.348
Nicaragua,NIC,2022-09-26,20109.635,,22858.78,16666.846
Nicaragua,NIC,2022-10-03,20148.33,,22909.86,16681.25
Nicaragua,NIC,2022-10-10,20188.623,,22983.723,16669.055
Nicaragua,NIC,2022-10-17,20226.7,,23035.61,16679.42
Nicaragua,NIC,2022-10-24,20264.46,,23111.758,16685.234
Nicaragua,NIC,2022-10-31,20302.424,,23146.975,16658.387
Nicaragua,NIC,2022-11-07,20340.604,,23171.877,16632.854
Nicaragua,NIC,2022-11-14,20380.611,,23195.076,16610.996
Nicaragua,NIC,2022-11-21,20421.455,,23262.086,16608.37
Nicaragua,NIC,2022-11-28,20475.488,,23381.129,16600.959
Nicaragua,NIC,2022-12-05,20552.412,,23412.494,16569.158
Nicaragua,NIC,2022-12-12,20633.799,,23453.277,16497.023
Nicaragua,NIC,2022-12-19,20751.71,,23543.72,16460.172
Nicaragua,NIC,2022-12-26,20861.352,,23647.31,16455.102
Nicaragua,NIC,2023-01-02,20981.41,,23907.113,16456.24
Nicaragua,NIC,2023-01-09,21073.12,,23988.408,16449.39
Nicaragua,NIC,2023-01-16,21167.945,,24273.174,16442.424
Nicaragua,NIC,2023-01-23,21262.768,,24412.064,16436.393
Nicaragua,NIC,2023-01-30,21360.107,,24538.656,16441.01
Nicaragua,NIC,2023-02-06,21458.812,,24663.11,16445.861
Nicaragua,NIC,2023-02-13,21558.723,,24826.459,16451.37
Nicaragua,NIC,2023-02-20,21660.643,,24984.365,16461.01
Nicaragua,NIC,2023-02-27,21784.328,,25217.074,16462.76
Nicaragua,NIC,2023-03-06,21871.486,,25372.713,16404.035
Nicaragua,NIC,2023-03-13,21991.418,,25528.781,16447.95
Nicaragua,NIC,2023-03-20,22066.635,,25843.234,16430.238
Nicaragua,NIC,2023-03-27,22137.508,,25968.97,16406.111
Nicaragua,NIC,2023-04-03,22203.648,,26028.33,16409.576
Nicaragua,NIC,2023-04-10,22264.324,,26236.785,16402.385
Nicaragua,NIC,2023-04-17,22337.516,,26483.797,16393.05
Nicaragua,NIC,2023-04-24,22399.113,,26725.535,16394.982
Nicaragua,NIC,2023-05-01,22477.018,,26947.76,16359.641
Nicaragua,NIC,2023-05-08,22548.19,,27159.398,16343.209
Nicaragua,NIC,2023-05-15,22621.453,,27257.21,16317.307
Nicaragua,NIC,2023-05-22,22683.037,,27314.715,16208.889
Nicaragua,NIC,2023-05-29,22750.662,,27492.72,16074.922
Nicaragua,NIC,2023-06-05,22802.426,,27713.14,15948.151
Nicaragua,NIC,2023-06-12,22858.68,,27821.633,15816.109
Nicaragua,NIC,2023-06-19,22915.545,,27898.531,15698.465
Nicaragua,NIC,2023-06-26,22963.3,,27967.916,15567.021
Nicaragua,NIC,2023-07-03,23000.43,,28053.11,15441.219
Nicaragua,NIC,2023-07-10,23049.018,,28157.81,15308.475
Nicaragua,NIC,2023-07-17,23097.213,,28229.158,15190.528
Nicaragua,NIC,2023-07-24,23129.951,,28317.334,15067.094
Nicaragua,NIC,2023-07-31,23178.492,,28399.496,14945.766
Nicaragua,NIC,2023-08-07,23227.072,,28469.715,14883.548
Nicaragua,NIC,2023-08-14,23260.541,,28530.695,14780.397
Nicaragua,NIC,2023-08-21,23293.762,,28594.02,14733.934
Nicaragua,NIC,2023-08-28,23340.674,,28702.588,14681.874
Nicaragua,NIC,2023-09-04,23386.928,,28746.672,14629.994
Nicaragua,NIC,2023-09-11,23431.838,,28799.955,14576.828
Nicaragua,NIC,2023-09-18,23465.309,,28968.91,14536.164
Nicaragua,NIC,2023-09-25,23497.701,,29135.207,14514.59
Nicaragua,NIC,2023-10-02,23522.375,,29302.86,14488.733
Nicaragua,NIC,2023-10-09,23527.451,,29377.807,14468.971
Nicaragua,NIC,2023-10-16,23532.537,,29583.102,14477.473
Nicaragua,NIC,2023-10-23,23546.705,,29796.688,14484.142
Nicaragua,NIC,2023-10-30,23560.688,,30020.92,14465.912
Nicaragua,NIC,2023-11-06,23573.926,,30251.227,14417.903
Nicaragua,NIC,2023-11-13,23587.164,,30482.828,14397.788
Nicaragua,NIC,2023-11-18,23595.463,,30639.143,14384.346
Nicaragua,NIC,2020-03-29,,1,,
Nicaragua,NIC,2020-04-05,,1,,
Nicaragua,NIC,2020-04-12,,1,,
Nicaragua,NIC,2020-04-19,,1,,
Nicaragua,NIC,2020-04-26,,3,,
Nicaragua,NIC,2020-05-03,,4,,
Nicaragua,NIC,2020-05-10,,5,,
Nicaragua,NIC,2020-05-17,,8,,
Nicaragua,NIC,2020-05-24,,17,,
Nicaragua,NIC,2020-05-31,,35,,
Nicaragua,NIC,2020-06-07,,46,,
Nicaragua,NIC,2020-06-14,,55,,
Nicaragua,NIC,2020-06-21,,64,,
Nicaragua,NIC,2020-06-28,,74,,
Nicaragua,NIC,2020-07-05,,83,,
Nicaragua,NIC,2020-07-12,,91,,
Nicaragua,NIC,2020-07-19,,99,,
Nicaragua,NIC,2020-07-26,,108,,
Nicaragua,NIC,2020-08-02,,116,,
Nicaragua,NIC,2020-08-09,,123,,
Nicaragua,NIC,2020-08-16,,128,,
Nicaragua,NIC,2020-08-23,,133,,
Nicaragua,NIC,2020-08-30,,137,,
Nicaragua,NIC,2020-09-06,,141,,
Nicaragua,NIC,2020-09-13,,144,,
Nicaragua,NIC,2020-09-20,,147,,
Nicaragua,NIC,2020-09-27,,149,,
Nicaragua,NIC,2020-10-04,,151,,
Nicaragua,NIC,2020-10-11,,153,,
Nicaragua,NIC,2020-10-18,,154,,
Nicaragua,NIC,2020-10-25,,155,,
Nicaragua,NIC,2020-11-01,,156,,
Nicaragua,NIC,2020-11-08,,157,,
Nicaragua,NIC,2020-11-15,,158,,
Nicaragua,NIC,2020-11-22,,159,,
Nicaragua,NIC,2020-11-29,,160,,
Nicaragua,NIC,2020-12-06,,161,,
Nicaragua,NIC,2020-12-13,,162,,
Nicaragua,NIC,2020-12-20,,163,,
Nicaragua,NIC,2020-12-27,,164,,
Nicaragua,NIC,2021-01-03,,165,,
Nicaragua,NIC,2021-01-10,,166,,
Nicaragua,NIC,2021-01-17,,167,,
Nicaragua,NIC,2021-01-24,,168,,
Nicaragua,NIC,2021-01-31,,169,,
Nicaragua,NIC,2021-02-07,,170,,
Nicaragua,NIC,2021-02-14,,171,,
Nicaragua,NIC,2021-02-21,,172,,
Nicaragua,NIC,2021-02-28,,173,,
Nicaragua,NIC,2021-03-07,,174,,
Nicaragua,NIC,2021-03-14,,175,,
Nicaragua,NIC,2021-03-21,,176,,
Nicaragua,NIC,2021-03-28,,177,,
Nicaragua,NIC,2021-04-04,,178,,
Nicaragua,NIC,2021-04-11,,179,,
Nicaragua,NIC,2021-04-18,,180,,
Nicaragua,NIC,2021-04-25,,181,,
Nicaragua,NIC,2021-05-02,,182,,
Nicaragua,NIC,2021-05-09,,183,,
Nicaragua,NIC,2021-05-16,,184,,
Nicaragua,NIC,2021-05-23,,185,,
Nicaragua,NIC,2021-05-30,,186,,
Nicaragua,NIC,2021-06-06,,187,,
Nicaragua,NIC,2021-06-13,,188,,
Nicaragua,NIC,2021-06-20,,189,,
Nicaragua,NIC,2021-06-27,,190,,
Nicaragua,NIC,2021-07-04,,191,,
Nicaragua,NIC,2021-07-11,,192,,
Nicaragua,NIC,2021-07-18,,193,,
Nicaragua,NIC,2021-07-25,,194,,
Nicaragua,NIC,2021-08-01,,195,,
Nicaragua,NIC,2021-08-08,,196,,
Nicaragua,NIC,2021-08-15,,197,,
Nicaragua,NIC,2021-08-22,,198,,
Nicaragua,NIC,2021-08-29,,199,,
Nicaragua,NIC,2021-09-05,,200,,
Nicaragua,NIC,2021-09-12,,201,,
Nicaragua,NIC,2021-09-19,,202,,
Nicaragua,NIC,2021-09-26,,203,,
Nicaragua,NIC,2021-10-03,,204,,
Nicaragua,NIC,2021-10-10,,205,,
Nicaragua,NIC,2021-10-17,,206,,
Nicaragua,NIC,2021-10-24,,207,,
Nicaragua,NIC,2021-10-31,,208,,
Nicaragua,NIC,2021-11-07,,209,,
Nicaragua,NIC,2021-11-14,,210,,
Nicaragua,NIC,2021-11-21,,211,,
Nicaragua,NIC,2021-11-28,,212,,
Nicaragua,NIC,2021-12-05,,213,,
