Name,Price,Producer,MPN,EAN,UPC,Resolution,Refresh Rate,Size,Panel,Response Time,HDMI,DisplayPort,DVI,VGA,Speaker,Curved,Adjustable Height,Sync,Product Page
LG 24UD58-B,,LG,24UD58-B,8806087854558,,3840 × 2160,60 Hz,"23.8""",IPS,5,0,0,0,0,False,False,False,FreeSync,
LG 27BN65Q-B,,LG,27BN65Q-B,8806091076489,,2560 x 1440,75 Hz,"27""",IPS,5,0,0,0,0,True,False,True,,
LG 27GK750F-B,,LG,27GK750F-B,8806098089710,,1920 x 1080,240 Hz,"27""",TN,2,0,0,0,0,False,False,True,FreeSync,
LG 27MB35PH-B,,LG,27MB35PH-B,8806087892284,,1920 x 1080,60 Hz,"27""",IPS,5,1,0,1,1,False,False,True,,
LG 27QD58P-B,,LG,27QD58P-B,8806098066018,,2560 x 1440,60 Hz,"27""",IPS,5,0,0,0,0,True,False,True,FreeSync,
LG 27QN880-B,,LG,27QN880-B,8806098724734,,2560 x 1440,75 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,
LG 27UD58P-B,,LG,27UD58P-B.AEU,8806087895803,,3840 × 2160,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,
LG 27UD69-W,,LG,27UD69-W,8806087301403,,3840 × 2160,60 Hz,"27""",IPS,5,2,1,0,0,False,False,True,FreeSync,
LG 27UD88-W,$577.15 USD,LG,27UD88-W.AEU,8806087593259,,3840 × 2160,60 Hz,"27""",IPS,5,1,1,0,0,False,False,True,FreeSync,https://www.amazon.ca/dp/B01CDYB0QS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
LG 27UK850-W,$408.44 USD,LG,27UK850-W,8806098110322,,3840 × 2160,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/LG-27UK850-W-Monitor-Connectivity-FreeSync/dp/B078GVTD9N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078GVTD9N
LG 27UL850-W,$505.29 USD,LG,27UL850-W,8806098420957,,3840 × 2160,60 Hz,"27""",IPS,4,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/dp/B07MKT1W65?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
LG 29UM69G,$203.09 USD,LG,29UM69G,8806087300130,,2560 x 1080,122 Hz,"29""",IPS,5,2,1,0,0,True,False,False,FreeSync,https://www.amazon.ca/dp/B06Y634VP9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
LG 32GK850F-B,,LG,32GK850F-B,8806098089741,,2560 x 1440,144 Hz,"31.5""",VA,5,0,0,0,0,False,False,True,FreeSync,
LG 32UD99-W,,LG,32UD99-W.AEU,8806084852304,,3840 × 2160,60 Hz,"31.5""",IPS,5,0,0,0,0,False,False,True,FreeSync,
LG 32UK550-B,$311.9 USD,LG,32UK550-B,8806098343171,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/LG-32UK550-B-Monitor-Freesync-Technology/dp/B07NFTWHSG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07NFTWHSG
LG 34CB88-B,,LG,34CB88-B,8806087883930,,3440 x 1440,60 Hz,"34""",IPS,5,0,0,0,0,True,True,True,FreeSync,
LG 34GK950F-B,$870.44 USD,LG,34GK950F-B,8806098251223,,3440 x 1440,144 Hz,"34""",IPS,5,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/LG-34GK950F-B-34-21-Ultragear/dp/B0798Q8KG4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0798Q8KG4
LG 34UB67-B,,LG,34UB67-B.AEU,8806087397420,,2560 x 1080,60 Hz,"34""",IPS,5,0,0,0,0,False,False,True,,
LG 34UB88-B,,LG,34UB88-B,8806087883954,,3440 x 1440,60 Hz,"34""",IPS,5,0,0,0,0,True,False,True,,
LG 34UC88-B,,LG,34UC88-B,8806087605112,,3440 x 1440,122 Hz,"34""",IPS,5,0,0,0,0,True,True,True,FreeSync,
LG 34UC99-W,,LG,34UC99-W.AEU,8806087300888,,3440 x 1440,60 Hz,"34""",IPS,5,0,0,0,0,True,True,True,FreeSync,
LG 34UM69G,$304.65 USD,LG,34UM69G-B,8806087301045,,2560 x 1080,122 Hz,"34""",IPS,5,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/LG-34UM69G-B-34-UltraWide-Reduction/dp/B06XFXX5JH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XFXX5JH
LG 34UM88C-P,,LG,34UM88C,8806087605099,,3440 x 1440,60 Hz,"34""",IPS,5,0,0,0,0,True,False,True,FreeSync,
LG 34WK500-P,,LG,34WK500-P.AEU,8806098100668,,2560 x 1080,60 Hz,"34""",IPS,5,0,0,0,0,False,False,False,FreeSync,
LG 34WK650-W,$326.41 USD,LG,34WK650-W,8806098110469,,2560 x 1080,122 Hz,"34""",IPS,5,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/LG-Electronics-34WK650-W-Ultra-Monitor/dp/B078GSH1LV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078GSH1LV
LG 34WK95C-W,$880.12 USD,LG,34WK95C-W,8806098251377,,3440 x 1440,60 Hz,"34""",IPS,5,0,0,0,0,True,True,True,FreeSync,https://www.amazon.ca/LG-34WK95C-W-Ultrawide-Monitor-Display/dp/B07MRKX5WW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MRKX5WW
LG 34WK95U-W,,LG,34WK95U-W,8806098206131,,5120 x 2160,60 Hz,"34""",IPS,5,0,0,0,0,True,False,True,,
LG 35WN75C-B,,LG,35WN75C-B,8806098724680,,3440 x 1440,100 Hz,"35""",VA,5,0,0,0,0,True,False,True,,
LG 38UC99-W,,LG,38UC99-W.AEU,8806087899580,,3840 x 1600,60 Hz,"38""",IPS,5,0,0,0,0,True,True,False,FreeSync,
LG 38WK95C,,LG,38WK95C-W.AEU,8806098110513,,3840 x 1600,122 Hz,"37.5""",IPS,5,0,0,0,0,True,True,True,FreeSync,
LG 43UD79-B,,LG,43UD79-B.AEU,8806087352559,,3840 × 2160,60 Hz,"43""",IPS,5,0,0,0,0,True,False,False,,
LG 43UN700-B 109,,LG,43UN700-B.AEU,8806098699773,,3840 × 2160,60 Hz,"43""",IPS,5,0,0,0,0,True,False,False,,
LG 49WL95C-WE,,LG,49WL95C-WE,8806091221599,,5120 x 1440,60 Hz,"49""",IPS,5,0,0,0,0,True,False,True,,
LG UltraGear 27GL63T,,LG,27GL63T-B,8806098625109,,1920 x 1080,144 Hz,"27""",IPS,5,0,0,0,0,False,False,True,FreeSync,
LG UltraGear 27GN600,,LG,27GN600,8806091068699,,1920 x 1080,144 Hz,"27""",IPS,1,0,0,0,0,False,False,False,,
LG UltraGear 27GN650-B,,LG,27GN650-B.AEU,8806091153777,,1920 x 1080,144 Hz,"27""",IPS,1,0,0,0,0,False,False,True,,
LG UltraGear 27GN750-B,,LG,27GN750-B,8806098637133,,1920 x 1080,240 Hz,"27""",IPS,1,0,0,0,0,False,False,True,FreeSync,
LG UltraGear 27GN800-B,,LG,27GN800-B.AEU,8806091068651,,2560 x 1440,144 Hz,"27""",IPS,1,0,0,0,0,False,False,False,,
LG UltraGear 27UL650-W,$282.16 USD,LG,27UL650-W,8806098421053,,3840 × 2160,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,https://www.amazon.ca/dp/B07MKT2BNB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
LG UltraGear 32GN600,,LG,32GN600,8806091068613,,2560 x 1440,165 Hz,"32""",IPS,5,0,0,0,0,False,False,False,,
LG UltraGear 32GP850-B,,LG,32GP850-B.AEU,8806091278814,,2560 x 1440,180 Hz,"31.5""",IPS,1,0,0,0,0,False,False,True,,
LG UltraGear 34GL750-B,$435.22 USD,LG,34GL750-B,8806098532995,,2560 x 1080,144 Hz,"34""",IPS,5,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/LG-34GL750-inch-21-Ultragear/dp/B07R5R9VR9?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07R5R9VR9
LG UltraGear 34GP950G-B,,LG,34GP950G-B,8806091365798,,3440 x 1440,180 Hz,"34""",IPS,1,0,0,0,0,False,False,True,,
LG UltraGear 38GL950G,,LG,38GL950G-B,8806098532971,,3840 x 1600,175 Hz,"37.5""",IPS,1,0,0,0,0,False,False,True,,
LG UltraWide 34WL500-B,,LG,34WL500-B,8806098487295,,2560 x 1080,122 Hz,"34""",IPS,5,0,0,0,0,False,False,False,FreeSync,
LG UltraWide 34WN80C-B,,LG,34WN80C-B,8806098567836,,3440 x 1440,60 Hz,"34""",IPS,5,0,0,0,0,False,True,True,,
LG UltraWide 38WN95C-W,,LG,38WN95C-W,8806098724703,,3840 x 1600,144 Hz,"38""",IPS,1,0,0,0,0,True,False,True,,
Monoprice Dark Matter,,Monoprice,143263,0889028174814,,5120 x 1440,120 Hz,"49""","Quantum Dot, VA",4,0,0,0,0,False,False,False,,
Monoprice Dark Matter,,Monoprice,143246,0889028159590,,3440 x 1440,144 Hz,"34""","Quantum Dot, VA",4,0,0,0,0,False,False,False,,
Monoprice Zero-G,,Monoprice,141751,0889028159620,,3440 x 1440,100 Hz,"35""",VA,4,0,0,0,0,False,False,False,,
MSI G321CUVDE,,MSI,9S6-3DA21A-022,4719072955403,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,False,False,False,,
MSI Optix G273QFDE,,MSI,9S6-3CA81A-041,4719072767976,,2560 x 1440,165 Hz,"27""",IPS,1,0,0,0,0,False,False,False,,
MSI Optix MAG274QRFDE-QD,,MSI,9S6-3CA8DA-028,4719072745608,,2560 x 1440,165 Hz,"27""",IPS,1,0,0,0,0,False,False,True,,
MSI Optix MAG274QRXDE,,MSI,9S6-3CA88A-073,4719072873486,,2560 x 1440,240 Hz,"27""",IPS,1,0,0,0,0,False,False,True,,
MSI Optix MAG301CR2DE,,MSI,9S6-3CB45H-011,4719072748746,,2560 x 1080,200 Hz,"29.5""",VA,4,0,0,0,0,False,False,True,,
MSI Optix MAG321QRDE,,MSI,9S6-3DB97A-002,4719072785901,,2560 x 1440,165 Hz,"31.5""",IPS,4,0,0,0,0,False,False,True,,
MSI Optix MEG381CQRDE Plus,,MSI,9S6-3EA45T-002,4719072766344,,3840 x 1600,175 Hz,"37.5""",IPS,1,0,0,0,0,False,False,True,,
MSI Optix MPG321QRFDE-QD,,MSI,9S6-3DB88T-002,4719072794538,,2560 x 1440,175 Hz,"32""",IPS,1,0,0,0,0,False,False,True,,
MSI Optix MPG321URDE-QD,,MSI,9S6-3DC07T-002,4719072794651,,3840 × 2160,144 Hz,"32""",IPS,4,0,0,0,0,False,False,True,,
Philips 223S7EHMB,,Philips,223S7EHMB/00,8712581744366,,1920 x 1080,60 Hz,"21.5""",IPS,5,0,0,0,0,True,False,True,,
Philips 243S7EHMB,,Philips,243S7EHMB/00,8712581744281,,1920 x 1080,60 Hz,"23.8""",IPS,5,0,0,0,0,True,False,True,,
Philips 243V7QDSB,$68.9 USD,Philips,243V7QDSB,8712581742331,,1920 x 1080,60 Hz,"23.8""",IPS,5,0,0,0,0,False,False,False,,https://www.amazon.ca/dp/B0BRR4ZGNP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Philips 245C7QJSB,,Philips,245C7QJSB/00,8712581741563,,1920 x 1080,60 Hz,"24""",IPS,5,1,1,0,1,False,False,False,,
Philips 273V7QDSB,,Philips,273V7QDSB,8712581742911,,1920 x 1080,60 Hz,"27""",IPS,5,0,0,0,0,False,False,False,,
Philips 276E8FJAB,,Philips,276E8FJAB/00,8712581745141,,2560 x 1440,60 Hz,"27""",IPS,4,0,0,0,0,True,False,False,,
Philips 278E8QJAB,,Philips,278E8QJAB/00,8712581745134,,1920 x 1080,60 Hz,"27""",VA,4,1,1,0,1,True,True,False,,
Philips 328E8QJAB5,,Philips,328E8QJAB5/00,8712581745240,,1920 x 1080,60 Hz,"32""",VA,5,0,0,0,0,True,True,False,,
Philips 436M6VBPAB,,Philips,436M6VBPAB/00,8712581748784,,3840 × 2160,60 Hz,"43""",VA,5,0,0,0,0,False,False,False,FreeSync,
Philips Brilliance 288P6LJEB,,Philips,288P6LJEB/00,8712581716752,,3840 × 2160,60 Hz,"28""",TN,1,0,0,0,0,True,False,True,,
Philips Brilliance 349P7FUBEB,,Philips,349P7FUBEB/00,8712581752279,,3440 x 1440,60 Hz,"34""",VA,4,0,0,0,0,True,True,True,,
Philips Brilliance 349X7FJEW,,Philips,349X7FJEW/00,8712581741648,,3440 x 1440,60 Hz,"34""",VA,5,0,0,0,0,True,True,True,FreeSync,
Philips Brilliance BDM3270QP2,,Philips,BDM3270QP2/00,8712581741020,,2560 x 1440,60 Hz,"32""",MVA,4,1,1,1,1,True,False,True,,
Philips Brilliance BDM4037UW,,Philips,BDM4037UW,8712581741136,,3840 × 2160,60 Hz,"40""",VA,4,0,0,0,0,True,True,False,,
Philips Brilliance BDM4350UC,,Philips,BDM4350UC/00,8712581738105,,3840 × 2160,60 Hz,"42.5""",IPS,5,0,0,0,0,True,False,False,,
Philips E-Line 242E1GAEZ,,Philips,242E1GAEZ/00,8712581770686,,1920 x 1080,144 Hz,"23.8""",VA,4,0,0,0,0,True,False,True,,
Philips E-Line 242E1GAJ,,Philips,242E1GAJ/00,8712581769840,,1920 x 1080,144 Hz,"23.8""",VA,4,0,0,0,0,True,False,False,,
Philips E-Line 245E1S,,Philips,245E1S/00,8712581758530,,2560 x 1440,75 Hz,"23.8""",IPS,4,0,0,0,0,False,False,False,FreeSync,
Philips E-Line 272E1GAJ,,Philips,272E1GAJ/00,8712581769864,,1920 x 1080,144 Hz,"27""",VA,4,0,0,0,0,True,False,False,,
Philips E-Line 275E2FAE,,Philips,275E2FAE/00,8712581767648,,2560 x 1440,75 Hz,"27""",IPS,4,0,0,0,0,True,False,True,,
Philips E-Line 278E1A,,Philips,278E1A/00,8712581760069,,3840 × 2160,60 Hz,"27""",IPS,4,0,0,0,0,True,False,False,,
Philips E-Line 325E1C,,Philips,325E1C/00,8712581758493,,2560 x 1440,122 Hz,"31.5""",VA,4,0,0,0,0,False,False,False,FreeSync,
Philips E-Line 328E1CA,,Philips,328E1CA/00,8712581758516,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,True,False,False,FreeSync,
Philips E-Line 345E2AE,,Philips,345E2AE/00,8712581767587,,3440 x 1440,75 Hz,"34""",IPS,4,0,0,0,0,True,False,True,,
Philips Momentum 439P9H,,Philips,439P9H/00,8712581759568,,3840 x 1200,100 Hz,"34""",VA,4,0,0,0,0,True,True,True,FreeSync,
Philips P-Line 329P9H,,Philips,329P9H/00,8712581756826,,3840 × 2160,60 Hz,"31.5""",IPS,5,0,0,0,0,True,False,True,,
Razer Raptor,,Razer,RZ39-03500100-R3G1,8886419367239,,2560 x 1440,165 Hz,"27""",IPS,4,0,0,0,0,False,False,True,,
Razer Raptor 27,,Razer,RZ39-02760100-R3G1,8886419366768,,2560 x 1440,144 Hz,"27""",IPS,4,0,0,0,0,False,False,True,,
Samsung C24F390FH,,SAMSUNG,LC24F390FHUXEN,8806088209289,,1920 x 1080,60 Hz,"23.5""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C24F390FHU,,SAMSUNG,LC24F390FHRXEN,8806090969355,,1920 x 1080,60 Hz,"24""",VA,4,0,0,0,0,False,False,False,,
Samsung C24F396FHU,,SAMSUNG,LC24F396FHUXEN,8806088379173,,1920 x 1080,60 Hz,"24""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C24FG70,,SAMSUNG,LC24FG70FQUXEN,8806088546636,,1920 x 1080,144 Hz,"23.5""",VA,1,2,0,0,0,False,False,True,FreeSync,
Samsung C24FG73,,SAMSUNG,LC24FG73FQUXEN,8806088842905,,1920 x 1080,144 Hz,"23.5""",VA,1,0,0,0,0,False,True,True,FreeSync,
Samsung C24RG5,,SAMSUNG,LC24RG5,8801643736323,,1920 x 1080,144 Hz,"24""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C24T550,,SAMSUNG,LC24T550FDRXEN,8806090961854,,1920 x 1080,75 Hz,"23.6""",VA,4,0,0,0,0,False,False,False,,
Samsung C27F390FHU,,SAMSUNG,LC27F390FHUXXE,8806088209296,,1920 x 1080,60 Hz,"27""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C27F396FHRXEN,,SAMSUNG,LC27F396FHRXEN,8806090969386,,1920 x 1080,60 Hz,"27""",VA,4,0,0,0,0,False,False,False,,
Samsung C27F396FHU,,SAMSUNG,LC27F396FHUXEN,8806088285634,,1920 x 1080,60 Hz,"27""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C27F591,,SAMSUNG,LC27F591FDUXEN,8806088212456,,1920 x 1080,60 Hz,"27""",VA,4,0,0,0,0,True,True,False,FreeSync,
Samsung C27FG70,,SAMSUNG,LC27FG70FQUXEN,8806088565156,,1920 x 1080,144 Hz,"27""",VA,1,1,1,0,0,False,False,True,FreeSync,
Samsung C27FG73,$31.9 USD,SAMSUNG,LC27FG73FQUXEN,8806088842929,,1920 x 1080,144 Hz,"27""",VA,1,0,0,0,0,False,True,True,FreeSync,https://www.amazon.ca/dp/B072JK2SF2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung C27H580,,SAMSUNG,LC27H580FDUXEN,8806088658667,,1920 x 1080,122 Hz,"27""",VA,4,1,1,0,1,False,True,False,FreeSync,
Samsung C27H711Q,,SAMSUNG,LC27H711QEUXEN,8806088594316,,2560 x 1440,60 Hz,"27""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C27HG70,,SAMSUNG,LC27HG70QQUXEN,8806088693620,,2560 x 1440,144 Hz,"27""",VA,1,0,0,0,0,False,True,True,FreeSync,
Samsung C27RG5,,SAMSUNG,LC27RG5,8801643983758,,1920 x 1080,240 Hz,"27""",VA,4,0,0,0,0,False,False,False,,
Samsung C27T550,,SAMSUNG,LC27T550FDUXEN,8806090423406,,1920 x 1080,122 Hz,"27""",VA,4,0,0,0,0,True,False,False,,
Samsung C32F391,,SAMSUNG,LC32F391FWUXEN,8806088254708,,1920 x 1080,60 Hz,"32""",VA,4,0,0,0,0,False,True,False,,
Samsung C32H711Q,,SAMSUNG,LC32H711QEUXEN,8806088594323,,2560 x 1440,60 Hz,"32""",VA,4,0,0,0,0,False,True,False,FreeSync,
Samsung C32HG70,,SAMSUNG,LC32HG70QQUXEN,8806088693637,,2560 x 1440,144 Hz,"32""",VA,1,0,0,0,0,False,True,True,FreeSync,
Samsung C32JG5,,SAMSUNG,LC32JG5,8801643348854,,2560 x 1440,144 Hz,"31.5""",TN,4,0,0,0,0,False,True,False,,
Samsung C32JG50F,,SAMSUNG,LC32JG50FQUXEN,8806090202520,,1920 x 1080,144 Hz,"32""",VA,4,0,0,0,0,False,False,False,FreeSync,
Samsung C32T550FDR,,SAMSUNG,LC32T550FDRXEN,8806090961878,,1920 x 1080,75 Hz,"31.5""",VA,4,0,0,0,0,True,False,False,,
Samsung C34F791,,SAMSUNG,LC34F791WQUXEN,8806088455235,,3440 x 1440,122 Hz,"34""",VA,4,0,0,0,0,True,True,False,FreeSync,
Samsung C34H890,,SAMSUNG,LC34H890WJUXEN,8806088780795,,3440 x 1440,122 Hz,"34""",VA,4,0,0,0,0,False,True,True,FreeSync,
Samsung C34J791,,SAMSUNG,LC34J791WTU,8801643205294,,3440 x 1440,122 Hz,"34""","VA, Quantum Dot",4,0,0,0,0,True,True,True,FreeSync,
Samsung C34J791,,SAMSUNG,LC34J791WTRXEN,8806090961076,,3440 x 1440,100 Hz,"34""",VA,4,0,0,0,0,False,False,True,,
Samsung C43J89 109,,SAMSUNG,LC43J89,8801643371852,,3840 x 1200,122 Hz,"43""",VA,5,0,0,0,0,False,True,True,,
Samsung C49HG90DMU,,SAMSUNG,LC49HG90DMUXEN,8806088859484,,3840 x 1080,144 Hz,"49""",VA,1,0,0,0,0,False,True,True,FreeSync,
Samsung C49J89,,SAMSUNG,LC49J890DKUXEN,8801643205317,,3840 x 1080,144 Hz,"49""",VA,5,0,0,0,0,False,False,True,,
Samsung C49J890,,SAMSUNG,LC49J890DKRXEN,8806092002197,,3840 x 1080,144 Hz,"49""",VA,5,0,0,0,0,True,False,True,,
Samsung C49RG9,,SAMSUNG,C49RG9,8801643751005,,5120 x 1440,122 Hz,"49""",VA,4,0,0,0,0,False,False,True,FreeSync,
Samsung Odyssey Ark,,SAMSUNG,LS55BG970NUXEN,8806094408072,,3840 × 2160,165 Hz,"54.6""",VA,1,0,0,0,0,True,False,True,,
Samsung Odyssey C49HG90DMR,,SAMSUNG,LC49HG90DMRXEN,8806092010604,,3840 x 1080,144 Hz,"49""",VA,4,0,0,0,0,False,False,True,,
Samsung Odyssey G5 C27G5,,SAMSUNG,LC27G5,8806090663994,,2560 x 1440,144 Hz,"27""",VA,1,0,0,0,0,False,False,False,,
Samsung Odyssey G5 C27G5,,SAMSUNG,LC27G55TQWRXEN,8806092005686,,2560 x 1440,144 Hz,"27""",VA,1,0,0,0,0,False,False,False,,
Samsung Odyssey G5 C32G5,,SAMSUNG,LC32G5,8806090663932,,2560 x 1440,144 Hz,"32""",VA,1,0,0,0,0,False,False,False,,
Samsung Odyssey G5 C34G5,,SAMSUNG,LC34G55TWWRXEN,8806090966873,,3440 x 1440,165 Hz,"34""",VA,1,0,0,0,0,False,False,False,,
Samsung Odyssey G5 G50A,,SAMSUNG,LS32AG520PUXEN,8806092828452,,2560 x 1440,165 Hz,"32""",IPS,1,0,0,0,0,False,False,True,,
Samsung Odyssey G9 C49G9,,SAMSUNG,LC49G95TSSUXEN,8806090424878,,5120 x 1440,240 Hz,"49""",VA,1,0,0,0,0,False,False,True,,
Samsung Odyssey G9 C49G9,,SAMSUNG,LC49G95TSSRXEN,8806092014831,,5120 x 1440,240 Hz,"49""",VA,1,0,0,0,0,False,False,True,,
Samsung Odyssey Neo G7 G75NB,,SAMSUNG,LS32BG750NUXEN,8806094338515,,3840 × 2160,165 Hz,"32""",VA,1,0,0,0,0,False,False,True,,
Samsung Odyssey Neo G9,,SAMSUNG,LS49AG950NUXEN,8806092522398,,5120 x 1440,240 Hz,"49""","Quantum Dot, VA",1,0,0,0,0,False,False,True,,
Samsung S24D330H,$25.08 USD,SAMSUNG,LS24D330HSX/EN,8806088440835,,1920 x 1080,60 Hz,"24""",TN,1,1,0,0,1,False,False,False,,https://www.amazon.ca/dp/B01IE3I5L0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung S24H850,,SAMSUNG,LS24H850QFUXEN,8806088799155,,2560 x 1440,60 Hz,"24""",IPS,5,0,0,0,0,False,False,True,,
Samsung S24R350FZU,,SAMSUNG,LS24R350FZUXEN,8806092176966,,1920 x 1080,75 Hz,"23.8""",IPS,5,0,0,0,0,False,False,False,,
Samsung S25HG50,,SAMSUNG,LS25HG50FQUXEN,8806088741437,,1920 x 1080,144 Hz,"24.5""",TN,1,2,1,0,0,False,False,True,FreeSync,
Samsung S27E330H,,SAMSUNG,LS27E330HSX/EN,8806088440842,,1920 x 1080,60 Hz,"27""",TN,1,1,0,0,1,False,False,False,,
Samsung S27E330H,$29.74 USD,SAMSUNG,LS27E330HZX/EN,8806088742908,,1920 x 1080,60 Hz,"27""",TN,1,0,0,0,0,False,False,False,,https://www.amazon.ca/dp/B01IE3IC6I?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung S27F350,,SAMSUNG,LS27F350FHUXEN,8806088209357,,1920 x 1080,122 Hz,"27""",PLS,4,0,0,0,0,False,False,False,FreeSync,
Samsung S27H850,,SAMSUNG,LS27H850QFUXEN,8806088799179,,2560 x 1440,60 Hz,"27""",IPS,5,0,0,0,0,False,False,True,,
Samsung S27R7,,SAMSUNG,S27R754QEU,8801643751012,,2560 x 1440,144 Hz,"27""",VA,4,0,0,0,0,False,False,True,,
Samsung S32R7,,SAMSUNG,LS32R7,8801643776213,,3840 × 2160,60 Hz,"32""",VA,4,0,0,0,0,False,False,True,,
Samsung S34J550,,SAMSUNG,LS34J550WQUXEN,8801643414443,,3440 x 1440,60 Hz,"34""",VA,4,0,0,0,0,False,False,False,FreeSync,
Samsung S49A950UIU,,SAMSUNG,LS49A950UIUXEN,8806092713956,,5120 x 1440,120 Hz,"49""","Quantum Dot, VA",4,0,0,0,0,True,False,True,,
Samsung U28E570D,,SAMSUNG,LU28E570DS/EN,8806088385051,,3840 × 2160,60 Hz,"28""",TN,1,0,0,0,0,False,False,False,FreeSync,
Samsung U28E590D,,SAMSUNG,LU28E590DS/EN,8806086929493,,3840 × 2160,60 Hz,"28""",TN,1,0,0,0,0,False,False,True,FreeSync,
Samsung U28E850R,,SAMSUNG,LU28E85KRS/EN,8806086934381,,3840 × 2160,60 Hz,"28""",TN,1,0,0,0,0,False,False,True,FreeSync,
Samsung U28H750,,SAMSUNG,LU28H750UQUXEN,8806088673370,,3840 × 2160,60 Hz,"28""",TN,1,0,0,0,0,False,False,False,FreeSync,
Samsung U32H850,,SAMSUNG,LU32H850UMUXEN,8806088851747,,3840 × 2160,60 Hz,"32""",VA,4,0,0,0,0,False,False,True,FreeSync,
Samsung U32J59,,SAMSUNG,LU32J59,8801643212094,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,False,False,False,FreeSync,
Samsung U32R59,,SAMSUNG,U32R59,8801643751357,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,False,False,False,,
Samsung U32R590CWRXEN,,SAMSUNG,LU32R590CWRXEN,8806090961823,,3840 × 2160,60 Hz,"31.5""",VA,4,0,0,0,0,False,False,False,,
Viewsonic ELITE XG2405,$192.22 USD,ViewSonic,XG2405,0766907005035,,1920 x 1080,144 Hz,"23.8""",IPS,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B081LTXZ1R?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic ELITE XG240R,$154.0 USD,ViewSonic,XG240R,0766907993127,,1920 x 1080,144 Hz,"23.6""",TN,1,0,0,0,0,False,False,True,FreeSync,https://www.amazon.ca/dp/B07L53SFGG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic ELITE XG270,$311.9 USD,ViewSonic,XG270,0766907004779,,1920 x 1080,240 Hz,"27""",IPS,1,0,0,0,0,True,False,True,FreeSync,https://www.amazon.ca/dp/B07VL5SNG8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Viewsonic ELITE XG270QC,$220.33 USD,ViewSonic,XG270QC,0766907004212,,2560 x 1440,165 Hz,"27""",MVA,3,0,0,0,0,True,True,True,FreeSync,https://www.amazon.ca/dp/B07VKPWYQ5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
