Rank,University_Name,National/Regional Rank,Alumni,Award,Hici,N&S,PUB,PCP
601-700,Mansoura University,2-4,0.0,0.0,0.0,2.5,36.2,15.4
601-700,University Putra Malaysia,2-4,0.0,0.0,6.5,2.5,29.5,12.9
601-700,University of Siena,22-27,0.0,0.0,6.5,6.7,26.1,19.4
601-700,Hunan Normal University,115-137,0.0,0.0,6.5,2.5,33.0,11.9
601-700,Nantong University,115-137,0.0,0.0,0.0,3.8,35.6,12.4
601-700,University of Sherbrooke,21-22,0.0,0.0,0.0,11.5,26.8,13.4
601-700,Chulalongkorn University,1-3,0.0,0.0,0.0,2.9,35.2,15.0
601-700,University of Clermont Auvergne,20,0.0,0.0,6.5,5.5,28.4,14.6
601-700,Mahidol University,1-3,0.0,0.0,0.0,5.7,35.4,15.2
601-700,Concordia University,21-22,0.0,0.0,6.5,5.4,28.7,15.0
601-700,Alexandria University,2-4,11.6,0.0,0.0,3.6,32.2,14.2
601-700,National University of Malaysia,2-4,0.0,0.0,0.0,3.8,33.8,14.4
601-700,Wayne State University,143-155,0.0,0.0,0.0,6.1,32.4,14.4
601-700,Ain Shams University,2-4,0.0,0.0,0.0,5.1,33.5,14.4
701-800,University of Concepcion,3,0.0,0.0,6.5,6.1,24.1,10.9
701-800,University of Hull,43-51,13.7,0.0,0.0,5.7,18.9,19.3
701-800,University of Plymouth,43-51,0.0,0.0,9.2,4.3,21.4,17.5
701-800,The Open University,43-51,0.0,0.0,6.5,9.3,21.0,12.0
701-800,"St George's, University of London",43-51,0.0,0.0,9.2,4.0,18.6,20.0
701-800,Chongqing University of Posts and Telecommunications,138-156,0.0,0.0,9.2,0.0,26.8,12.0
701-800,National Taiwan University of Science and Technology,8-10,0.0,0.0,9.2,1.4,24.5,19.3
701-800,Xi'an University of Science and Technology,138-156,0.0,0.0,6.5,1.4,27.2,11.9
701-800,Iran University of Medical Sciences,4-6,0.0,0.0,6.5,3.5,26.9,11.8
701-800,Beijing Technology and Business University,138-156,0.0,0.0,6.5,2.0,27.9,14.1
701-800,Suzhou University of Science and Technology,138-156,0.0,0.0,6.5,0.0,29.0,11.9
701-800,Hubei University,138-156,0.0,0.0,6.5,3.8,25.9,11.0
701-800,Henan University of Science and Technology,138-156,0.0,0.0,6.5,2.7,29.8,9.8
701-800,University of the Sunshine Coast,29,0.0,0.0,6.5,5.5,20.5,21.1
701-800,Chang'an University,138-156,0.0,0.0,0.0,1.4,36.6,12.7
701-800,University of International Business and Economics,138-156,0.0,0.0,6.5,,21.5,13.4
701-800,Chengdu University of Technology,138-156,0.0,0.0,0.0,5.5,32.7,12.3
701-800,University of Eastern Piedmont,28-31,0.0,0.0,6.5,3.8,20.7,20.6
701-800,Southern Methodist University,156-167,10.4,0.0,6.5,5.3,18.5,16.8
701-800,University of Ferrara,28-31,0.0,0.0,0.0,5.0,27.5,20.6
701-800,Homi Bhabha National Institute,5-7,0.0,0.0,0.0,6.8,30.6,13.3
701-800,Lanzhou University of Technology,138-156,0.0,0.0,6.5,0.0,28.5,11.9
701-800,Asia University,8-10,0.0,0.0,6.5,1.4,23.8,21.7
701-800,Army Medical University,138-156,0.0,0.0,0.0,7.2,28.9,12.6
701-800,Taipei Medical University,8-10,0.0,0.0,0.0,3.2,29.3,18.5
701-800,Tilburg University,13,0.0,0.0,0.0,,25.9,16.9
701-800,Brno University of Technology,4,0.0,0.0,6.5,5.0,21.4,17.0
701-800,Sharif University of Technology,4-6,14.7,0.0,0.0,2.5,26.3,12.0
701-800,Istanbul Technical University,3-5,0.0,0.0,6.5,2.5,28.7,12.5
701-800,Southwestern University of Finance and Economics,138-156,0.0,0.0,0.0,,27.3,13.5
701-800,Shanghai Ocean University,138-156,0.0,0.0,6.5,2.0,26.5,15.7
701-800,Shantou University,138-156,0.0,0.0,0.0,4.7,29.7,14.9
701-800,Zhejiang Normal University,138-156,0.0,0.0,0.0,4.6,33.6,11.9
701-800,Norwegian University of Life Sciences,5,0.0,0.0,6.5,6.2,19.5,17.7
701-800,Beijing Forestry University,138-156,0.0,0.0,0.0,3.5,33.4,15.6
701-800,Umm Al-Qura University,8-10,0.0,0.0,0.0,0.0,34.0,14.4
701-800,Brunel University London,43-51,0.0,0.0,9.2,2.5,24.1,16.7
701-800,Koc University,3-5,0.0,0.0,6.5,5.9,23.7,10.7
701-800,Syracuse University,156-167,0.0,0.0,0.0,10.0,25.0,12.9
701-800,HSE University,5,0.0,0.0,0.0,,27.1,13.0
701-800,University of Cyprus,1,0.0,0.0,6.5,3.2,23.3,21.2
701-800,University of Greenwich,43-51,16.4,0.0,6.5,4.0,18.4,13.3
701-800,Rutgers University-Newark,156-167,0.0,0.0,6.5,9.1,19.6,15.8
701-800,Ohio University,156-167,12.7,0.0,0.0,9.2,18.5,15.4
701-800,Hacettepe University,3-5,0.0,0.0,0.0,2.9,33.1,14.1
701-800,Al-Azhar University,5-6,0.0,0.0,0.0,2.0,32.2,13.7
701-800,Zagazig University,5-6,0.0,0.0,6.5,0.0,30.8,13.4
701-800,University of Ulster,43-51,0.0,0.0,11.3,4.5,20.1,15.0
701-800,University of Palermo,28-31,0.0,0.0,0.0,4.5,31.9,16.3
701-800,University of Calabria,28-31,0.0,0.0,6.5,2.0,23.8,17.1
701-800,Xinjiang University,138-156,0.0,0.0,0.0,0.0,35.0,13.4
701-800,University of the Punjab,2,12.7,0.0,0.0,1.4,29.9,13.3
701-800,Copenhagen Business School,6,0.0,0.0,9.2,,19.3,10.3
701-800,NOVA University Lisbon,6,0.0,0.0,6.5,5.0,25.6,15.1
701-800,Stockholm School of Economics,11-12,0.0,14.6,0.0,,11.1,19.7
701-800,University of Eastern Finland,6-7,0.0,0.0,0.0,6.9,29.8,13.0
701-800,Orebro University,11-12,0.0,0.0,6.5,3.9,22.9,19.7
701-800,Jeonbuk National University,19-22,0.0,0.0,0.0,4.2,31.5,15.9
701-800,Chung-Ang University,19-22,0.0,0.0,0.0,2.9,32.8,15.9
701-800,Chungbuk National University,19-22,0.0,0.0,6.5,2.5,27.0,16.5
701-800,University of Malaga,21-26,0.0,0.0,0.0,5.0,29.2,14.0
701-800,Federal University of Sao Paulo,7-11,0.0,0.0,0.0,3.9,30.5,13.0
701-800,University of Extremadura,21-26,0.0,0.0,9.2,3.9,22.5,14.4
701-800,Kent State University,156-167,0.0,0.0,9.2,4.3,21.1,13.6
701-800,Clemson University,156-167,0.0,0.0,0.0,6.4,30.2,16.2
701-800,University at Albany (State University of New York),156-167,0.0,0.0,6.5,4.5,22.7,17.4
701-800,Hasselt University,8,0.0,0.0,6.5,3.8,20.9,21.0
701-800,The University of Texas at Arlington,156-167,0.0,0.0,6.5,3.8,25.2,17.6
701-800,University of Tennessee Health Science Center,156-167,0.0,0.0,9.2,7.8,21.5,11.7
701-800,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,5-7,0.0,0.0,0.0,1.4,34.5,14.6
701-800,University of Idaho,156-167,0.0,0.0,6.5,8.8,18.2,16.3
701-800,University of Wyoming,156-167,0.0,0.0,6.5,5.7,22.4,16.9
701-800,University of Sharjah,2,0.0,0.0,6.5,2.0,28.4,12.4
701-800,University of Jyvaskyla,6-7,0.0,0.0,0.0,8.0,27.7,12.2
701-800,Chungnam National University,19-22,0.0,0.0,0.0,2.0,32.8,16.8
701-800,Paris-East Créteil University,21,0.0,0.0,6.5,5.2,23.5,14.1
701-800,New Jersey Institute of Technology,156-167,0.0,0.0,6.5,7.4,18.1,18.6
701-800,University of Magdeburg,43-47,0.0,0.0,0.0,5.9,23.6,23.0
701-800,University of Greifswald,43-47,0.0,0.0,6.5,7.2,18.0,19.4
701-800,University of Augsburg,43-47,0.0,0.0,6.5,5.7,19.5,20.2
701-800,University of Oldenburg,43-47,0.0,0.0,0.0,9.5,21.2,22.1
701-800,Technical University of Dortmund,43-47,0.0,0.0,0.0,4.3,26.8,24.9
701-800,Shahid Beheshti University of Medical Sciences,4-6,0.0,0.0,0.0,4.0,30.9,13.2
701-800,Loughborough University,43-51,0.0,0.0,0.0,5.0,27.9,16.7
701-800,Northumbria University,43-51,0.0,0.0,0.0,5.9,28.7,12.9
701-800,King Fahd University of Petroleum & Minerals,8-10,0.0,0.0,0.0,0.0,31.1,20.4
701-800,Qassim University,8-10,0.0,0.0,6.5,1.4,29.1,12.7
701-800,Harbin Medical University,138-156,0.0,0.0,0.0,2.0,31.3,17.3
701-800,China Medical University (Shenyang),138-156,0.0,0.0,0.0,2.0,33.2,18.6
701-800,Indian Institute of Technology Roorkee,5-7,0.0,0.0,6.5,0.0,29.1,12.6
701-800,Kitasato University,21-22,0.0,13.8,0.0,5.0,19.2,10.3
701-800,University of Alcalá,21-26,0.0,0.0,0.0,7.8,25.9,17.3
701-800,Universitat de Lleida,21-26,0.0,0.0,9.2,3.8,18.4,19.9
701-800,University Rovira i Virgili,21-26,0.0,0.0,0.0,5.2,24.2,23.5
701-800,Kindai University,21-22,0.0,0.0,9.2,6.4,22.2,10.6
701-800,Federal University of Santa Catarina,7-11,0.0,0.0,0.0,4.4,30.2,12.9
701-800,University of Castilla–La Mancha,21-26,0.0,0.0,6.5,2.5,26.6,13.9
701-800,Federal University of Parana,7-11,0.0,0.0,0.0,3.2,32.9,14.0
701-800,Federal University of Santa Maria,7-11,0.0,0.0,9.2,4.7,25.0,11.5
701-800,University of Brasília,7-11,0.0,0.0,0.0,5.9,29.7,12.8
801-900,The Royal Veterinary College,52-58,0.0,0.0,6.5,9.1,13.9,16.9
801-900,Memorial University of Newfoundland,23-25,0.0,0.0,6.5,4.3,22.6,12.8
801-900,Kanazawa University,23-25,0.0,0.0,0.0,8.2,25.1,13.5
801-900,University of Burgundy,22-24,0.0,0.0,0.0,6.2,26.6,15.1
801-900,University Savoie Mont Blanc,22-24,0.0,0.0,0.0,8.1,21.5,19.1
801-900,INSA Toulouse,22-24,0.0,0.0,11.3,4.5,13.1,16.9
801-900,Heriot-Watt University,52-58,0.0,0.0,6.5,3.9,19.9,17.4
801-900,"Royal Holloway, University of London",52-58,0.0,0.0,0.0,8.5,21.8,16.9
801-900,"Birkbeck, University of London",52-58,0.0,0.0,6.5,6.6,17.2,17.0
801-900,Cranfield University,52-58,0.0,0.0,6.5,2.9,20.2,18.7
801-900,Ankara University,6-7,0.0,0.0,0.0,4.3,29.9,12.8
801-900,Nottingham Trent University,52-58,0.0,0.0,6.5,2.0,23.6,16.8
801-900,American University of Beirut,2,0.0,0.0,9.2,2.5,20.5,9.6
801-900,The Graduate University for Advanced Studies,23-25,0.0,0.0,0.0,12.8,19.0,9.7
801-900,The University of Waikato,5-7,0.0,0.0,6.5,2.9,20.4,19.1
801-900,University of Regina,23-25,0.0,0.0,6.5,5.5,18.1,14.8
801-900,King Faisal University,11,0.0,0.0,0.0,3.9,27.9,11.9
801-900,University of Oviedo,27-30,0.0,0.0,0.0,6.0,27.2,13.7
801-900,Massey University,5-7,0.0,0.0,0.0,5.9,25.7,16.5
801-900,National University of Cordoba,2,0.0,0.0,6.5,5.4,20.6,9.4
801-900,National Chung Hsing University,11,0.0,0.0,0.0,3.5,28.0,16.0
801-900,University of Stirling,52-58,0.0,0.0,6.5,7.3,17.7,16.9
801-900,University of Quebec Montreal,23-25,0.0,0.0,0.0,4.6,26.7,13.0
801-900,University of Girona,27-30,0.0,0.0,0.0,4.4,22.8,22.0
801-900,Budapest University of Technology and Economics,4,16.4,0.0,0.0,3.8,21.7,10.5
801-900,United Arab Emirates University,3,0.0,0.0,0.0,5.5,28.6,12.3
801-900,University of Thessaly,3-5,0.0,0.0,6.5,4.3,24.0,10.7
801-900,"National University of Ireland, Maynooth",5-6,11.6,0.0,9.2,2.5,17.4,9.1
801-900,Catholic University of Korea,23-26,0.0,0.0,0.0,2.5,30.8,14.3
801-900,University of Vigo,27-30,0.0,0.0,0.0,4.5,26.5,15.8
801-900,National Technical University of Athens,3-5,0.0,0.0,6.5,0.0,25.4,11.1
801-900,Czech University of Life Sciences Prague,5-6,0.0,0.0,0.0,4.3,22.7,21.9
801-900,Polytechnic University of Catalonia,27-30,0.0,0.0,0.0,3.8,27.8,17.3
801-900,University of Limerick,5-6,0.0,0.0,6.5,4.0,23.2,10.3
801-900,University of Crete,3-5,0.0,0.0,6.5,6.6,20.8,9.6
801-900,AUT University,5-7,0.0,0.0,6.5,2.0,21.2,15.1
801-900,National University of Colombia,1,0.0,0.0,0.0,5.5,26.9,11.7
801-900,Czech Technical University in Prague,5-6,5.2,0.0,0.0,3.6,25.0,14.9
801-900,University of Jordan,1,0.0,0.0,6.5,1.4,23.5,10.4
801-900,University of Kassel,48,0.0,0.0,6.5,3.8,18.7,18.3
801-900,Politecnico di Bari,32-40,0.0,0.0,6.5,5.2,18.1,18.8
801-900,Free University of Bozen-Bolzano,32-40,0.0,0.0,9.2,2.0,17.0,18.4
801-900,Campus Bio-Medico University of Rome,32-40,0.0,0.0,11.3,2.5,15.3,18.2
801-900,Scuola Normale Superiore - Pisa,32-40,15.6,0.0,0.0,5.3,16.5,19.4
801-900,University of Messina,32-40,0.0,0.0,0.0,2.9,28.9,17.6
801-900,University of Modena and Reggio Emilia,32-40,0.0,0.0,0.0,2.5,28.6,18.4
801-900,University of Cagliari,32-40,0.0,0.0,0.0,3.8,26.6,16.9
801-900,University of Canberra,30,0.0,0.0,0.0,2.9,23.5,22.2
801-900,Dongguk University,23-26,0.0,0.0,0.0,3.4,26.8,14.0
801-900,Nagasaki University,23-25,10.4,0.0,0.0,4.0,23.0,11.9
801-900,Gdansk University of Technology,3,0.0,0.0,9.2,1.4,22.6,14.4
801-900,Hebei Medical University,157-179,0.0,0.0,0.0,0.0,31.6,18.4
801-900,Northeast Forestry University,157-179,0.0,0.0,0.0,2.0,30.8,13.6
801-900,Johannes Kepler University Linz,9-11,0.0,0.0,0.0,6.2,21.7,21.4
801-900,University of Salzburg,9-11,0.0,0.0,6.5,2.0,19.4,19.5
801-900,Aligarh Muslim University,8-11,0.0,0.0,6.5,2.9,22.6,10.0
801-900,Saveetha Institute of Medical and Technical Sciences (Deemed to be University),8-11,0.0,0.0,0.0,0.0,32.7,13.9
801-900,Indian Institute of Technology Madras,8-11,0.0,0.0,0.0,3.2,31.0,13.2
801-900,Indian Institute of Technology Kharagpur,8-11,0.0,0.0,0.0,0.0,32.1,13.6
801-900,Xiangtan University,157-179,0.0,0.0,0.0,3.8,29.2,11.4
801-900,Skolkovo Institute of Science and Technology,6-7,0.0,0.0,6.5,8.9,17.7,8.8
801-900,Sichuan Agricultural University,157-179,0.0,0.0,0.0,2.0,32.5,11.1
801-900,Florida Atlantic University,168-176,0.0,0.0,6.5,4.4,20.6,14.5
801-900,University of Texas Rio Grande Valley,168-176,0.0,0.0,9.2,5.0,18.2,12.1
801-900,SUNY Downstate Health Sciences University,168-176,0.0,14.1,0.0,3.2,14.6,16.2
801-900,University of Wisconsin-Milwaukee,168-176,9.0,0.0,0.0,5.9,20.6,13.9
801-900,University of Texas at El Paso,168-176,0.0,0.0,6.5,6.6,18.3,15.4
801-900,The Education University of Hong Kong,7,0.0,0.0,6.5,0.0,24.0,16.6
801-900,Federal University of Viçosa,12-13,0.0,0.0,6.5,2.9,24.2,10.7
801-900,University of Missouri-Kansas City,168-176,0.0,0.0,6.5,2.7,20.4,15.3
801-900,University of Alaska - Fairbanks,168-176,0.0,0.0,0.0,11.6,16.4,19.1
801-900,Old Dominion University,168-176,0.0,0.0,6.5,6.9,19.5,14.3
801-900,Federal University of Sao Carlos,12-13,0.0,0.0,0.0,5.4,27.3,11.8
801-900,University of Rhode Island,168-176,0.0,0.0,6.5,3.8,21.4,15.4
801-900,Southwest Petroleum University,157-179,0.0,0.0,0.0,2.5,31.8,12.1
801-900,Hangzhou Normal University,157-179,0.0,0.0,0.0,3.2,29.7,11.8
801-900,Chengdu University,157-179,0.0,0.0,0.0,1.4,30.3,12.1
801-900,China Pharmaceutical University,157-179,0.0,0.0,0.0,5.0,26.9,13.1
801-900,Gachon University,23-26,0.0,0.0,0.0,2.0,29.5,15.9
801-900,University of Campania Luigi Vanvitelli,32-40,0.0,0.0,0.0,2.5,29.1,18.3
801-900,Istanbul University Cerrahpaşa,6-7,0.0,0.0,6.5,0.0,25.4,11.1
801-900,Kangwon National University,23-26,0.0,0.0,0.0,3.5,26.3,13.8
801-900,Novosibirsk State University,6-7,12.7,0.0,0.0,3.5,23.2,10.7
801-900,University of Salerno,32-40,0.0,0.0,0.0,2.9,28.4,16.7
801-900,Xuzhou Medical University,157-179,0.0,0.0,0.0,2.0,28.9,15.1
801-900,Wuhan University of Science and Technology,157-179,0.0,0.0,0.0,2.5,32.1,12.0
801-900,Zhongnan University of Economics and Law,157-179,0.0,0.0,0.0,,24.3,11.3
801-900,Liaocheng University,157-179,0.0,0.0,6.5,1.4,26.0,10.2
801-900,Jimei University,157-179,0.0,0.0,6.5,4.5,21.2,9.5
801-900,Shandong Normal University,157-179,0.0,0.0,0.0,2.0,31.7,11.8
801-900,Xi'an University of Architecture and Technology,157-179,0.0,0.0,0.0,0.0,31.8,11.9
801-900,Graz University of Technology,9-11,0.0,0.0,0.0,6.2,21.3,21.1
801-900,Anhui Agricultural University,157-179,0.0,0.0,6.5,1.4,25.4,11.7
801-900,Shaanxi University of Science and Technology,157-179,0.0,0.0,6.5,0.0,27.1,12.6
801-900,Qingdao Agricultural University,157-179,0.0,0.0,6.5,3.2,23.5,9.4
801-900,Capital Normal University,157-179,0.0,0.0,6.5,5.2,23.3,10.5
801-900,Shanghai Normal University,157-179,0.0,0.0,0.0,5.6,26.0,10.0
801-900,Heilongjiang University,157-179,0.0,0.0,11.3,1.4,21.3,9.5
801-900,Jiangxi Normal University,157-179,0.0,0.0,9.2,1.4,24.4,9.8
801-900,University of South China,157-179,0.0,0.0,0.0,1.4,30.8,12.6
901-1000,Dublin City University,7,0.0,0.0,6.5,3.2,20.4,9.2
901-1000,Juntendo University,26-30,0.0,0.0,0.0,5.3,24.7,10.7
901-1000,Ajou University,27-29,0.0,0.0,0.0,2.0,25.3,15.3
901-1000,Liaoning University of Technology,180-203,0.0,0.0,17.2,0.0,12.8,12.2
901-1000,Shanghai University of Finance and Economics,180-203,0.0,0.0,0.0,,22.2,13.9
901-1000,Hallym University,27-29,0.0,0.0,0.0,3.5,24.2,14.7
901-1000,Harbin University of Science and Technology,180-203,0.0,0.0,6.5,0.0,23.5,9.7
901-1000,Loyola University Chicago,177-183,0.0,0.0,0.0,4.9,22.4,14.1
901-1000,Amherst College,177-183,24.4,0.0,0.0,4.6,9.3,19.1
901-1000,University of Alabama in Huntsville,177-183,0.0,0.0,6.5,6.4,13.5,15.5
901-1000,Tanta University,7-8,0.0,0.0,0.0,1.4,26.9,11.4
901-1000,Lehigh University,177-183,0.0,0.0,0.0,6.8,20.2,15.5
901-1000,Wuhan Institute of Technology,180-203,0.0,0.0,0.0,3.2,25.7,11.1
901-1000,Jiangsu University of Science and Technology,180-203,0.0,0.0,0.0,0.0,30.8,11.4
901-1000,Tianjin University of Science and Technology,180-203,0.0,0.0,6.5,0.0,23.4,10.8
901-1000,Inner Mongolia University,180-203,0.0,0.0,6.5,1.4,22.4,10.1
901-1000,Henan Polytechnic University,180-203,0.0,0.0,0.0,0.0,29.5,9.6
901-1000,Henan Agricultural University,180-203,0.0,0.0,0.0,3.5,26.2,10.1
901-1000,Guilin University of Electronic Technology,180-203,0.0,0.0,0.0,1.4,27.4,10.7
901-1000,Changsha University of Science and Technology,180-203,0.0,0.0,0.0,2.3,28.2,10.1
901-1000,Suez Canal University,7-8,0.0,0.0,6.5,2.9,20.3,9.1
901-1000,North Dakota State University,177-183,0.0,0.0,6.5,1.4,19.4,15.6
901-1000,Yokohama City University,26-30,0.0,0.0,0.0,8.6,22.1,10.1
901-1000,University of South Africa,8,13.7,0.0,0.0,1.4,22.8,10.5
901-1000,The University of Tokushima,26-30,12.7,0.0,0.0,6.9,17.8,11.2
901-1000,Guangzhou University of Chinese Medicine,180-203,0.0,0.0,0.0,2.0,27.8,11.1
901-1000,Huaqiao University,180-203,0.0,0.0,0.0,3.2,25.6,10.1
901-1000,Yantai University,180-203,0.0,0.0,0.0,2.0,27.2,11.3
901-1000,Zhejiang A&F University,180-203,0.0,0.0,0.0,3.0,26.3,11.5
901-1000,Yangtze University,180-203,0.0,0.0,0.0,1.4,28.6,10.5
901-1000,Xi'an Jiaotong-Liverpool University,180-203,0.0,0.0,6.5,0.0,22.2,11.4
901-1000,University of Novi Sad,2,0.0,0.0,0.0,2.9,27.1,11.6
901-1000,University of Patras,6,0.0,0.0,0.0,3.8,26.6,11.4
901-1000,Western Norway University of Applied Sciences,6,0.0,0.0,9.2,3.5,17.7,10.4
901-1000,University of Hertfordshire,59-62,0.0,0.0,6.5,5.8,18.5,10.7
901-1000,Kumamoto University,26-30,0.0,0.0,0.0,6.1,23.0,13.7
901-1000,University of Portsmouth,59-62,0.0,0.0,0.0,4.7,23.0,12.6
901-1000,University of Bradford,59-62,0.0,0.0,6.5,4.7,16.4,13.9
901-1000,Ege University,8-10,0.0,0.0,0.0,3.5,26.8,11.5
901-1000,Shanxi Medical University,180-203,0.0,0.0,0.0,0.0,28.8,15.5
901-1000,Cukurova University,8-10,0.0,0.0,6.5,2.5,22.3,9.9
901-1000,Augusta University,177-183,0.0,0.0,6.5,2.0,20.5,12.0
901-1000,University of Poitiers,25,10.4,0.0,0.0,5.4,19.3,11.5
901-1000,Lakehead University,26-27,0.0,0.0,9.2,4.0,14.6,15.8
901-1000,University of New Brunswick,26-27,0.0,0.0,6.5,3.2,18.8,13.9
901-1000,Tokyo University of Agriculture and Technology,26-30,0.0,0.0,0.0,7.0,18.9,16.7
901-1000,Sunway University,5,0.0,0.0,11.3,0.0,20.2,9.8
901-1000,University of Central Lancashire,59-62,0.0,0.0,9.2,5.0,15.5,9.0
901-1000,Shanghai University of Traditional Chinese Medicine,180-203,0.0,0.0,0.0,0.0,27.5,16.4
901-1000,National University of Sciences and Technology Pakistan,3-5,0.0,0.0,0.0,0.0,28.8,12.2
901-1000,Amirkabir University of Technology,7-9,0.0,0.0,0.0,2.0,27.0,11.5
901-1000,National Central University,12-13,0.0,0.0,0.0,3.5,24.4,16.2
901-1000,Kaohsiung Medical University,12-13,0.0,0.0,0.0,0.0,26.8,19.5
901-1000,Charles Sturt University,31,0.0,0.0,6.5,2.0,19.0,17.6
901-1000,University of Cantabria,31-36,0.0,0.0,0.0,5.2,21.3,17.0
901-1000,Jazan University,12,0.0,0.0,0.0,2.9,26.6,11.3
901-1000,University of Valladolid,31-36,0.0,0.0,0.0,3.5,24.9,13.4
901-1000,University of Jaen,31-36,0.0,0.0,6.5,1.4,21.1,14.9
901-1000,Universidad de Cadiz,31-36,0.0,0.0,0.0,5.4,22.6,14.8
901-1000,University of Cordoba,31-36,0.0,0.0,0.0,2.5,25.1,16.4
901-1000,Carlos III University of Madrid,31-36,0.0,0.0,0.0,4.9,23.2,14.9
901-1000,Nicolaus Copernicus University,4-8,0.0,0.0,0.0,5.5,23.7,10.2
901-1000,Adam Mickiewicz University,4-8,0.0,0.0,0.0,5.7,25.1,9.2
901-1000,University of Nebraska Medical Center,177-183,0.0,0.0,0.0,4.3,23.6,17.0
901-1000,Roma Tre University,41-42,0.0,0.0,0.0,5.2,23.9,15.0
901-1000,Universidade Federal de Pelotas,14-18,0.0,0.0,6.5,2.5,20.7,9.2
901-1000,Federal University of Goiás,14-18,0.0,0.0,0.0,5.7,24.2,10.5
901-1000,Federal University of Ceara,14-18,0.0,0.0,0.0,4.7,24.9,10.7
901-1000,Federal University of Pernambuco,14-18,0.0,0.0,0.0,2.5,28.0,11.9
901-1000,University of Udine,41-42,0.0,0.0,0.0,3.5,22.7,17.3
901-1000,University of Hohenheim,49-51,0.0,0.0,0.0,6.5,19.4,19.4
901-1000,Federal University of Bahia,14-18,0.0,0.0,0.0,5.0,23.9,10.3
901-1000,Manipal Academy of Higher Education,12-15,0.0,0.0,0.0,0.0,29.5,12.5
901-1000,University of Calcutta,12-15,17.2,0.0,0.0,2.0,18.8,9.5
901-1000,Indian Institute of Technology Kanpur,12-15,0.0,0.0,0.0,3.8,26.5,11.4
901-1000,Banaras Hindu University,12-15,0.0,0.0,0.0,2.5,28.0,11.9
901-1000,University of Tabriz,7-9,0.0,0.0,0.0,1.4,27.1,11.5
901-1000,Guangxi Medical University,180-203,0.0,0.0,0.0,2.0,28.3,9.7
901-1000,Guangdong Ocean University,180-203,0.0,0.0,6.5,1.4,22.5,9.2
901-1000,Dalian Polytechnic University,180-203,0.0,0.0,6.5,0.0,22.0,12.7
901-1000,Dalian Medical University,180-203,0.0,0.0,0.0,1.4,25.1,15.5
901-1000,North University of China,180-203,0.0,0.0,0.0,1.4,27.5,10.0
901-1000,Gyeongsang National University,27-29,0.0,0.0,0.0,1.4,26.3,13.5
901-1000,Ataturk University,8-10,0.0,0.0,0.0,2.5,26.4,11.3
901-1000,University of Kaiserslautern-Landau,49-51,15.6,0.0,0.0,5.8,18.0,9.3
901-1000,Wroclaw Medical University,4-8,0.0,0.0,6.5,0.0,21.5,14.7
901-1000,Iran University of Science & Technology,7-9,0.0,0.0,0.0,0.0,28.9,12.3
901-1000,Warsaw University of Technology,4-8,0.0,0.0,0.0,3.2,25.3,11.1
901-1000,AGH University of Krakow,4-8,0.0,0.0,0.0,2.0,28.0,11.6
901-1000,Taras Shevchenko National University of Kyiv,1,15.6,0.0,0.0,3.8,19.2,9.5
901-1000,Universite de Tunis El Manar,1,0.0,0.0,0.0,3.5,25.1,10.7
901-1000,University of Ghana,1,0.0,0.0,0.0,6.2,23.6,10.4
901-1000,Hassan II University of Casablanca,1,0.0,0.0,6.5,2.9,20.5,9.2
901-1000,Comenius University in Bratislava,1,0.0,0.0,0.0,5.2,25.5,11.0
901-1000,Singapore University of Technology & Design,4,0.0,0.0,9.2,4.7,17.5,8.6
901-1000,Universidad Andrés Bello,4,0.0,0.0,6.5,4.0,21.1,9.5
901-1000,University of Lahore,3-5,0.0,0.0,0.0,1.4,27.5,11.7
901-1000,Linnaeus University,13,0.0,0.0,6.5,3.5,19.0,13.3
901-1000,University of Wuppertal,49-51,0.0,0.0,0.0,6.9,19.3,19.4
901-1000,Abdul Wali Khan University Mardan,3-5,0.0,0.0,6.5,3.8,20.9,9.4
