index,Format,Metric,Year,Number of Records,Value (Actual)
1409,Limited Tier Paid Subscription,Value,2019,1,829.498739675
1410,Music Video (Physical),Value,1973,1,
1411,Music Video (Physical),Value,1974,1,
1412,Music Video (Physical),Value,1975,1,
1413,Music Video (Physical),Value,1976,1,
1414,Music Video (Physical),Value,1977,1,
1415,Music Video (Physical),Value,1978,1,
1416,Music Video (Physical),Value,1979,1,
1417,Music Video (Physical),Value,1980,1,
1418,Music Video (Physical),Value,1981,1,
1419,Music Video (Physical),Value,1982,1,
1420,Music Video (Physical),Value,1983,1,
1421,Music Video (Physical),Value,1984,1,
1422,Music Video (Physical),Value,1985,1,
1423,Music Video (Physical),Value,1986,1,
1424,Music Video (Physical),Value,1987,1,
1425,Music Video (Physical),Value,1988,1,
1426,Music Video (Physical),Value,1989,1,115.4
1427,Music Video (Physical),Value,1990,1,172.3
1428,Music Video (Physical),Value,1991,1,118.1
1429,Music Video (Physical),Value,1992,1,157.4
1430,Music Video (Physical),Value,1993,1,213.3
1431,Music Video (Physical),Value,1994,1,231.1
1432,Music Video (Physical),Value,1995,1,220.3
1433,Music Video (Physical),Value,1996,1,236.1
1434,Music Video (Physical),Value,1997,1,323.9
1435,Music Video (Physical),Value,1998,1,508.0
1436,Music Video (Physical),Value,1999,1,376.7
1437,Music Video (Physical),Value,2000,1,281.9
1438,Music Video (Physical),Value,2001,1,329.2
1439,Music Video (Physical),Value,2002,1,288.4
1440,Music Video (Physical),Value,2003,1,399.9
1441,Music Video (Physical),Value,2004,1,607.2
1442,Music Video (Physical),Value,2005,1,602.2
1443,Music Video (Physical),Value,2006,1,451.1
1444,Music Video (Physical),Value,2007,1,484.9
1445,Music Video (Physical),Value,2008,1,227.3
1446,Music Video (Physical),Value,2009,1,209.6
1447,Music Video (Physical),Value,2010,1,177.6
1448,Music Video (Physical),Value,2011,1,151.0
1449,Music Video (Physical),Value,2012,1,116.613654602
1450,Music Video (Physical),Value,2013,1,106.283137789
1451,Music Video (Physical),Value,2014,1,89.705579875
1452,Music Video (Physical),Value,2015,1,70.434363958
1453,Music Video (Physical),Value,2016,1,56.922902813
1454,Music Video (Physical),Value,2017,1,38.619446998
1455,Music Video (Physical),Value,2018,1,27.561260298
1456,Music Video (Physical),Value,2019,1,27.705246783
1457,On-Demand Streaming (Ad-Supported),Value,1973,1,
1458,On-Demand Streaming (Ad-Supported),Value,1974,1,
1459,On-Demand Streaming (Ad-Supported),Value,1975,1,
1460,On-Demand Streaming (Ad-Supported),Value,1976,1,
1461,On-Demand Streaming (Ad-Supported),Value,1977,1,
1462,On-Demand Streaming (Ad-Supported),Value,1978,1,
1463,On-Demand Streaming (Ad-Supported),Value,1979,1,
1464,On-Demand Streaming (Ad-Supported),Value,1980,1,
1465,On-Demand Streaming (Ad-Supported),Value,1981,1,
1466,On-Demand Streaming (Ad-Supported),Value,1982,1,
1467,On-Demand Streaming (Ad-Supported),Value,1983,1,
1468,On-Demand Streaming (Ad-Supported),Value,1984,1,
1469,On-Demand Streaming (Ad-Supported),Value,1985,1,
1470,On-Demand Streaming (Ad-Supported),Value,1986,1,
1471,On-Demand Streaming (Ad-Supported),Value,1987,1,
1472,On-Demand Streaming (Ad-Supported),Value,1988,1,
1473,On-Demand Streaming (Ad-Supported),Value,1989,1,
1474,On-Demand Streaming (Ad-Supported),Value,1990,1,
1475,On-Demand Streaming (Ad-Supported),Value,1991,1,
1476,On-Demand Streaming (Ad-Supported),Value,1992,1,
1477,On-Demand Streaming (Ad-Supported),Value,1993,1,
1478,On-Demand Streaming (Ad-Supported),Value,1994,1,
1479,On-Demand Streaming (Ad-Supported),Value,1995,1,
1480,On-Demand Streaming (Ad-Supported),Value,1996,1,
1481,On-Demand Streaming (Ad-Supported),Value,1997,1,
1482,On-Demand Streaming (Ad-Supported),Value,1998,1,
1483,On-Demand Streaming (Ad-Supported),Value,1999,1,
1484,On-Demand Streaming (Ad-Supported),Value,2000,1,
1485,On-Demand Streaming (Ad-Supported),Value,2001,1,
1486,On-Demand Streaming (Ad-Supported),Value,2002,1,
1487,On-Demand Streaming (Ad-Supported),Value,2003,1,
1488,On-Demand Streaming (Ad-Supported),Value,2004,1,
1489,On-Demand Streaming (Ad-Supported),Value,2005,1,
1490,On-Demand Streaming (Ad-Supported),Value,2006,1,
1491,On-Demand Streaming (Ad-Supported),Value,2007,1,
1492,On-Demand Streaming (Ad-Supported),Value,2008,1,
1493,On-Demand Streaming (Ad-Supported),Value,2009,1,
1494,On-Demand Streaming (Ad-Supported),Value,2010,1,
1495,On-Demand Streaming (Ad-Supported),Value,2011,1,113.8
1496,On-Demand Streaming (Ad-Supported),Value,2012,1,170.935408437
1497,On-Demand Streaming (Ad-Supported),Value,2013,1,220.873544491
1498,On-Demand Streaming (Ad-Supported),Value,2014,1,283.793409371
1499,On-Demand Streaming (Ad-Supported),Value,2015,1,371.990396399
1500,On-Demand Streaming (Ad-Supported),Value,2016,1,489.377607589
1501,On-Demand Streaming (Ad-Supported),Value,2017,1,658.6064926
1502,On-Demand Streaming (Ad-Supported),Value,2018,1,759.532368153
1503,On-Demand Streaming (Ad-Supported),Value,2019,1,908.149330523
1504,Other Ad-Supported Streaming,Value,1973,1,
1505,Other Ad-Supported Streaming,Value,1974,1,
1506,Other Ad-Supported Streaming,Value,1975,1,
1507,Other Ad-Supported Streaming,Value,1976,1,
1508,Other Ad-Supported Streaming,Value,1977,1,
1509,Other Ad-Supported Streaming,Value,1978,1,
1510,Other Ad-Supported Streaming,Value,1979,1,
1511,Other Ad-Supported Streaming,Value,1980,1,
1512,Other Ad-Supported Streaming,Value,1981,1,
1513,Other Ad-Supported Streaming,Value,1982,1,
1514,Other Ad-Supported Streaming,Value,1983,1,
1515,Other Ad-Supported Streaming,Value,1984,1,
1516,Other Ad-Supported Streaming,Value,1985,1,
1517,Other Ad-Supported Streaming,Value,1986,1,
1518,Other Ad-Supported Streaming,Value,1987,1,
1519,Other Ad-Supported Streaming,Value,1988,1,
1520,Other Ad-Supported Streaming,Value,1989,1,
1521,Other Ad-Supported Streaming,Value,1990,1,
1522,Other Ad-Supported Streaming,Value,1991,1,
1523,Other Ad-Supported Streaming,Value,1992,1,
1524,Other Ad-Supported Streaming,Value,1993,1,
1525,Other Ad-Supported Streaming,Value,1994,1,
1526,Other Ad-Supported Streaming,Value,1995,1,
1527,Other Ad-Supported Streaming,Value,1996,1,
1528,Other Ad-Supported Streaming,Value,1997,1,
1529,Other Ad-Supported Streaming,Value,1998,1,
1530,Other Ad-Supported Streaming,Value,1999,1,
1531,Other Ad-Supported Streaming,Value,2000,1,
1532,Other Ad-Supported Streaming,Value,2001,1,
1533,Other Ad-Supported Streaming,Value,2002,1,
1534,Other Ad-Supported Streaming,Value,2003,1,
1535,Other Ad-Supported Streaming,Value,2004,1,
1536,Other Ad-Supported Streaming,Value,2005,1,
1537,Other Ad-Supported Streaming,Value,2006,1,
1538,Other Ad-Supported Streaming,Value,2007,1,
1539,Other Ad-Supported Streaming,Value,2008,1,
1540,Other Ad-Supported Streaming,Value,2009,1,
1541,Other Ad-Supported Streaming,Value,2010,1,
1542,Other Ad-Supported Streaming,Value,2011,1,
1543,Other Ad-Supported Streaming,Value,2012,1,
1544,Other Ad-Supported Streaming,Value,2013,1,
1545,Other Ad-Supported Streaming,Value,2014,1,
1546,Other Ad-Supported Streaming,Value,2015,1,
1547,Other Ad-Supported Streaming,Value,2016,1,81.26086561699998
1548,Other Ad-Supported Streaming,Value,2017,1,261.786858952
1549,Other Ad-Supported Streaming,Value,2018,1,251.411918813
1550,Other Ad-Supported Streaming,Value,2019,1,251.064710118
1551,Other Digital,Value,1973,1,
1552,Other Digital,Value,1974,1,
1553,Other Digital,Value,1975,1,
1554,Other Digital,Value,1976,1,
1555,Other Digital,Value,1977,1,
1556,Other Digital,Value,1978,1,
1557,Other Digital,Value,1979,1,
1558,Other Digital,Value,1980,1,
1559,Other Digital,Value,1981,1,
1560,Other Digital,Value,1982,1,
1561,Other Digital,Value,1983,1,
1562,Other Digital,Value,1984,1,
1563,Other Digital,Value,1985,1,
1564,Other Digital,Value,1986,1,
1565,Other Digital,Value,1987,1,
1566,Other Digital,Value,1988,1,
1567,Other Digital,Value,1989,1,
1568,Other Digital,Value,1990,1,
1569,Other Digital,Value,1991,1,
1570,Other Digital,Value,1992,1,
1571,Other Digital,Value,1993,1,
1572,Other Digital,Value,1994,1,
1573,Other Digital,Value,1995,1,
1574,Other Digital,Value,1996,1,
1575,Other Digital,Value,1997,1,
1576,Other Digital,Value,1998,1,
1577,Other Digital,Value,1999,1,
1578,Other Digital,Value,2000,1,
1579,Other Digital,Value,2001,1,
1580,Other Digital,Value,2002,1,
1581,Other Digital,Value,2003,1,
1582,Other Digital,Value,2004,1,
1583,Other Digital,Value,2005,1,
1584,Other Digital,Value,2006,1,
1585,Other Digital,Value,2007,1,
1586,Other Digital,Value,2008,1,
1587,Other Digital,Value,2009,1,
1588,Other Digital,Value,2010,1,
1589,Other Digital,Value,2011,1,
1590,Other Digital,Value,2012,1,
1591,Other Digital,Value,2013,1,
1592,Other Digital,Value,2014,1,
1593,Other Digital,Value,2015,1,
1594,Other Digital,Value,2016,1,17.141662871
1595,Other Digital,Value,2017,1,16.885109868
1596,Other Digital,Value,2018,1,19.839574865
1597,Other Digital,Value,2019,1,21.517175006
1598,Other Tapes,Value,1973,1,15.6
1599,Other Tapes,Value,1974,1,13.3
1600,Other Tapes,Value,1975,1,10.2
1601,Other Tapes,Value,1976,1,5.1
1602,Other Tapes,Value,1977,1,
1603,Other Tapes,Value,1978,1,
1604,Other Tapes,Value,1979,1,
1605,Other Tapes,Value,1980,1,
1606,Other Tapes,Value,1981,1,
1607,Other Tapes,Value,1982,1,
1608,Other Tapes,Value,1983,1,
1609,Other Tapes,Value,1984,1,
1610,Other Tapes,Value,1985,1,
1611,Other Tapes,Value,1986,1,
1612,Other Tapes,Value,1987,1,
1613,Other Tapes,Value,1988,1,
1614,Other Tapes,Value,1989,1,
1615,Other Tapes,Value,1990,1,
1616,Other Tapes,Value,1991,1,
1617,Other Tapes,Value,1992,1,
1618,Other Tapes,Value,1993,1,
1619,Other Tapes,Value,1994,1,
1620,Other Tapes,Value,1995,1,
1621,Other Tapes,Value,1996,1,
1622,Other Tapes,Value,1997,1,
1623,Other Tapes,Value,1998,1,
1624,Other Tapes,Value,1999,1,
1625,Other Tapes,Value,2000,1,
1626,Other Tapes,Value,2001,1,
1627,Other Tapes,Value,2002,1,
1628,Other Tapes,Value,2003,1,
1629,Other Tapes,Value,2004,1,
1630,Other Tapes,Value,2005,1,
1631,Other Tapes,Value,2006,1,
1632,Other Tapes,Value,2007,1,
1633,Other Tapes,Value,2008,1,
1634,Other Tapes,Value,2009,1,
1635,Other Tapes,Value,2010,1,
1636,Other Tapes,Value,2011,1,
1637,Other Tapes,Value,2012,1,
1638,Other Tapes,Value,2013,1,
1639,Other Tapes,Value,2014,1,
1640,Other Tapes,Value,2015,1,
1641,Other Tapes,Value,2016,1,
1642,Other Tapes,Value,2017,1,
1643,Other Tapes,Value,2018,1,
1644,Other Tapes,Value,2019,1,
1645,Paid Subscription,Value,1973,1,
1646,Paid Subscription,Value,1974,1,
1647,Paid Subscription,Value,1975,1,
1648,Paid Subscription,Value,1976,1,
1649,Paid Subscription,Value,1977,1,
1650,Paid Subscription,Value,1978,1,
1651,Paid Subscription,Value,1979,1,
1652,Paid Subscription,Value,1980,1,
1653,Paid Subscription,Value,1981,1,
1654,Paid Subscription,Value,1982,1,
1655,Paid Subscription,Value,1983,1,
1656,Paid Subscription,Value,1984,1,
1657,Paid Subscription,Value,1985,1,
1658,Paid Subscription,Value,1986,1,
1659,Paid Subscription,Value,1987,1,
1660,Paid Subscription,Value,1988,1,
1661,Paid Subscription,Value,1989,1,
1662,Paid Subscription,Value,1990,1,
1663,Paid Subscription,Value,1991,1,
1664,Paid Subscription,Value,1992,1,
1665,Paid Subscription,Value,1993,1,
1666,Paid Subscription,Value,1994,1,
1667,Paid Subscription,Value,1995,1,
1668,Paid Subscription,Value,1996,1,
1669,Paid Subscription,Value,1997,1,
1670,Paid Subscription,Value,1998,1,
1671,Paid Subscription,Value,1999,1,
1672,Paid Subscription,Value,2000,1,
1673,Paid Subscription,Value,2001,1,
1674,Paid Subscription,Value,2002,1,
1675,Paid Subscription,Value,2003,1,
1676,Paid Subscription,Value,2004,1,
1677,Paid Subscription,Value,2005,1,149.2
1678,Paid Subscription,Value,2006,1,206.2
1679,Paid Subscription,Value,2007,1,234.0
1680,Paid Subscription,Value,2008,1,221.4
1681,Paid Subscription,Value,2009,1,206.2
1682,Paid Subscription,Value,2010,1,212.4
1683,Paid Subscription,Value,2011,1,247.8
1684,Paid Subscription,Value,2012,1,399.88253109
1685,Paid Subscription,Value,2013,1,643.324288756
1686,Paid Subscription,Value,2014,1,770.270559124
1687,Paid Subscription,Value,2015,1,1156.708514
1688,Paid Subscription,Value,2016,1,2244.154254
1689,Paid Subscription,Value,2017,1,3500.549813
1690,Paid Subscription,Value,2018,1,4655.968522
1691,Paid Subscription,Value,2019,1,5934.397625
1692,Ringtones & Ringbacks,Value,1973,1,
1693,Ringtones & Ringbacks,Value,1974,1,
1694,Ringtones & Ringbacks,Value,1975,1,
1695,Ringtones & Ringbacks,Value,1976,1,
1696,Ringtones & Ringbacks,Value,1977,1,
1697,Ringtones & Ringbacks,Value,1978,1,
1698,Ringtones & Ringbacks,Value,1979,1,
1699,Ringtones & Ringbacks,Value,1980,1,
1700,Ringtones & Ringbacks,Value,1981,1,
1701,Ringtones & Ringbacks,Value,1982,1,
1702,Ringtones & Ringbacks,Value,1983,1,
1703,Ringtones & Ringbacks,Value,1984,1,
1704,Ringtones & Ringbacks,Value,1985,1,
1705,Ringtones & Ringbacks,Value,1986,1,
1706,Ringtones & Ringbacks,Value,1987,1,
1707,Ringtones & Ringbacks,Value,1988,1,
1708,Ringtones & Ringbacks,Value,1989,1,
1709,Ringtones & Ringbacks,Value,1990,1,
1710,Ringtones & Ringbacks,Value,1991,1,
1711,Ringtones & Ringbacks,Value,1992,1,
1712,Ringtones & Ringbacks,Value,1993,1,
1713,Ringtones & Ringbacks,Value,1994,1,
1714,Ringtones & Ringbacks,Value,1995,1,
1715,Ringtones & Ringbacks,Value,1996,1,
1716,Ringtones & Ringbacks,Value,1997,1,
1717,Ringtones & Ringbacks,Value,1998,1,
1718,Ringtones & Ringbacks,Value,1999,1,
1719,Ringtones & Ringbacks,Value,2000,1,
1720,Ringtones & Ringbacks,Value,2001,1,
1721,Ringtones & Ringbacks,Value,2002,1,
1722,Ringtones & Ringbacks,Value,2003,1,
1723,Ringtones & Ringbacks,Value,2004,1,
1724,Ringtones & Ringbacks,Value,2005,1,421.6
1725,Ringtones & Ringbacks,Value,2006,1,773.8
1726,Ringtones & Ringbacks,Value,2007,1,1055.8
1727,Ringtones & Ringbacks,Value,2008,1,977.1
1728,Ringtones & Ringbacks,Value,2009,1,702.8
1729,Ringtones & Ringbacks,Value,2010,1,448.0
1730,Ringtones & Ringbacks,Value,2011,1,276.2
1731,Ringtones & Ringbacks,Value,2012,1,145.992935111
1732,Ringtones & Ringbacks,Value,2013,1,97.999612333
1733,Ringtones & Ringbacks,Value,2014,1,66.311370667
1734,Ringtones & Ringbacks,Value,2015,1,54.582024222
1735,Ringtones & Ringbacks,Value,2016,1,56.325299125
1736,Ringtones & Ringbacks,Value,2017,1,35.513735653
1737,Ringtones & Ringbacks,Value,2018,1,24.957859799
1738,Ringtones & Ringbacks,Value,2019,1,21.426736902
1739,SACD,Value,1973,1,
1740,SACD,Value,1974,1,
1741,SACD,Value,1975,1,
1742,SACD,Value,1976,1,
1743,SACD,Value,1977,1,
1744,SACD,Value,1978,1,
1745,SACD,Value,1979,1,
1746,SACD,Value,1980,1,
1747,SACD,Value,1981,1,
1748,SACD,Value,1982,1,
1749,SACD,Value,1983,1,
1750,SACD,Value,1984,1,
1751,SACD,Value,1985,1,
1752,SACD,Value,1986,1,
1753,SACD,Value,1987,1,
1754,SACD,Value,1988,1,
1755,SACD,Value,1989,1,
1756,SACD,Value,1990,1,
1757,SACD,Value,1991,1,
1758,SACD,Value,1992,1,
1759,SACD,Value,1993,1,
1760,SACD,Value,1994,1,
1761,SACD,Value,1995,1,
1762,SACD,Value,1996,1,
1763,SACD,Value,1997,1,
1764,SACD,Value,1998,1,
1765,SACD,Value,1999,1,
1766,SACD,Value,2000,1,
1767,SACD,Value,2001,1,
1768,SACD,Value,2002,1,
1769,SACD,Value,2003,1,26.3
1770,SACD,Value,2004,1,16.6
1771,SACD,Value,2005,1,10.0
1772,SACD,Value,2006,1,5.5
1773,SACD,Value,2007,1,3.6
1774,SACD,Value,2008,1,3.1
1775,SACD,Value,2009,1,2.4
1776,SACD,Value,2010,1,1.7
1777,SACD,Value,2011,1,1.5
1778,SACD,Value,2012,1,1.3425
1779,SACD,Value,2013,1,0.9783826
1780,SACD,Value,2014,1,0.76344539
1781,SACD,Value,2015,1,1.04346656
1782,SACD,Value,2016,1,1.20686148
1783,SACD,Value,2017,1,0.8505785599999999
1784,SACD,Value,2018,1,0.85969971
1785,SACD,Value,2019,1,0.4333022919999999
1786,SoundExchange Distributions,Value,1973,1,
1787,SoundExchange Distributions,Value,1974,1,
1788,SoundExchange Distributions,Value,1975,1,
1789,SoundExchange Distributions,Value,1976,1,
1790,SoundExchange Distributions,Value,1977,1,
1791,SoundExchange Distributions,Value,1978,1,
1792,SoundExchange Distributions,Value,1979,1,
1793,SoundExchange Distributions,Value,1980,1,
1794,SoundExchange Distributions,Value,1981,1,
1795,SoundExchange Distributions,Value,1982,1,
1796,SoundExchange Distributions,Value,1983,1,
1797,SoundExchange Distributions,Value,1984,1,
1798,SoundExchange Distributions,Value,1985,1,
1799,SoundExchange Distributions,Value,1986,1,
1800,SoundExchange Distributions,Value,1987,1,
1801,SoundExchange Distributions,Value,1988,1,
1802,SoundExchange Distributions,Value,1989,1,
1803,SoundExchange Distributions,Value,1990,1,
1804,SoundExchange Distributions,Value,1991,1,
1805,SoundExchange Distributions,Value,1992,1,
1806,SoundExchange Distributions,Value,1993,1,
1807,SoundExchange Distributions,Value,1994,1,
1808,SoundExchange Distributions,Value,1995,1,
1809,SoundExchange Distributions,Value,1996,1,
1810,SoundExchange Distributions,Value,1997,1,
1811,SoundExchange Distributions,Value,1998,1,
1812,SoundExchange Distributions,Value,1999,1,
1813,SoundExchange Distributions,Value,2000,1,
1814,SoundExchange Distributions,Value,2001,1,
1815,SoundExchange Distributions,Value,2002,1,
1816,SoundExchange Distributions,Value,2003,1,
1817,SoundExchange Distributions,Value,2004,1,6.9
1818,SoundExchange Distributions,Value,2005,1,20.4
1819,SoundExchange Distributions,Value,2006,1,32.8
1820,SoundExchange Distributions,Value,2007,1,36.2
1821,SoundExchange Distributions,Value,2008,1,100.0
1822,SoundExchange Distributions,Value,2009,1,155.5
1823,SoundExchange Distributions,Value,2010,1,249.2
1824,SoundExchange Distributions,Value,2011,1,292.0
1825,SoundExchange Distributions,Value,2012,1,462.0
1826,SoundExchange Distributions,Value,2013,1,590.4
1827,SoundExchange Distributions,Value,2014,1,773.4
1828,SoundExchange Distributions,Value,2015,1,802.6
1829,SoundExchange Distributions,Value,2016,1,883.9
1830,SoundExchange Distributions,Value,2017,1,652.0
1831,SoundExchange Distributions,Value,2018,1,952.8
1832,SoundExchange Distributions,Value,2019,1,908.2
1833,Synchronization,Value,1973,1,
1834,Synchronization,Value,1974,1,
1835,Synchronization,Value,1975,1,
1836,Synchronization,Value,1976,1,
1837,Synchronization,Value,1977,1,
1838,Synchronization,Value,1978,1,
1839,Synchronization,Value,1979,1,
1840,Synchronization,Value,1980,1,
1841,Synchronization,Value,1981,1,
1842,Synchronization,Value,1982,1,
1843,Synchronization,Value,1983,1,
1844,Synchronization,Value,1984,1,
1845,Synchronization,Value,1985,1,
1846,Synchronization,Value,1986,1,
1847,Synchronization,Value,1987,1,
1848,Synchronization,Value,1988,1,
1849,Synchronization,Value,1989,1,
1850,Synchronization,Value,1990,1,
1851,Synchronization,Value,1991,1,
1852,Synchronization,Value,1992,1,
1853,Synchronization,Value,1993,1,
1854,Synchronization,Value,1994,1,
1855,Synchronization,Value,1995,1,
1856,Synchronization,Value,1996,1,
1857,Synchronization,Value,1997,1,
1858,Synchronization,Value,1998,1,
1859,Synchronization,Value,1999,1,
1860,Synchronization,Value,2000,1,
1861,Synchronization,Value,2001,1,
1862,Synchronization,Value,2002,1,
1863,Synchronization,Value,2003,1,
1864,Synchronization,Value,2004,1,
1865,Synchronization,Value,2005,1,
1866,Synchronization,Value,2006,1,
1867,Synchronization,Value,2007,1,
1868,Synchronization,Value,2008,1,
1869,Synchronization,Value,2009,1,201.2
1870,Synchronization,Value,2010,1,188.7
1871,Synchronization,Value,2011,1,196.5
1872,Synchronization,Value,2012,1,190.597753
1873,Synchronization,Value,2013,1,189.679434
1874,Synchronization,Value,2014,1,189.713099
1875,Synchronization,Value,2015,1,202.934888
1876,Synchronization,Value,2016,1,214.83897654
1877,Synchronization,Value,2017,1,232.086522899
1878,Synchronization,Value,2018,1,285.51349134
1879,Synchronization,Value,2019,1,276.262360199
1880,Vinyl Single,Value,1973,1,190.0
1881,Vinyl Single,Value,1974,1,194.0
1882,Vinyl Single,Value,1975,1,211.5
1883,Vinyl Single,Value,1976,1,245.1
1884,Vinyl Single,Value,1977,1,245.1
1885,Vinyl Single,Value,1978,1,260.3
1886,Vinyl Single,Value,1979,1,353.6
1887,Vinyl Single,Value,1980,1,250.0
1888,Vinyl Single,Value,1981,1,256.4
1889,Vinyl Single,Value,1982,1,283.0
1890,Vinyl Single,Value,1983,1,269.3
1891,Vinyl Single,Value,1984,1,298.7
1892,Vinyl Single,Value,1985,1,281.0
1893,Vinyl Single,Value,1986,1,228.1
1894,Vinyl Single,Value,1987,1,203.3
1895,Vinyl Single,Value,1988,1,180.4
1896,Vinyl Single,Value,1989,1,116.4
1897,Vinyl Single,Value,1990,1,94.4
1898,Vinyl Single,Value,1991,1,63.9
1899,Vinyl Single,Value,1992,1,66.4
1900,Vinyl Single,Value,1993,1,51.2
1901,Vinyl Single,Value,1994,1,47.2
1902,Vinyl Single,Value,1995,1,46.7
1903,Vinyl Single,Value,1996,1,47.5
1904,Vinyl Single,Value,1997,1,35.6
1905,Vinyl Single,Value,1998,1,25.7
1906,Vinyl Single,Value,1999,1,27.9
1907,Vinyl Single,Value,2000,1,26.3
1908,Vinyl Single,Value,2001,1,31.4
1909,Vinyl Single,Value,2002,1,24.9
1910,Vinyl Single,Value,2003,1,21.5
1911,Vinyl Single,Value,2004,1,19.9
1912,Vinyl Single,Value,2005,1,13.2
1913,Vinyl Single,Value,2006,1,9.9
1914,Vinyl Single,Value,2007,1,4.0
1915,Vinyl Single,Value,2008,1,2.9
1916,Vinyl Single,Value,2009,1,2.5
1917,Vinyl Single,Value,2010,1,2.3
1918,Vinyl Single,Value,2011,1,4.6
1919,Vinyl Single,Value,2012,1,4.743055893
1920,Vinyl Single,Value,2013,1,2.978937179
1921,Vinyl Single,Value,2014,1,5.49935429
1922,Vinyl Single,Value,2015,1,5.752954082
1923,Vinyl Single,Value,2016,1,4.880679689
1924,Vinyl Single,Value,2017,1,6.07838535
1925,Vinyl Single,Value,2018,1,5.290337079
1926,Vinyl Single,Value,2019,1,6.795945687
1927,8 - Track,Value (Adjusted),1973,1,2815.681824
1928,8 - Track,Value (Adjusted),1974,1,2848.008609
1929,8 - Track,Value (Adjusted),1975,1,2770.409498
1930,8 - Track,Value (Adjusted),1976,1,3047.215772
1931,8 - Track,Value (Adjusted),1977,1,3421.416287
1932,8 - Track,Value (Adjusted),1978,1,3717.221411
1933,8 - Track,Value (Adjusted),1979,1,2409.72569
1934,8 - Track,Value (Adjusted),1980,1,1635.087852
1935,8 - Track,Value (Adjusted),1981,1,880.315082508
1936,8 - Track,Value (Adjusted),1982,1,95.374632124
1937,8 - Track,Value (Adjusted),1983,1,
1938,8 - Track,Value (Adjusted),1984,1,
1939,8 - Track,Value (Adjusted),1985,1,
1940,8 - Track,Value (Adjusted),1986,1,
1941,8 - Track,Value (Adjusted),1987,1,
1942,8 - Track,Value (Adjusted),1988,1,
1943,8 - Track,Value (Adjusted),1989,1,
1944,8 - Track,Value (Adjusted),1990,1,
1945,8 - Track,Value (Adjusted),1991,1,
1946,8 - Track,Value (Adjusted),1992,1,
1947,8 - Track,Value (Adjusted),1993,1,
1948,8 - Track,Value (Adjusted),1994,1,
1949,8 - Track,Value (Adjusted),1995,1,
1950,8 - Track,Value (Adjusted),1996,1,
1951,8 - Track,Value (Adjusted),1997,1,
1952,8 - Track,Value (Adjusted),1998,1,
1953,8 - Track,Value (Adjusted),1999,1,
1954,8 - Track,Value (Adjusted),2000,1,
1955,8 - Track,Value (Adjusted),2001,1,
1956,8 - Track,Value (Adjusted),2002,1,
1957,8 - Track,Value (Adjusted),2003,1,
1958,8 - Track,Value (Adjusted),2004,1,
1959,8 - Track,Value (Adjusted),2005,1,
1960,8 - Track,Value (Adjusted),2006,1,
1961,8 - Track,Value (Adjusted),2007,1,
1962,8 - Track,Value (Adjusted),2008,1,
1963,8 - Track,Value (Adjusted),2009,1,
1964,8 - Track,Value (Adjusted),2010,1,
1965,8 - Track,Value (Adjusted),2011,1,
1966,8 - Track,Value (Adjusted),2012,1,
1967,8 - Track,Value (Adjusted),2013,1,
1968,8 - Track,Value (Adjusted),2014,1,
1969,8 - Track,Value (Adjusted),2015,1,
1970,8 - Track,Value (Adjusted),2016,1,
1971,8 - Track,Value (Adjusted),2017,1,
1972,8 - Track,Value (Adjusted),2018,1,
1973,8 - Track,Value (Adjusted),2019,1,
1974,CD,Value (Adjusted),1973,1,
1975,CD,Value (Adjusted),1974,1,
1976,CD,Value (Adjusted),1975,1,
1977,CD,Value (Adjusted),1976,1,
1978,CD,Value (Adjusted),1977,1,
1979,CD,Value (Adjusted),1978,1,
1980,CD,Value (Adjusted),1979,1,
1981,CD,Value (Adjusted),1980,1,
1982,CD,Value (Adjusted),1981,1,
1983,CD,Value (Adjusted),1982,1,
1984,CD,Value (Adjusted),1983,1,44.14960241
1985,CD,Value (Adjusted),1984,1,254.180636189
1986,CD,Value (Adjusted),1985,1,925.449828067
1987,CD,Value (Adjusted),1986,1,2169.585545
1988,CD,Value (Adjusted),1987,1,3586.399606
1989,CD,Value (Adjusted),1988,1,4516.462927
1990,CD,Value (Adjusted),1989,1,5335.190475
1991,CD,Value (Adjusted),1990,1,6751.535587
1992,CD,Value (Adjusted),1991,1,8142.168641
1993,CD,Value (Adjusted),1992,1,9706.037138
1994,CD,Value (Adjusted),1993,1,11520.311348
1995,CD,Value (Adjusted),1994,1,14601.947885
1996,CD,Value (Adjusted),1995,1,15730.957689
1997,CD,Value (Adjusted),1996,1,16187.862319
1998,CD,Value (Adjusted),1997,1,15793.549662
1999,CD,Value (Adjusted),1998,1,17905.400687
2000,CD,Value (Adjusted),1999,1,19667.327786
2001,CD,Value (Adjusted),2000,1,19618.928145
2002,CD,Value (Adjusted),2001,1,18635.677447
2003,CD,Value (Adjusted),2002,1,17115.944823
2004,CD,Value (Adjusted),2003,1,15607.443018
2005,CD,Value (Adjusted),2004,1,15491.677345
2006,CD,Value (Adjusted),2005,1,13771.442762
2007,CD,Value (Adjusted),2006,1,11885.767848
2008,CD,Value (Adjusted),2007,1,9190.702658
2009,CD,Value (Adjusted),2008,1,6496.779627
2010,CD,Value (Adjusted),2009,1,5146.57822
2011,CD,Value (Adjusted),2010,1,3973.859173
2012,CD,Value (Adjusted),2011,1,3524.136143
2013,CD,Value (Adjusted),2012,1,2767.776149
2014,CD,Value (Adjusted),2013,1,2349.534897
