Entity,Code,Year,Indicator:Number of cases of yaws reported,Total (estimated) polio cases,Reported cases of guinea worm disease in humans,"Number of new cases of rabies, in both sexes aged all ages","Number of new cases of malaria, in both sexes aged all ages","Number of new cases of hiv/aids, in both sexes aged all ages","Number of new cases of tuberculosis, in both sexes aged all ages",Number of reported smallpox cases,Reported cholera cases
Latin America & Caribbean (WB),,2008,,,,17.802752,1851128.1,121921.664,174238.94,,
Latin America & Caribbean (WB),,2009,,,,16.235197,1614221.4,125900.23,172598.62,,
Latin America & Caribbean (WB),,2010,,,,15.434708,1470043.1,131142.22,172135.55,,
Latin America & Caribbean (WB),,2011,,,,15.166044,1361163.5,135837.86,172416.58,,
Latin America & Caribbean (WB),,2012,,,,14.966906,1213073.8,139488.8,172519.86,,
Latin America & Caribbean (WB),,2013,,,,14.877452,1069620,143939.83,172625.36,,
Latin America & Caribbean (WB),,2014,,,,14.9254055,980769,148628.36,172830.58,,
Latin America & Caribbean (WB),,2015,,,,15.144799,998716.8,149725.75,173350.98,,
Latin America & Caribbean (WB),,2016,,,,15.554246,1161284.8,148970.81,176079.14,,
Latin America & Caribbean (WB),,2017,,,,15.983121,1366300.5,149242.77,178948.53,,
Latin America & Caribbean (WB),,2018,,,,16.285185,1730904.9,149751.02,178998.44,,
Latin America & Caribbean (WB),,2019,,,,16.48715,2329752.2,150622.75,177408.5,,
Latvia,LVA,1991,,0,0,0.27324617,0,188.79213,1464.3071,,
Latvia,LVA,1992,,0,0,0.2788491,0,202.94104,1474.3872,,
Latvia,LVA,1993,,0,0,0.27739245,0,171.62914,1476.0422,,
Latvia,LVA,1994,,0,0,0.2702338,0,119.14931,1469.1267,,
Latvia,LVA,1995,,0,0,0.26109853,0,95.712906,1456.3811,,
Latvia,LVA,1996,,0,0,0.23877087,0,94.37712,1445.1837,,
Latvia,LVA,1997,,0,0,0.20209347,0,100.57133,1436.4552,,
Latvia,LVA,1998,,0,0,0.1615818,0,109.460655,1425.3685,,
Latvia,LVA,1999,,0,0,0.1298587,0,120.0573,1410.2026,,
Latvia,LVA,2000,,0,0,0.11608257,0,132.77483,1389.2463,,
Latvia,LVA,2001,,0,0,0.121098354,0,150.18904,1349.4221,,
Latvia,LVA,2002,,0,0,0.13535473,0,167.82605,1286.7577,,
Latvia,LVA,2003,,0,0,0.15373407,0,185.09377,1213.3882,,
Latvia,LVA,2004,,0,0,0.16979803,0,205.95802,1140.7289,,
Latvia,LVA,2005,,0,0,0.17777874,0,222.91447,1080.0476,,
Latvia,LVA,2006,,0,0,0.17620544,0,235.89066,1026.947,,
Latvia,LVA,2007,,0,0,0.17034948,0,246.00322,970.8384,,
Latvia,LVA,2008,,0,0,0.16070834,0,255.22449,915.02203,,
Latvia,LVA,2009,,0,0,0.1498404,0,253.76804,861.5759,,
Latvia,LVA,2010,,0,0,0.14116766,0,258.48694,812.9227,,
Latvia,LVA,2011,,0,0,0.13597113,0,263.79535,764.0796,,
Latvia,LVA,2012,,0,0,0.13135462,0,270.00986,711.2594,,
Latvia,LVA,2013,,0,0,0.12774749,0,278.82755,660.4141,,
Latvia,LVA,2014,,0,0,0.12451508,0,300.1135,616.6436,,
Latvia,LVA,2015,,0,0,0.121102855,0,348.6588,584.8676,,
Latvia,LVA,2016,,0,0,0.11557306,0,419.11865,561.84644,,
Latvia,LVA,2017,,0,0,0.109777175,0,426.69882,540.7118,,
Latvia,LVA,2018,,0,0,0.10620012,0,432.44263,518.70856,,
Latvia,LVA,2019,,0,0,0.10346319,0,422.1887,494.5622,,
Latvia,LVA,2020,,0,0,,,,,,
Latvia,LVA,1980,,,0,,,,,,
Latvia,LVA,1981,,,0,,,,,,
Latvia,LVA,1982,,,0,,,,,,
Latvia,LVA,1983,,,0,,,,,,
Latvia,LVA,1984,,,0,,,,,,
Latvia,LVA,1985,,,0,,,,,,
Latvia,LVA,1986,,,0,,,,,,
Latvia,LVA,1987,,,0,,,,,,
Latvia,LVA,1988,,,0,,,,,,
Latvia,LVA,1989,,,0,,,,,,
Latvia,LVA,1990,,,0,0.25721306,0,158.09354,1447.906,,
Latvia,LVA,2021,,,0,,,,,,
Latvia,LVA,2022,,,0,,,,,,
Lebanon,LBN,1981,,7,0,,,,,,
Lebanon,LBN,1983,,280,0,,,,,,
Lebanon,LBN,1984,,21,0,,,,,,
Lebanon,LBN,1985,,21,0,,,,,,
Lebanon,LBN,1986,,14,0,,,,,,
Lebanon,LBN,1987,,0,0,,,,,,
Lebanon,LBN,1988,,0,0,,,,,,
Lebanon,LBN,1990,,14,0,0.12351838,0,94.42813,975.90607,,
Lebanon,LBN,1991,,35,0,0.123882465,0,99.064766,957.7191,,
Lebanon,LBN,1992,,0,0,0.12377447,0,91.624535,938.83887,,
Lebanon,LBN,1993,,0,0,0.1235361,0,90.663025,920.3315,,344
Lebanon,LBN,1994,,14,0,0.12337451,0,89.89557,902.29614,,3
Lebanon,LBN,1995,,0,0,0.12336103,0,87.52864,884.20245,,
Lebanon,LBN,1996,,0,0,0.122805476,0,86.00089,865.13715,,
Lebanon,LBN,1997,,0,0,0.12162294,0,81.51025,844.89404,,
Lebanon,LBN,1998,,0,0,0.12030798,0,81.49378,824.9283,,
Lebanon,LBN,1999,,0,0,0.1191532,0,77.02597,806.44354,,
Lebanon,LBN,2000,,0,0,0.11845708,0,76.68487,789.8212,,
Lebanon,LBN,2001,,0,0,0.1178451,0,77.53523,775.26434,,
Lebanon,LBN,2002,,0,0,0.116711274,0,80.931694,762.69147,,
Lebanon,LBN,2003,,2,0,0.11540889,0,81.24762,751.4887,,
Lebanon,LBN,2004,,0,0,0.11445309,0,81.946556,741.00146,,
Lebanon,LBN,2005,,0,0,0.11433504,0,79.618126,731.51434,,1
Lebanon,LBN,2006,,0,0,0.115109354,0,76.798584,722.15314,,
Lebanon,LBN,2007,,0,0,0.11587085,0,72.2153,711.1847,,
Lebanon,LBN,2008,,0,0,0.11641058,0,73.550095,698.13245,,
Lebanon,LBN,2009,,0,0,0.11680295,0,70.86239,683.90906,,
Lebanon,LBN,2010,,0,0,0.11762647,0,72.5013,672.6004,,
Lebanon,LBN,2011,,0,0,0.12081345,0,80.27993,676.62494,,
Lebanon,LBN,2012,,0,0,0.12629728,0,89.06228,693.95844,,
Lebanon,LBN,2013,,0,0,0.13049631,0,95.36525,697.8742,,
Lebanon,LBN,2014,,0,0,0.13141124,0,102.713905,679.9838,,
Lebanon,LBN,2015,,0,0,0.13162723,0,110.54506,658.42444,,
Lebanon,LBN,2016,,0,0,0.13051312,0,113.41196,636.5688,,
Lebanon,LBN,2017,,0,0,0.12938748,0,115.77235,624.16455,,
Lebanon,LBN,2018,,0,0,0.12972976,0,119.130646,625.22906,,
Lebanon,LBN,2019,,0,0,0.13056332,0,121.637474,630.882,,
Lebanon,LBN,2020,,0,0,,,,,,
Lebanon,LBN,1980,,,0,,,,,,
Lebanon,LBN,1982,,,0,,,,,,
Lebanon,LBN,1989,,,0,,,,,,
Lebanon,LBN,2021,,,0,,,,,,
Lebanon,LBN,2022,,,0,,,,,,
Lebanon,LBN,1970,,,,,,,,,54
Lebanon,LBN,1977,,,,,,,,,30
Lesotho,LSO,1980,,252,0,,,,,,
Lesotho,LSO,1981,,140,0,,,,,,
Lesotho,LSO,1982,,133,0,,,,,,
Lesotho,LSO,1983,,112,0,,,,,,
Lesotho,LSO,1984,,210,0,,,,,,
Lesotho,LSO,1985,,203,0,,,,,,
Lesotho,LSO,1986,,147,0,,,,,,
Lesotho,LSO,1987,,28,0,,,,,,
Lesotho,LSO,1988,,0,0,,,,,,
Lesotho,LSO,1989,,0,0,,,,,,
Lesotho,LSO,1990,,0,0,2.4899476,0,8456.125,8701.289,,
Lesotho,LSO,1991,,0,0,2.412668,0,12831.955,8406.168,,
Lesotho,LSO,1992,,0,0,2.3319464,0,18282.143,8141.7256,,
Lesotho,LSO,1993,,0,0,2.2520454,0,24308.709,7927.7065,,
Lesotho,LSO,1994,,0,0,2.1771598,0,30093.111,7783.8154,,
Lesotho,LSO,1995,,0,0,2.111888,0,34797.023,7730.3022,,
Lesotho,LSO,1996,,0,0,2.046245,0,37911.477,7747.149,,
Lesotho,LSO,1997,,0,0,1.9732046,0,39394.715,7791.2573,,
Lesotho,LSO,1998,,3,0,1.9021105,0,39555.375,7851.645,,
Lesotho,LSO,1999,,0,0,1.8422843,0,38813.223,7917.954,,
Lesotho,LSO,2000,,0,0,1.8022722,0,37531.19,7980.468,,
Lesotho,LSO,2001,,0,0,1.7781293,0,35971.414,8064.037,,
Lesotho,LSO,2002,,0,0,1.7596742,0,34368.582,8181.859,,
Lesotho,LSO,2003,,0,0,1.7439841,0,32918.637,8306.313,,
Lesotho,LSO,2004,,0,0,1.7284281,0,31713.168,8410.514,,
Lesotho,LSO,2005,,0,0,1.7107333,0,30660.27,8469.69,,0
Lesotho,LSO,2006,,0,0,1.6914549,0,29593.477,8488.45,,0
Lesotho,LSO,2007,,0,0,1.6731737,0,28663.36,8503.478,,
Lesotho,LSO,2008,,0,0,1.6561276,0,27867.777,8532.5625,,
Lesotho,LSO,2009,,0,0,1.6400447,0,26742.273,8589.899,,
Lesotho,LSO,2010,,0,0,1.6248021,0,25502.85,8688.314,,
Lesotho,LSO,2011,,0,0,1.6037259,0,25303.871,8828.892,,
Lesotho,LSO,2012,,0,0,1.573467,0,25411.64,8996.639,,
Lesotho,LSO,2013,,0,0,1.5395284,0,24986.428,9182.412,,
Lesotho,LSO,2014,,0,0,1.5079625,0,24490.861,9377.885,,
Lesotho,LSO,2015,,0,0,1.4849517,0,23712.053,9576.118,,
Lesotho,LSO,2016,,0,0,1.460649,0,22611.96,9877.395,,
Lesotho,LSO,2017,,0,0,1.4342353,0,21516.305,10124.866,,
Lesotho,LSO,2018,,0,0,1.4092113,0,20860.35,10049.469,,
Lesotho,LSO,2019,,0,0,1.3793304,0,20631.482,9713.04,,
Lesotho,LSO,2020,,0,0,,,,,,
Lesotho,LSO,2021,,,0,,,,,,
Lesotho,LSO,2022,,,0,,,,,,
Liberia,LBR,1980,,686,0,,,,,,2690
Liberia,LBR,1981,,14,0,,,,,,1582
Liberia,LBR,1982,,28,0,,,,,,670
Liberia,LBR,1983,,14,0,,,,,,183
Liberia,LBR,1984,,28,0,,,,,,492
Liberia,LBR,1985,,14,0,,,,,,355
Liberia,LBR,1986,,42,0,,,,,,59
Liberia,LBR,1987,,28,0,,,,,,33
Liberia,LBR,1988,,42,0,,,,,,68
Liberia,LBR,1989,,84,0,,,,,,28
Liberia,LBR,1992,,0,0,13.562662,1025514.25,2184.2278,4977.812,,
Liberia,LBR,1993,,21,0,13.334663,1012415.75,2659.4036,4918.6987,,
Liberia,LBR,1994,,42,0,13.2936735,1029761.3,3099.0435,4963.396,,764
Liberia,LBR,1995,,0,0,13.578839,1088942.6,3479.2522,5161.877,,3420
Liberia,LBR,1996,,2,0,14.141866,1175635,3823.1147,5458.1646,,8922
Liberia,LBR,1997,,0,0,14.4524145,1239999,4102.536,5643.297,,91
Liberia,LBR,1998,,0,0,14.565282,1296575.5,4220.5063,5786.656,,2123
Liberia,LBR,1999,,47,0,14.744639,1356735.5,4212.363,5932.671,,215
Liberia,LBR,2000,,0,0,14.78567,1392744.8,4115.9,5988.5625,,365
Liberia,LBR,2001,,0,0,14.33712,1383539.2,3965.2632,5890.49,,1062
Liberia,LBR,2002,,0,0,13.422691,1333651.4,3799.9497,5655.1094,,1115
Liberia,LBR,2003,,0,0,12.599026,1293552.6,3649.0066,5475.2183,,34740
Liberia,LBR,2004,,0,0,12.051174,1284993.1,3564.384,5432.1055,,2786
Liberia,LBR,2005,,0,0,11.874277,1300901.2,3533.042,5519.9116,,3823
Liberia,LBR,2006,,0,0,12.022186,1323394,3503.9429,5699.52,,4929
Liberia,LBR,2007,,0,0,12.158542,1326321,3489.1697,5860.1313,,3063
Liberia,LBR,2008,,0,0,12.197548,1312462.6,3490.74,5970.488,,1236
Liberia,LBR,2009,,12,0,12.383711,1325948.1,3441.468,6153.849,,1070
Liberia,LBR,2010,,2,0,12.613191,1370859.6,3340.2043,6370.979,,1546
Liberia,LBR,2011,,0,0,12.497383,1394780.2,3252.9375,6420.787,,1146
Liberia,LBR,2012,,0,0,12.182402,1404310.4,3178.9229,6379.9355,,219
Liberia,LBR,2013,,0,0,11.885867,1429137.8,3091.271,6376.218,,92
Liberia,LBR,2014,,0,0,11.566205,1460601.8,2986.7444,6374.637,,44
Liberia,LBR,2015,,0,0,11.263476,1492945.2,2882.3164,6371.701,,
Liberia,LBR,2016,,0,0,10.863008,1638989.1,2786.906,6373.9087,,
Liberia,LBR,2017,,0,0,10.567501,1776042.9,2648.7427,6382.801,,
Liberia,LBR,2018,,0,0,10.532941,1754583.1,2486.436,6344.6343,,2
Liberia,LBR,2019,,0,0,10.610611,1642553,2412.1213,6225.513,,
Liberia,LBR,2020,,0,0,,,,,,
Liberia,LBR,1990,,,0,13.088861,957522.2,1322.9673,4684.7036,,
Liberia,LBR,1991,,,0,13.544888,1012351.6,1699.2896,4929.6025,,132
Liberia,LBR,2021,,,0,,,,,,167
Liberia,LBR,2022,,,0,,,,,,
Liberia,LBR,1970,,,,,,,,,168
Liberia,LBR,1971,,,,,,,,,606
Liberia,LBR,1972,,,,,,,,,947
Liberia,LBR,1973,,,,,,,,,1336
Liberia,LBR,1974,,,,,,,,,512
Liberia,LBR,1975,,,,,,,,,704
Liberia,LBR,1976,,,,,,,,,646
Liberia,LBR,1977,,,,,,,,,512
Liberia,LBR,1978,,,,,,,,,422
Liberia,LBR,1979,,,,,,,,,438
Libya,LBY,1980,,210,0,,,,,,
Libya,LBY,1981,,231,0,,,,,,
Libya,LBY,1982,,1218,0,,,,,,
Libya,LBY,1983,,203,0,,,,,,
Libya,LBY,1984,,56,0,,,,,,
Libya,LBY,1985,,14,0,,,,,,
Libya,LBY,1986,,175,0,,,,,,
Libya,LBY,1987,,196,0,,,,,,
Libya,LBY,1988,,70,0,,,,,,
Libya,LBY,1989,,28,0,,,,,,
Libya,LBY,1990,,35,0,0.15844676,0,24.321466,1029.0135,,
Libya,LBY,1991,,42,0,0.14957798,0,26.745447,1010.7731,,
Libya,LBY,1992,,0,0,0.1413038,0,28.368343,994.07245,,
Libya,LBY,1993,,0,0,0.13427424,0,31.318241,979.73486,,
Libya,LBY,1994,,0,0,0.12916915,0,35.093674,968.6803,,
Libya,LBY,1995,,0,0,0.12625848,0,40.79591,962.4302,,22
Libya,LBY,1996,,0,0,0.12580132,0,47.74922,963.2967,,
Libya,LBY,1997,,0,0,0.12683152,0,56.31495,968.3009,,
Libya,LBY,1998,,0,0,0.12873243,0,66.9148,975.27856,,
Libya,LBY,1999,,0,0,0.13083613,0,76.738396,981.6805,,
Libya,LBY,2000,,0,0,0.13193253,0,85.38943,985.1405,,
Libya,LBY,2001,,0,0,0.13138533,0,90.58499,983.24396,,
Libya,LBY,2002,,0,0,0.12938473,0,91.972725,976.34534,,
Libya,LBY,2003,,0,0,0.12701969,0,92.341385,967.6212,,
Libya,LBY,2004,,0,0,0.12549047,0,93.654495,960.2579,,
Libya,LBY,2005,,0,0,0.12581077,0,94.241974,957.5034,,
Libya,LBY,2006,,0,0,0.12820007,0,95.40311,957.0318,,
Libya,LBY,2007,,0,0,0.13113475,0,102.0266,953.37695,,
Libya,LBY,2008,,0,0,0.13423313,0,103.27882,948.598,,
Libya,LBY,2009,,0,0,0.13673258,0,103.51769,940.91516,,
Libya,LBY,2010,,0,0,0.13900465,0,104.81413,938.9512,,
Libya,LBY,2011,,0,0,0.14219287,0,114.69353,950.1666,,
Libya,LBY,2012,,0,0,0.1449311,0,124.72062,961.0273,,
Libya,LBY,2013,,0,0,0.14697035,0,132.1632,967.2765,,
Libya,LBY,2014,,0,0,0.14923124,0,144.13916,974.08514,,
Libya,LBY,2015,,0,0,0.15193391,0,156.11046,983.3253,,
Libya,LBY,2016,,0,0,0.15695992,0,159.86098,1004.76074,,
Libya,LBY,2017,,0,0,0.16318315,0,164.81178,1028.9695,,
Libya,LBY,2018,,0,0,0.1681283,0,169.40346,1033.377,,
Libya,LBY,2019,,0,0,0.17265788,0,171.26152,1018.49207,,
Libya,LBY,2020,,0,0,,,,,,
Libya,LBY,2021,,,0,,,,,,
Libya,LBY,2022,,,0,,,,,,
Libya,LBY,1970,,,,,,,,,1151
Lithuania,LTU,1991,,0,0,0.08040421,0,70.27961,2544.9534,,
Lithuania,LTU,1992,,0,0,0.08551,0,74.32824,2508.6746,,
Lithuania,LTU,1993,,0,0,0.09143928,0,82.55704,2472.1985,,
Lithuania,LTU,1994,,0,0,0.097823404,0,88.64164,2438.4004,,
Lithuania,LTU,1995,,0,0,0.1049039,0,95.07091,2414.2507,,
Lithuania,LTU,1996,,0,0,0.12679847,0,105.03873,2393.2712,,
Lithuania,LTU,1997,,0,0,0.16875513,0,113.73112,2369.4602,,
Lithuania,LTU,1998,,0,0,0.21863195,0,118.97726,2343.7488,,
Lithuania,LTU,1999,,0,0,0.26272413,0,123.984985,2319.5322,,
Lithuania,LTU,2000,,0,0,0.28782102,0,129.80351,2300.7356,,
Lithuania,LTU,2001,,0,0,0.2969494,0,137.11006,2288.6384,,
Lithuania,LTU,2002,,0,0,0.3007832,0,144.23228,2279.0754,,
Lithuania,LTU,2003,,0,0,0.29881638,0,151.59305,2264.521,,
Lithuania,LTU,2004,,0,0,0.29278356,0,157.35634,2238.9182,,
Lithuania,LTU,2005,,0,0,0.28270492,0,159.8918,2196.5925,,
Lithuania,LTU,2006,,0,0,0.25669432,0,161.9776,2123.21,,
Lithuania,LTU,2007,,0,0,0.21341904,0,164.38168,2020.7274,,
Lithuania,LTU,2008,,0,0,0.16417463,0,158.85051,1905.8152,,
Lithuania,LTU,2009,,0,0,0.120111346,0,160.08759,1795.0919,,
Lithuania,LTU,2010,,0,0,0.09261422,0,159.38446,1701.8378,,
Lithuania,LTU,2011,,0,0,0.07861964,0,157.7105,1616.8362,,
Lithuania,LTU,2012,,0,0,0.065760456,0,153.05292,1528.66,,
Lithuania,LTU,2013,,0,0,0.054656196,0,148.29938,1444.1997,,
Lithuania,LTU,2014,,0,0,0.045467757,0,146.97823,1370.6014,,
Lithuania,LTU,2015,,0,0,0.03787199,0,146.41542,1314.0024,,
Lithuania,LTU,2016,,0,0,0.02873781,0,146.10748,1270.4075,,
Lithuania,LTU,2017,,0,0,0.023430806,0,154.66922,1229.1647,,
Lithuania,LTU,2018,,0,0,0.024384191,0,167.03249,1182.5869,,
Lithuania,LTU,2019,,0,0,0.028455112,0,164.83765,1129.4001,,
Lithuania,LTU,2020,,0,0,,,,,,
Lithuania,LTU,1980,,,0,,,,,,
Lithuania,LTU,1981,,,0,,,,,,
Lithuania,LTU,1982,,,0,,,,,,
Lithuania,LTU,1983,,,0,,,,,,
Lithuania,LTU,1984,,,0,,,,,,
Lithuania,LTU,1985,,,0,,,,,,
Lithuania,LTU,1986,,,0,,,,,,
Lithuania,LTU,1987,,,0,,,,,,
Lithuania,LTU,1988,,,0,,,,,,
Lithuania,LTU,1989,,,0,,,,,,
Lithuania,LTU,1990,,,0,0.076401964,0,64.92238,2581.5574,,
Lithuania,LTU,2021,,,0,,,,,,
Lithuania,LTU,2022,,,0,,,,,,
Low Income (WB),,1990,,,,3873.533,91548150,1064472.9,950886.7,,
Low Income (WB),,1991,,,,3850.5183,92995210,1178060,961384.44,,
Low Income (WB),,1992,,,,3818.8955,94466380,1257839.2,972318.7,,
Low Income (WB),,1993,,,,3794.6973,96189064,1301667.5,984082.7,,
Low Income (WB),,1994,,,,3786.8625,98424210,1306535.1,998705.94,,
Low Income (WB),,1995,,,,3788.2803,101102200,1279295.5,1015781.06,,
Low Income (WB),,1996,,,,3791.5981,104362790,1232743.6,1035113.06,,
Low Income (WB),,1997,,,,3780.6372,108053950,1177944.5,1053860.4,,
Low Income (WB),,1998,,,,3760.7288,111852590,1123462,1070910.9,,
Low Income (WB),,1999,,,,3744.7263,115540856,1073221.6,1086926.1,,
Low Income (WB),,2000,,,,3744.7,118885176,1026696.75,1102585.9,,
Low Income (WB),,2001,,,,3745.692,120854890,984359.2,1117371.2,,
Low Income (WB),,2002,,,,3734.8223,121141490,947167.1,1130093.5,,
Low Income (WB),,2003,,,,3716.471,120618344,915130.2,1141106.4,,
Low Income (WB),,2004,,,,3697.195,120309970,886179.8,1152421.2,,
Low Income (WB),,2005,,,,3685.3955,121340600,860331.75,1166471.5,,
Low Income (WB),,2006,,,,3657.6648,123107860,836555.56,1181917.8,,
Low Income (WB),,2007,,,,3596.3293,124380890,814274.3,1196765.4,,
Low Income (WB),,2008,,,,3521.2834,125379110,796905.9,1211784,,
Low Income (WB),,2009,,,,3451.9731,126330350,783845.25,1227019.1,,
Low Income (WB),,2010,,,,3410.035,127468490,764470.3,1243122.1,,
Low Income (WB),,2011,,,,3387.2085,126872616,733157.9,1256124.6,,
Low Income (WB),,2012,,,,3357.7583,123456950,702461.1,1263010.6,,
Low Income (WB),,2013,,,,3324.0664,118805750,674479,1267155.6,,
Low Income (WB),,2014,,,,3289.9377,114650940,643840.4,1273331,,
Low Income (WB),,2015,,,,3260.5845,112820040,619448.9,1287333.6,,
Low Income (WB),,2016,,,,3208.6716,112350450,594218.25,1311415,,
Low Income (WB),,2017,,,,3152.3372,112110830,560738,1339075.4,,
Low Income (WB),,2018,,,,3095.9436,112720376,524907.6,1353227.2,,
Low Income (WB),,2019,,,,3014.617,112976424,506356.44,1349524.5,,
Lower Middle Income (WB),,1990,,,,19167.469,144409490,647276.8,5622042.5,,
Lower Middle Income (WB),,1991,,,,19182.795,143362200,788091.9,5504652.5,,
Lower Middle Income (WB),,1992,,,,19154.904,142188510,894738.9,5399606,,
Lower Middle Income (WB),,1993,,,,19106.479,141098300,989943.75,5319362.5,,
Lower Middle Income (WB),,1994,,,,19059.443,140289550,1071219.1,5276689,,
Lower Middle Income (WB),,1995,,,,19042.264,139976180,1135484.6,5285612,,
Lower Middle Income (WB),,1996,,,,18980.807,138723200,1176193,5339749.5,,
Lower Middle Income (WB),,1997,,,,18813.873,135739820,1193410.9,5414568,,
Lower Middle Income (WB),,1998,,,,18585.826,132302936,1179840.6,5499845.5,,
Lower Middle Income (WB),,1999,,,,18349.361,129803576,1142797.5,5585206,,
Lower Middle Income (WB),,2000,,,,18148.709,129729650,1082968.5,5658141.5,,
Lower Middle Income (WB),,2001,,,,17880.207,131201100,1009955.7,5703150,,
Lower Middle Income (WB),,2002,,,,17442.799,132395240,943541.44,5719347,,
Lower Middle Income (WB),,2003,,,,16916.344,133488930,888084.9,5718858.5,,
Lower Middle Income (WB),,2004,,,,16388.271,134667230,842153.44,5714605.5,,
Lower Middle Income (WB),,2005,,,,15950.913,136121440,805275.2,5719285.5,,
Lower Middle Income (WB),,2006,,,,15358.173,137090900,776473.1,5715975.5,,
Lower Middle Income (WB),,2007,,,,14437.448,136913340,755921.4,5684333,,
Lower Middle Income (WB),,2008,,,,13397.999,135998450,738002.8,5638741,,
Lower Middle Income (WB),,2009,,,,12468.992,134825580,725862.75,5596123.5,,
Lower Middle Income (WB),,2010,,,,11890.868,133964344,711366.7,5574465,,
Lower Middle Income (WB),,2011,,,,11562.797,131294620,705231.44,5555739,,
Lower Middle Income (WB),,2012,,,,11231.764,125464210,701648.56,5519278,,
Lower Middle Income (WB),,2013,,,,10926.861,118386490,693522.4,5479827,,
Lower Middle Income (WB),,2014,,,,10680.595,112112450,688544.5,5453150.5,,
Lower Middle Income (WB),,2015,,,,10529.613,108823590,685931.06,5456362.5,,
Lower Middle Income (WB),,2016,,,,10398.979,108357480,674445.4,5465105.5,,
Lower Middle Income (WB),,2017,,,,10303.4375,109638770,661886.3,5491646.5,,
Lower Middle Income (WB),,2018,,,,10258.263,112212730,655221.8,5537401.5,,
Lower Middle Income (WB),,2019,,,,10202.528,114911860,650765.06,5573582.5,,
Luxembourg,LUX,1980,,0,0,,,,,,
Luxembourg,LUX,1981,,0,0,,,,,,
Luxembourg,LUX,1982,,0,0,,,,,,
Luxembourg,LUX,1983,,0,0,,,,,,
Luxembourg,LUX,1984,,0,0,,,,,,
Luxembourg,LUX,1985,,0,0,,,,,,
Luxembourg,LUX,1986,,0,0,,,,,,
Luxembourg,LUX,1987,,0,0,,,,,,
Luxembourg,LUX,1988,,0,0,,,,,,
Luxembourg,LUX,1989,,0,0,,,,,,
Luxembourg,LUX,1990,,0,0,0.0049669943,0,25.333807,45.543537,,
Luxembourg,LUX,1991,,0,0,0.006589994,0,25.790894,44.043293,,
Luxembourg,LUX,1992,,0,0,0.00801879,0,25.542938,42.67038,,
Luxembourg,LUX,1993,,0,0,0.009171627,0,23.734648,41.42923,,
Luxembourg,LUX,1994,,0,0,0.0100484295,0,22.186752,40.350464,,
Luxembourg,LUX,1995,,0,0,0.010623589,0,20.507563,39.480457,,
Luxembourg,LUX,1996,,0,0,0.010845906,0,18.089785,38.74819,,
Luxembourg,LUX,1997,,0,0,0.010841399,0,14.710338,38.063175,,
Luxembourg,LUX,1998,,0,0,0.010761201,0,11.899701,37.412285,,
Luxembourg,LUX,1999,,0,0,0.010737064,0,10.300428,36.84102,,
Luxembourg,LUX,2000,,0,0,0.010958845,0,9.492158,36.357437,,
Luxembourg,LUX,2001,,0,0,0.011468605,0,9.085707,35.93955,,
Luxembourg,LUX,2002,,0,0,0.012207832,0,8.76089,35.538048,,
Luxembourg,LUX,2003,,0,0,0.013053703,0,8.397288,35.180885,,
Luxembourg,LUX,2004,,0,0,0.013911214,0,8.144127,35.040886,,
Luxembourg,LUX,2006,,0,0,0.015394788,0,8.116602,35.00392,,
Luxembourg,LUX,2007,,0,0,0.016564801,0,8.239499,34.985416,,
Luxembourg,LUX,2008,,0,0,0.017820463,0,8.586145,35.00089,,
Luxembourg,LUX,2009,,0,0,0.018995369,0,9.346925,35.08491,,
Luxembourg,LUX,2010,,0,0,0.019792236,0,10.266309,35.13492,,
Luxembourg,LUX,2011,,0,0,0.019548135,0,11.338416,35.190224,,
Luxembourg,LUX,2012,,0,0,0.018284002,0,12.698293,35.32191,,
Luxembourg,LUX,2013,,0,0,0.016458001,0,14.218363,35.367886,,
Luxembourg,LUX,2014,,0,0,0.014770695,0,15.940859,35.38629,,
Luxembourg,LUX,2015,,0,0,0.013918899,0,17.494303,35.497486,,
Luxembourg,LUX,2016,,0,0,0.013762163,0,19.31115,35.230896,,
Luxembourg,LUX,2017,,0,0,0.013952162,0,21.28526,35.1873,,
Luxembourg,LUX,2018,,0,0,0.01435512,0,23.13328,36.09197,,
Luxembourg,LUX,2019,,0,0,0.014965859,0,23.57811,37.60109,,
Luxembourg,LUX,2020,,0,0,,,,,,
Luxembourg,LUX,2005,,,0,0.014609719,0,8.100684,34.99156,,
Luxembourg,LUX,2021,,,0,,,,,,
Luxembourg,LUX,2022,,,0,,,,,,
Macao,MAC,2001,,0,,,,,,,
Macao,MAC,2002,,0,,,,,,,
Macao,MAC,2003,,0,,,,,,,
Macao,MAC,2004,,0,,,,,,,
Macao,MAC,2005,,0,,,,,,,
Macao,MAC,2006,,0,,,,,,,
Macao,MAC,2007,,0,,,,,,,
Macao,MAC,2008,,0,,,,,,,
Macao,MAC,2009,,0,,,,,,,
Macao,MAC,2010,,0,,,,,,,
Macao,MAC,2011,,0,,,,,,,
Macao,MAC,2012,,0,,,,,,,
Macao,MAC,2013,,0,,,,,,,
Macao,MAC,2014,,0,,,,,,,
Macao,MAC,2015,,0,,,,,,,
Macao,MAC,2016,,0,,,,,,,
Macao,MAC,2017,,0,,,,,,,
Macao,MAC,2018,,0,,,,,,,
Macao,MAC,2019,,0,,,,,,,
Macao,MAC,2020,,0,,,,,,,
Madagascar,MDG,1980,,476,0,,,,,,
Madagascar,MDG,1981,,385,0,,,,,,
